all,genus,species,subspecies,provence,,,,,provence____,Taxa,name
Eucalyptus_kingsmillii_subsp_kingsmillii_Mt_Annan_866008,Eucalyptus,kingsmillii,kingsmillii,,,Mt,Ann,866008,__Mt_Ann_866008,Eucalyptus kingsmillii subsp. kingsmillii,eucalyptus kingsmillii subsp. kingsmillii
Eucalyptus_kitsoniana_110,Eucalyptus,kitsoniana,,110,,,,,110____,Eucalyptus kitsoniana ,eucalyptus kitsoniana
Eucalyptus_kochii_subsp_kochii_657,Eucalyptus,kochii,kochii,,,657,,,__657__,Eucalyptus kochii subsp. kochii,eucalyptus kochii subsp. kochii
Eucalyptus_kondininensis_85,Eucalyptus,kondininensis,,85,,,,,85____,Eucalyptus kondininensis ,eucalyptus kondininensis
Eucalyptus_koolpinensis_CANB_454611,Eucalyptus,koolpinensis,,CANB,454611,,,,CANB_454611___,Eucalyptus koolpinensis ,eucalyptus koolpinensis
Eucalyptus_kruseana_129,Eucalyptus,kruseana,,129,,,,,129____,Eucalyptus kruseana ,eucalyptus kruseana
Eucalyptus_kumarlensis_587,Eucalyptus,kumarlensis,,587,,,,,587____,Eucalyptus kumarlensis ,eucalyptus kumarlensis
Eucalyptus_kybeanensis_AHT_E19,Eucalyptus,kybeanensis,,AHT,E19,,,,AHT_E19___,Eucalyptus kybeanensis ,eucalyptus kybeanensis
Eucalyptus_lacrimans_251,Eucalyptus,lacrimans,,251,,,,,251____,Eucalyptus lacrimans ,eucalyptus lacrimans
Eucalyptus_laeliae_337,Eucalyptus,laeliae,,337,,,,,337____,Eucalyptus laeliae ,eucalyptus laeliae
Eucalyptus_laevopinea_245,Eucalyptus,laevopinea,,245,,,,,245____,Eucalyptus laevopinea ,eucalyptus laevopinea
Eucalyptus_lanepoolei_434,Eucalyptus,lanepoolei,,434,,,,,434____,Eucalyptus lanepoolei ,eucalyptus lanepoolei
Eucalyptus_langleyi_8801319,Eucalyptus,langleyi,,8801319,,,,,8801319____,Eucalyptus langleyi ,eucalyptus langleyi
Eucalyptus_lansdowneana_652,Eucalyptus,lansdowneana,,652,,,,,652____,Eucalyptus lansdowneana ,eucalyptus lansdowneana
Eucalyptus_largeana_CANB_470581,Eucalyptus,largeana,,CANB,470581,,,,CANB_470581___,Eucalyptus largeana ,eucalyptus largeana
Eucalyptus_largiflorens_CANB_785604,Eucalyptus,largiflorens,,CANB,785604,,,,CANB_785604___,Eucalyptus largiflorens ,eucalyptus largiflorens
Eucalyptus_latens_292,Eucalyptus,latens,,292,,,,,292____,Eucalyptus latens ,eucalyptus latens
Eucalyptus_lateritica_CANB_794197,Eucalyptus,lateritica,,CANB,794197,,,,CANB_794197___,Eucalyptus lateritica ,eucalyptus lateritica
Eucalyptus_latisinensis_247,Eucalyptus,latisinensis,,247,,,,,247____,Eucalyptus latisinensis ,eucalyptus latisinensis
Eucalyptus_lehmanii_subsp_lehmanii_531,Eucalyptus,lehmanii,lehmanii,,,531,,,__531__,Eucalyptus lehmanii subsp. lehmanii,eucalyptus lehmanii subsp. lehmanii
Eucalyptus_leptocalyx_subsp_leptocalyx_73,Eucalyptus,leptocalyx,leptocalyx,,,73,,,__73__,Eucalyptus leptocalyx subsp. leptocalyx,eucalyptus leptocalyx subsp. leptocalyx
Eucalyptus_leptophleba_CANB_597951,Eucalyptus,leptophleba,,CANB,597951,,,,CANB_597951___,Eucalyptus leptophleba ,eucalyptus leptophleba
Eucalyptus_leptophylla_200,Eucalyptus,leptophylla,,200,,,,,200____,Eucalyptus leptophylla ,eucalyptus leptophylla
Eucalyptus_leptopoda_subsp_leptopoda_CANB_519232,Eucalyptus,leptopoda,leptopoda,,,CANB,519232,,__CANB_519232_,Eucalyptus leptopoda subsp. leptopoda,eucalyptus leptopoda subsp. leptopoda
Eucalyptus_lesouefii_38,Eucalyptus,lesouefii,,38,,,,,38____,Eucalyptus lesouefii ,eucalyptus lesouefii
Eucalyptus_leucophloia_subsp_euroa_500,Eucalyptus,leucophloia,euroa,,,500,,,__500__,Eucalyptus leucophloia subsp. euroa,eucalyptus leucophloia subsp. euroa
Eucalyptus_leucoxylon_subsp_leucoxylon_716,Eucalyptus,leucoxylon,leucoxylon,,,716,,,__716__,Eucalyptus leucoxylon subsp. leucoxylon,eucalyptus leucoxylon subsp. leucoxylon
Eucalyptus_ligulata_subsp_ligulata_721,Eucalyptus,ligulata,ligulata,,,721,,,__721__,Eucalyptus ligulata subsp. ligulata,eucalyptus ligulata subsp. ligulata
Eucalyptus_ligustrina_736,Eucalyptus,ligustrina,,736,,,,,736____,Eucalyptus ligustrina ,eucalyptus ligustrina
Eucalyptus_limitaris_CANB_785552,Eucalyptus,limitaris,,CANB,785552,,,,CANB_785552___,Eucalyptus limitaris ,eucalyptus limitaris
Eucalyptus_lirata_CANB_784082,Eucalyptus,lirata,,CANB,784082,,,,CANB_784082___,Eucalyptus lirata ,eucalyptus lirata
Eucalyptus_litorea_341,Eucalyptus,litorea,,341,,,,,341____,Eucalyptus litorea ,eucalyptus litorea
Eucalyptus_livida_CANB_794326,Eucalyptus,livida,,CANB,794326,,,,CANB_794326___,Eucalyptus livida ,eucalyptus livida
Eucalyptus_lockyeri,Eucalyptus,lockyeri,,,,,,,____,Eucalyptus lockyeri ,eucalyptus lockyeri
Eucalyptus_longicornis_491,Eucalyptus,longicornis,,491,,,,,491____,Eucalyptus longicornis ,eucalyptus longicornis
Eucalyptus_longifolia,Eucalyptus,longifolia,,,,,,,____,Eucalyptus longifolia ,eucalyptus longifolia
Eucalyptus_longirostrata_649,Eucalyptus,longirostrata,,649,,,,,649____,Eucalyptus longirostrata ,eucalyptus longirostrata
Eucalyptus_loxophleba_subsp_loxophleba_ANBG_9205090,Eucalyptus,loxophleba,loxophleba,,,ANBG,9205090,,__ANBG_9205090_,Eucalyptus loxophleba subsp. loxophleba,eucalyptus loxophleba subsp. loxophleba
Eucalyptus_lucasii_MC_11098,Eucalyptus,lucasii,,MC,11098,,,,MC_11098___,Eucalyptus lucasii ,eucalyptus lucasii
Eucalyptus_lucens_526,Eucalyptus,lucens,,526,,,,,526____,Eucalyptus lucens ,eucalyptus lucens
Eucalyptus_luculenta_705,Eucalyptus,luculenta,,705,,,,,705____,Eucalyptus luculenta ,eucalyptus luculenta
Eucalyptus_luehmanniana_8300316,Eucalyptus,luehmanniana,,8300316,,,,,8300316____,Eucalyptus luehmanniana ,eucalyptus luehmanniana
Eucalyptus_macarthurii_ANBG_no_sn,Eucalyptus,macarthurii,,ANBG,no,sn,,,ANBG_no_sn__,Eucalyptus macarthurii ,eucalyptus macarthurii
Eucalyptus_mackintii_308,Eucalyptus,mackintii,,308,,,,,308____,Eucalyptus mackintii ,eucalyptus mackintii
Eucalyptus_macrandra_153,Eucalyptus,macrandra,,153,,,,,153____,Eucalyptus macrandra ,eucalyptus macrandra
Eucalyptus_macrocarpa_subsp_macrocarpa_60,Eucalyptus,macrocarpa,macrocarpa,,,60,,,__60__,Eucalyptus macrocarpa subsp. macrocarpa,eucalyptus macrocarpa subsp. macrocarpa
Eucalyptus_macrorhyncha_subsp_macrorhyncha_761,Eucalyptus,macrorhyncha,macrorhyncha,,,761,,,__761__,Eucalyptus macrorhyncha subsp. macrorhyncha,eucalyptus macrorhyncha subsp. macrorhyncha
Eucalyptus_magnificata_672,Eucalyptus,magnificata,,672,,,,,672____,Eucalyptus magnificata ,eucalyptus magnificata
Eucalyptus_major_602,Eucalyptus,major,,602,,,,,602____,Eucalyptus major ,eucalyptus major
Eucalyptus_malacoxylon_576,Eucalyptus,malacoxylon,,576,,,,,576____,Eucalyptus malacoxylon ,eucalyptus malacoxylon
Eucalyptus_mannensis_subsp_vespertina_321,Eucalyptus,mannensis,vespertina,,,321,,,__321__,Eucalyptus mannensis subsp. vespertina,eucalyptus mannensis subsp. vespertina
Eucalyptus_mannifera_subsp_mannifera_610,Eucalyptus,mannifera,mannifera,,,610,,,__610__,Eucalyptus mannifera subsp. mannifera,eucalyptus mannifera subsp. mannifera
Eucalyptus_marginata_subsp_marginata_MC_10941,Eucalyptus,marginata,marginata,,,MC,10941,,__MC_10941_,Eucalyptus marginata subsp. marginata,eucalyptus marginata subsp. marginata
Eucalyptus_mckieana_248,Eucalyptus,mckieana,,248,,,,,248____,Eucalyptus mckieana ,eucalyptus mckieana
Eucalyptus_mcquoidii_4,Eucalyptus,mcquoidii,,4,,,,,4____,Eucalyptus mcquoidii ,eucalyptus mcquoidii
Eucalyptus_medialis_AHT_E20,Eucalyptus,medialis,,AHT,E20,,,,AHT_E20___,Eucalyptus medialis ,eucalyptus medialis
Eucalyptus_megacarpa_MC_11214,Eucalyptus,megacarpa,,MC,11214,,,,MC_11214___,Eucalyptus megacarpa ,eucalyptus megacarpa
Eucalyptus_megacornuta_84,Eucalyptus,megacornuta,,84,,,,,84____,Eucalyptus megacornuta ,eucalyptus megacornuta
Eucalyptus_melanoleuca_605,Eucalyptus,melanoleuca,,605,,,,,605____,Eucalyptus melanoleuca ,eucalyptus melanoleuca
Eucalyptus_melanophitra_582,Eucalyptus,melanophitra,,582,,,,,582____,Eucalyptus melanophitra ,eucalyptus melanophitra
Eucalyptus_melanophloia_subsp_melanophloia_207,Eucalyptus,melanophloia,melanophloia,,,207,,,__207__,Eucalyptus melanophloia subsp. melanophloia,eucalyptus melanophloia subsp. melanophloia
Eucalyptus_melanoxylon_586,Eucalyptus,melanoxylon,,586,,,,,586____,Eucalyptus melanoxylon ,eucalyptus melanoxylon
Eucalyptus_melliodora_ANBG_662272,Eucalyptus,melliodora,,ANBG,662272,,,,ANBG_662272___,Eucalyptus melliodora ,eucalyptus melliodora
Eucalyptus_merrickiae_CANB_794336,Eucalyptus,merrickiae,,CANB,794336,,,,CANB_794336___,Eucalyptus merrickiae ,eucalyptus merrickiae
Eucalyptus_michaeliana_258,Eucalyptus,michaeliana,,258,,,,,258____,Eucalyptus michaeliana ,eucalyptus michaeliana
Eucalyptus_micranthera_334,Eucalyptus,micranthera,,334,,,,,334____,Eucalyptus micranthera ,eucalyptus micranthera
Eucalyptus_microcarpa_475,Eucalyptus,microcarpa,,475,,,,,475____,Eucalyptus microcarpa ,eucalyptus microcarpa
Eucalyptus_microcorys_ANBG_491154,Eucalyptus,microcorys,,ANBG,491154,,,,ANBG_491154___,Eucalyptus microcorys ,eucalyptus microcorys
Eucalyptus_microneura_8603418,Eucalyptus,microneura,,8603418,,,,,8603418____,Eucalyptus microneura ,eucalyptus microneura
Eucalyptus_microschema_CANB_635056,Eucalyptus,microschema,,CANB,635056,,,,CANB_635056___,Eucalyptus microschema ,eucalyptus microschema
Eucalyptus_microtheca_MC_10519,Eucalyptus,microtheca,,MC,10519,,,,MC_10519___,Eucalyptus microtheca ,eucalyptus microtheca
Eucalyptus_mimica_subsp_mimica_534,Eucalyptus,mimica,mimica,,,534,,,__534__,Eucalyptus mimica subsp. mimica,eucalyptus mimica subsp. mimica
Eucalyptus_miniata_MC_10511,Eucalyptus,miniata,,MC,10511,,,,MC_10511___,Eucalyptus miniata ,eucalyptus miniata
Eucalyptus_minigwalica_184,Eucalyptus,minigwalica,,184,,,,,184____,Eucalyptus minigwalica ,eucalyptus minigwalica
Eucalyptus_minniritchi_263,Eucalyptus,minniritchi,,263,,,,,263____,Eucalyptus minniritchi ,eucalyptus minniritchi
Eucalyptus_misella_CANB_794329,Eucalyptus,misella,,CANB,794329,,,,CANB_794329___,Eucalyptus misella ,eucalyptus misella
Eucalyptus_mitchelliana_635,Eucalyptus,mitchelliana,,635,,,,,635____,Eucalyptus mitchelliana ,eucalyptus mitchelliana
Eucalyptus_moderata_274,Eucalyptus,moderata,,274,,,,,274____,Eucalyptus moderata ,eucalyptus moderata
Eucalyptus_moluccana_50761,Eucalyptus,moluccana,,50761,,,,,50761____,Eucalyptus moluccana ,eucalyptus moluccana
Eucalyptus_mooreana_CANB_750218,Eucalyptus,mooreana,,CANB,750218,,,,CANB_750218___,Eucalyptus mooreana ,eucalyptus mooreana
Eucalyptus_moorei_subsp_moorei_9600762,Eucalyptus,moorei,moorei,,,9600762,,,__9600762__,Eucalyptus moorei subsp. moorei,eucalyptus moorei subsp. moorei
Eucalyptus_morrisbyi_618,Eucalyptus,morrisbyi,,618,,,,,618____,Eucalyptus morrisbyi ,eucalyptus morrisbyi
Eucalyptus_morrisii_206,Eucalyptus,morrisii,,206,,,,,206____,Eucalyptus morrisii ,eucalyptus morrisii
Eucalyptus_muelleriana_159,Eucalyptus,muelleriana,,159,,,,,159____,Eucalyptus muelleriana ,eucalyptus muelleriana
Eucalyptus_multicaulis_761635,Eucalyptus,multicaulis,,761635,,,,,761635____,Eucalyptus multicaulis ,eucalyptus multicaulis
Eucalyptus_myriadena_591,Eucalyptus,myriadena,,591,,,,,591____,Eucalyptus myriadena ,eucalyptus myriadena
Eucalyptus_nanderwairca_9707924,Eucalyptus,nanderwairca,,9707924,,,,,9707924____,Eucalyptus nanderwairca ,eucalyptus nanderwairca
Eucalyptus_neglecta_72027,Eucalyptus,neglecta,,72027,,,,,72027____,Eucalyptus neglecta ,eucalyptus neglecta
Eucalyptus_nerthicola_34,Eucalyptus,nerthicola,,34,,,,,34____,Eucalyptus nerthicola ,eucalyptus nerthicola
Eucalyptus_neutra_284,Eucalyptus,neutra,,284,,,,,284____,Eucalyptus neutra ,eucalyptus neutra
Eucalyptus_newbeyi_501,Eucalyptus,newbeyi,,501,,,,,501____,Eucalyptus newbeyi ,eucalyptus newbeyi
Eucalyptus_nicholii_209,Eucalyptus,nicholii,,209,,,,,209____,Eucalyptus nicholii ,eucalyptus nicholii
Eucalyptus_nitens_ANBG_651034,Eucalyptus,nitens,,ANBG,651034,,,,ANBG_651034___,Eucalyptus nitens ,eucalyptus nitens
Eucalyptus_nitida_744,Eucalyptus,nitida,,744,,,,,744____,Eucalyptus nitida ,eucalyptus nitida
Eucalyptus_nobilis_246,Eucalyptus,nobilis,,246,,,,,246____,Eucalyptus nobilis ,eucalyptus nobilis
Eucalyptus_normantonensis_340,Eucalyptus,normantonensis,,340,,,,,340____,Eucalyptus normantonensis ,eucalyptus normantonensis
Eucalyptus_nortonii_664,Eucalyptus,nortonii,,664,,,,,664____,Eucalyptus nortonii ,eucalyptus nortonii
Eucalyptus_nova_anglica_244,Eucalyptus,nova,,anglica,244,,,,anglica_244___,Eucalyptus nova ,eucalyptus nova
Eucalyptus_nudicaulis_703,Eucalyptus,nudicaulis,,703,,,,,703____,Eucalyptus nudicaulis ,eucalyptus nudicaulis
Eucalyptus_nutans_722,Eucalyptus,nutans,,722,,,,,722____,Eucalyptus nutans ,eucalyptus nutans
Eucalyptus_obconica_CANB_644802,Eucalyptus,obconica,,CANB,644802,,,,CANB_644802___,Eucalyptus obconica ,eucalyptus obconica
Eucalyptus_obesa_70,Eucalyptus,obesa,,70,,,,,70____,Eucalyptus obesa ,eucalyptus obesa
Eucalyptus_obliqua_Royal_Canberra_Golf_AHT21,Eucalyptus,obliqua,,Royal,Canberra,Golf,AHT21,,Royal_Canberra_Golf_AHT21_,Eucalyptus obliqua ,eucalyptus obliqua
Eucalyptus_oblonga_255,Eucalyptus,oblonga,,255,,,,,255____,Eucalyptus oblonga ,eucalyptus oblonga
Eucalyptus_obtusiflora_MC_10760,Eucalyptus,obtusiflora,,MC,10760,,,,MC_10760___,Eucalyptus obtusiflora ,eucalyptus obtusiflora
Eucalyptus_occidentalis_430,Eucalyptus,occidentalis,,430,,,,,430____,Eucalyptus occidentalis ,eucalyptus occidentalis
Eucalyptus_ochrophloia_CANB_785600,Eucalyptus,ochrophloia,,CANB,785600,,,,CANB_785600___,Eucalyptus ochrophloia ,eucalyptus ochrophloia
Eucalyptus_odontocarpa_MC_10608,Eucalyptus,odontocarpa,,MC,10608,,,,MC_10608___,Eucalyptus odontocarpa ,eucalyptus odontocarpa
Eucalyptus_oldfieldii_MC_10775,Eucalyptus,oldfieldii,,MC,10775,,,,MC_10775___,Eucalyptus oldfieldii ,eucalyptus oldfieldii
Eucalyptus_oleosa_subsp_oleosa_58,Eucalyptus,oleosa,oleosa,,,58,,,__58__,Eucalyptus oleosa subsp. oleosa,eucalyptus oleosa subsp. oleosa
Eucalyptus_olida_738,Eucalyptus,olida,,738,,,,,738____,Eucalyptus olida ,eucalyptus olida
Eucalyptus_oligantha_MC_10571,Eucalyptus,oligantha,,MC,10571,,,,MC_10571___,Eucalyptus oligantha ,eucalyptus oligantha
Eucalyptus_olivina_44,Eucalyptus,olivina,,44,,,,,44____,Eucalyptus olivina ,eucalyptus olivina
Eucalyptus_olsenii_762144,Eucalyptus,olsenii,,762144,,,,,762144____,Eucalyptus olsenii ,eucalyptus olsenii
Eucalyptus_ophitica_607,Eucalyptus,ophitica,,607,,,,,607____,Eucalyptus ophitica ,eucalyptus ophitica
Eucalyptus_optima_708,Eucalyptus,optima,,708,,,,,708____,Eucalyptus optima ,eucalyptus optima
Eucalyptus_oraria_28,Eucalyptus,oraria,,28,,,,,28____,Eucalyptus oraria ,eucalyptus oraria
Eucalyptus_orbifolia_472,Eucalyptus,orbifolia,,472,,,,,472____,Eucalyptus orbifolia ,eucalyptus orbifolia
Eucalyptus_oreades_747,Eucalyptus,oreades,,747,,,,,747____,Eucalyptus oreades ,eucalyptus oreades
Eucalyptus_orgadophila_AHT_E10,Eucalyptus,orgadophila,,AHT,E10,,,,AHT_E10___,Eucalyptus orgadophila ,eucalyptus orgadophila
Eucalyptus_ornata_583,Eucalyptus,ornata,,583,,,,,583____,Eucalyptus ornata ,eucalyptus ornata
Eucalyptus_orthostemon_446,Eucalyptus,orthostemon,,446,,,,,446____,Eucalyptus orthostemon ,eucalyptus orthostemon
Eucalyptus_ovata_var_ovata_ANBG_475702,Eucalyptus,ovata,,var,ovata,ANBG,475702,,var_ovata_ANBG_475702_,Eucalyptus ovata ,eucalyptus ovata
Eucalyptus_ovularis_355,Eucalyptus,ovularis,,355,,,,,355____,Eucalyptus ovularis ,eucalyptus ovularis
Eucalyptus_oxymitra_278,Eucalyptus,oxymitra,,278,,,,,278____,Eucalyptus oxymitra ,eucalyptus oxymitra
Eucalyptus_pachycalyx_subsp_pachycalyx_305,Eucalyptus,pachycalyx,pachycalyx,,,305,,,__305__,Eucalyptus pachycalyx subsp. pachycalyx,eucalyptus pachycalyx subsp. pachycalyx
Eucalyptus_pachyloma_426,Eucalyptus,pachyloma,,426,,,,,426____,Eucalyptus pachyloma ,eucalyptus pachyloma
Eucalyptus_pachyphylla_ANBG_8503938,Eucalyptus,pachyphylla,,ANBG,8503938,,,,ANBG_8503938___,Eucalyptus pachyphylla ,eucalyptus pachyphylla
Eucalyptus_paedoglauca_625,Eucalyptus,paedoglauca,,625,,,,,625____,Eucalyptus paedoglauca ,eucalyptus paedoglauca
Eucalyptus_paliformis_CANB_460597,Eucalyptus,paliformis,,CANB,460597,,,,CANB_460597___,Eucalyptus paliformis ,eucalyptus paliformis
Eucalyptus_paludicola_ANBG_496820,Eucalyptus,paludicola,,ANBG,496820,,,,ANBG_496820___,Eucalyptus paludicola ,eucalyptus paludicola
Eucalyptus_panda_228,Eucalyptus,panda,,228,,,,,228____,Eucalyptus panda ,eucalyptus panda
Eucalyptus_paniculata_749,Eucalyptus,paniculata,,749,,,,,749____,Eucalyptus paniculata ,eucalyptus paniculata
Eucalyptus_parramattensis_subsp_parramattensis_161,Eucalyptus,parramattensis,parramattensis,,,161,,,__161__,Eucalyptus parramattensis subsp. parramattensis,eucalyptus parramattensis subsp. parramattensis
Eucalyptus_parvula_164,Eucalyptus,parvula,,164,,,,,164____,Eucalyptus parvula ,eucalyptus parvula
Eucalyptus_patellaris_CANB_558538,Eucalyptus,patellaris,,CANB,558538,,,,CANB_558538___,Eucalyptus patellaris ,eucalyptus patellaris
Eucalyptus_patens_ANBG_55807,Eucalyptus,patens,,ANBG,55807,,,,ANBG_55807___,Eucalyptus patens ,eucalyptus patens
Eucalyptus_pauciflora_subsp_pauciflora_ANBG_9303293,Eucalyptus,pauciflora,pauciflora,,,ANBG,9303293,,__ANBG_9303293_,Eucalyptus pauciflora subsp. pauciflora,eucalyptus pauciflora subsp. pauciflora
Eucalyptus_pellita_ANBG_8413520,Eucalyptus,pellita,,ANBG,8413520,,,,ANBG_8413520___,Eucalyptus pellita ,eucalyptus pellita
Eucalyptus_pendens_CANB_794222,Eucalyptus,pendens,,CANB,794222,,,,CANB_794222___,Eucalyptus pendens ,eucalyptus pendens
Eucalyptus_perangusta_51,Eucalyptus,perangusta,,51,,,,,51____,Eucalyptus perangusta ,eucalyptus perangusta
Eucalyptus_percostata_281,Eucalyptus,percostata,,281,,,,,281____,Eucalyptus percostata ,eucalyptus percostata
Eucalyptus_perriniana_742,Eucalyptus,perriniana,,742,,,,,742____,Eucalyptus perriniana ,eucalyptus perriniana
Eucalyptus_persistens_subsp_tardecidens_AHT_E2,Eucalyptus,persistens,tardecidens,,,AHT,E2,,__AHT_E2_,Eucalyptus persistens subsp. tardecidens,eucalyptus persistens subsp. tardecidens
Eucalyptus_petiolaris_ANBG_8317297,Eucalyptus,petiolaris,,ANBG,8317297,,,,ANBG_8317297___,Eucalyptus petiolaris ,eucalyptus petiolaris
Eucalyptus_petraea_63,Eucalyptus,petraea,,63,,,,,63____,Eucalyptus petraea ,eucalyptus petraea
Eucalyptus_petrensis_456210,Eucalyptus,petrensis,,456210,,,,,456210____,Eucalyptus petrensis ,eucalyptus petrensis
Eucalyptus_phaenophylla_subsp_phaenophylla_CANB_794282,Eucalyptus,phaenophylla,phaenophylla,,,CANB,794282,,__CANB_794282_,Eucalyptus phaenophylla subsp. phaenophylla,eucalyptus phaenophylla subsp. phaenophylla
Eucalyptus_phenax_subsp_phenax_375,Eucalyptus,phenax,phenax,,,375,,,__375__,Eucalyptus phenax subsp. phenax,eucalyptus phenax subsp. phenax
Eucalyptus_phoenicea_MC_10527,Eucalyptus,phoenicea,,MC,10527,,,,MC_10527___,Eucalyptus phoenicea ,eucalyptus phoenicea
Eucalyptus_pilbarensis_MC_11120,Eucalyptus,pilbarensis,,MC,11120,,,,MC_11120___,Eucalyptus pilbarensis ,eucalyptus pilbarensis
Eucalyptus_pileata_17,Eucalyptus,pileata,,17,,,,,17____,Eucalyptus pileata ,eucalyptus pileata
Eucalyptus_pilligaensis_768,Eucalyptus,pilligaensis,,768,,,,,768____,Eucalyptus pilligaensis ,eucalyptus pilligaensis
Eucalyptus_pilularis_482,Eucalyptus,pilularis,,482,,,,,482____,Eucalyptus pilularis ,eucalyptus pilularis
Eucalyptus_pimpiniana_462,Eucalyptus,pimpiniana,,462,,,,,462____,Eucalyptus pimpiniana ,eucalyptus pimpiniana
Eucalyptus_piperita_subsp_piperita_ANBG_8411654,Eucalyptus,piperita,piperita,,,ANBG,8411654,,__ANBG_8411654_,Eucalyptus piperita subsp. piperita,eucalyptus piperita subsp. piperita
Eucalyptus_placita_AHT_E25,Eucalyptus,placita,,AHT,E25,,,,AHT_E25___,Eucalyptus placita ,eucalyptus placita
Eucalyptus_planchoniana_236,Eucalyptus,planchoniana,,236,,,,,236____,Eucalyptus planchoniana ,eucalyptus planchoniana
Eucalyptus_platycorys_subsp_platycorys_54,Eucalyptus,platycorys,platycorys,,,54,,,__54__,Eucalyptus platycorys subsp. platycorys,eucalyptus platycorys subsp. platycorys
Eucalyptus_platydisca_CANB_638520,Eucalyptus,platydisca,,CANB,638520,,,,CANB_638520___,Eucalyptus platydisca ,eucalyptus platydisca
Eucalyptus_platyphylla,Eucalyptus,platyphylla,,,,,,,____,Eucalyptus platyphylla ,eucalyptus platyphylla
Eucalyptus_plauta_35,Eucalyptus,plauta,,35,,,,,35____,Eucalyptus plauta ,eucalyptus plauta
Eucalyptus_pleurocarpa,Eucalyptus,pleurocarpa,,,,,,,____,Eucalyptus pleurocarpa ,eucalyptus pleurocarpa
Eucalyptus_pluricaulis_subsp_pluricaulis_296,Eucalyptus,pluricaulis,pluricaulis,,,296,,,__296__,Eucalyptus pluricaulis subsp. pluricaulis,eucalyptus pluricaulis subsp. pluricaulis
Eucalyptus_polita_22,Eucalyptus,polita,,22,,,,,22____,Eucalyptus polita ,eucalyptus polita
Eucalyptus_polyanthemos_subsp_polyanthemos_659,Eucalyptus,polyanthemos,polyanthemos,,,659,,,__659__,Eucalyptus polyanthemos subsp. polyanthemos,eucalyptus polyanthemos subsp. polyanthemos
Eucalyptus_polybractea_760,Eucalyptus,polybractea,,760,,,,,760____,Eucalyptus polybractea ,eucalyptus polybractea
Eucalyptus_populnea_MC_10633,Eucalyptus,populnea,,MC,10633,,,,MC_10633___,Eucalyptus populnea ,eucalyptus populnea
Eucalyptus_porosa_MC_10664,Eucalyptus,porosa,,MC,10664,,,,MC_10664___,Eucalyptus porosa ,eucalyptus porosa
Eucalyptus_praetermissa_CANB_610680,Eucalyptus,praetermissa,,CANB,610680,,,,CANB_610680___,Eucalyptus praetermissa ,eucalyptus praetermissa
Eucalyptus_prava_220,Eucalyptus,prava,,220,,,,,220____,Eucalyptus prava ,eucalyptus prava
Eucalyptus_preissiana_subsp_preissiana_422,Eucalyptus,preissiana,preissiana,,,422,,,__422__,Eucalyptus preissiana subsp. preissiana,eucalyptus preissiana subsp. preissiana
Eucalyptus_prolixa_CANB_536396,Eucalyptus,prolixa,,CANB,536396,,,,CANB_536396___,Eucalyptus prolixa ,eucalyptus prolixa
Eucalyptus_prominens_373,Eucalyptus,prominens,,373,,,,,373____,Eucalyptus prominens ,eucalyptus prominens
Eucalyptus_propinqua_696,Eucalyptus,propinqua,,696,,,,,696____,Eucalyptus propinqua ,eucalyptus propinqua
Eucalyptus_protensa_14,Eucalyptus,protensa,,14,,,,,14____,Eucalyptus protensa ,eucalyptus protensa
Eucalyptus_proxima_432,Eucalyptus,proxima,,432,,,,,432____,Eucalyptus proxima ,eucalyptus proxima
Eucalyptus_pruiniramis_MC_11189,Eucalyptus,pruiniramis,,MC,11189,,,,MC_11189___,Eucalyptus pruiniramis ,eucalyptus pruiniramis
Eucalyptus_pruinosa_subsp_pruinosa_Mt_Annan_841760,Eucalyptus,pruinosa,pruinosa,,,Mt,Ann,841760,__Mt_Ann_841760,Eucalyptus pruinosa subsp. pruinosa,eucalyptus pruinosa subsp. pruinosa
Eucalyptus_pterocarpa_8,Eucalyptus,pterocarpa,,8,,,,,8____,Eucalyptus pterocarpa ,eucalyptus pterocarpa
Eucalyptus_pulchella_612,Eucalyptus,pulchella,,612,,,,,612____,Eucalyptus pulchella ,eucalyptus pulchella
Eucalyptus_pulverulenta_684,Eucalyptus,pulverulenta,,684,,,,,684____,Eucalyptus pulverulenta ,eucalyptus pulverulenta
Eucalyptus_pumila_227,Eucalyptus,pumila,,227,,,,,227____,Eucalyptus pumila ,eucalyptus pumila
Eucalyptus_purpurata_83,Eucalyptus,purpurata,,83,,,,,83____,Eucalyptus purpurata ,eucalyptus purpurata
Eucalyptus_pyriformis_268,Eucalyptus,pyriformis,,268,,,,,268____,Eucalyptus pyriformis ,eucalyptus pyriformis
Eucalyptus_pyrocarpa_630205,Eucalyptus,pyrocarpa,,630205,,,,,630205____,Eucalyptus pyrocarpa ,eucalyptus pyrocarpa
Eucalyptus_quadrangulata_234,Eucalyptus,quadrangulata,,234,,,,,234____,Eucalyptus quadrangulata ,eucalyptus quadrangulata
Eucalyptus_quadrans_384,Eucalyptus,quadrans,,384,,,,,384____,Eucalyptus quadrans ,eucalyptus quadrans
Eucalyptus_quadricostata_8603516,Eucalyptus,quadricostata,,8603516,,,,,8603516____,Eucalyptus quadricostata ,eucalyptus quadricostata
Eucalyptus_quaerenda_CANB_794294,Eucalyptus,quaerenda,,CANB,794294,,,,CANB_794294___,Eucalyptus quaerenda ,eucalyptus quaerenda
