Taxonsimplified_DN,Taxa_names_no_hyb,Binomial,binomial,UniqueID,Drought2020Scale.mean,AICorrected,AP,PDryQ,PrecDeficit,height_max_m,RowTree,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,Wooddensity.g.cm3..mean,Diamthickness.mm..mean,SLA_m2.kg.mean,d13C.mean,totalN.mean,Habit,Habit_num,RegenStrategysimplified,RegenStrategysimplified_num,LeafAreaEst_cm2,Aridclass,Aridclass_num,latitude,longitude
Angophora costata subsp. euryphylla,Angophora costata subsp. euryphylla,Angophora costata,angophora_costata,2082,1,0.713,1078,169,-1077.8489,25,R152/T03,Angophora,NA,NA,'Costatitae' ms,NA,costata,euryphylla,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,37.975,Humid,0,-32.77083333,151.2191667
Angophora costata subsp. euryphylla,Angophora costata subsp. euryphylla,Angophora costata,angophora_costata,2082,1,0.713,1078,169,-1077.8489,25,R152/T04,Angophora,NA,NA,'Costatitae' ms,NA,costata,euryphylla,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,37.975,Humid,0,-32.77083333,151.2191667
Angophora costata subsp. euryphylla,Angophora costata subsp. euryphylla,Angophora costata,angophora_costata,2082,0,0.713,1078,169,-1077.8489,25,R152/T01,Angophora,NA,NA,'Costatitae' ms,NA,costata,euryphylla,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,37.975,Humid,0,-32.77083333,151.2191667
Angophora costata subsp. euryphylla,Angophora costata subsp. euryphylla,Angophora costata,angophora_costata,2082,0,0.713,1078,169,-1077.8489,25,R152/T02,Angophora,NA,NA,'Costatitae' ms,NA,costata,euryphylla,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,37.975,Humid,0,-32.77083333,151.2191667
Angophora costata subsp. euryphylla,Angophora costata subsp. euryphylla,Angophora costata,angophora_costata,2082,0,0.713,1078,169,-1077.8489,25,R152/T03,Angophora,NA,NA,'Costatitae' ms,NA,costata,euryphylla,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,37.975,Humid,0,-32.77083333,151.2191667
Angophora costata subsp. euryphylla,Angophora costata subsp. euryphylla,Angophora costata,angophora_costata,2082,0,0.713,1078,169,-1077.8489,25,R152/T04,Angophora,NA,NA,'Costatitae' ms,NA,costata,euryphylla,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,37.975,Humid,0,-32.77083333,151.2191667
Eucalyptus aenea,Eucalyptus aenea,Eucalyptus aenea,eucalyptus_aenea,2083,0,0.4056,680,121,-679.8324,5,R084/T16,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,aenea,NA,0.75,2.323333333,3.456021765,-27.96666667,1.033333333,Mallee,1,Lignotuber resprouter,2,7.56,Semiarid,2,-32.29277778,150.4111111
Eucalyptus aenea,Eucalyptus aenea,Eucalyptus aenea,eucalyptus_aenea,2083,0,0.4056,680,121,-679.8324,5,R084/T17,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,aenea,NA,0.75,2.323333333,3.456021765,-27.96666667,1.033333333,Mallee,1,Lignotuber resprouter,2,7.56,Semiarid,2,-32.29277778,150.4111111
Eucalyptus aenea,Eucalyptus aenea,Eucalyptus aenea,eucalyptus_aenea,2083,0,0.4056,680,121,-679.8324,5,R084/T18,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,aenea,NA,0.75,2.323333333,3.456021765,-27.96666667,1.033333333,Mallee,1,Lignotuber resprouter,2,7.56,Semiarid,2,-32.29277778,150.4111111
Eucalyptus aenea,Eucalyptus aenea,Eucalyptus aenea,eucalyptus_aenea,2083,0,0.4056,680,121,-679.8324,5,R084/T19,Eucalyptus,Symphyomyrtus,Adnataria,Subbuxeales,NA,aenea,NA,0.75,2.323333333,3.456021765,-27.96666667,1.033333333,Mallee,1,Lignotuber resprouter,2,7.56,Semiarid,2,-32.29277778,150.4111111
Corymbia trachyphloia,Corymbia trachyphloia,Corymbia trachyphloia,corymbia_trachyphloia,2084,0,0.3824,656,113,-655.8285,15,R084/T25,Corymbia,Corymbia,Corymbia,'Trachyphloiae' ms,NA,trachyphloia,amphistomatica,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,12.55625,Semiarid,2,-32.25638889,150.4322222
Corymbia trachyphloia,Corymbia trachyphloia,Corymbia trachyphloia,corymbia_trachyphloia,2084,0,0.3824,656,113,-655.8285,15,R084/T26,Corymbia,Corymbia,Corymbia,'Trachyphloiae' ms,NA,trachyphloia,amphistomatica,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,12.55625,Semiarid,2,-32.25638889,150.4322222
Corymbia trachyphloia,Corymbia trachyphloia,Corymbia trachyphloia,corymbia_trachyphloia,2084,0,0.3824,656,113,-655.8285,15,R084/T27,Corymbia,Corymbia,Corymbia,'Trachyphloiae' ms,NA,trachyphloia,amphistomatica,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,12.55625,Semiarid,2,-32.25638889,150.4322222
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,eucalyptus_glaucina,2085,0.5,0.5698,937,128,-936.8356,20,R156/T21,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,glaucina,NA,0.566666667,2.51,6.659695806,-28.68666667,1.433333333,Tree,0,Combination resprouter,3,28.21,Dry Subhumuid,1,-32.565,151.6022222
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,eucalyptus_glaucina,2085,0.5,0.5698,937,128,-936.8356,20,R156/T22,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,glaucina,NA,0.566666667,2.51,6.659695806,-28.68666667,1.433333333,Tree,0,Combination resprouter,3,28.21,Dry Subhumuid,1,-32.565,151.6022222
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,eucalyptus_glaucina,2085,0.5,0.5698,937,128,-936.8356,20,R156/T23,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,glaucina,NA,0.566666667,2.51,6.659695806,-28.68666667,1.433333333,Tree,0,Combination resprouter,3,28.21,Dry Subhumuid,1,-32.565,151.6022222
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,eucalyptus_glaucina,2085,0.5,0.5698,937,128,-936.8356,20,R156/T24,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,glaucina,NA,0.566666667,2.51,6.659695806,-28.68666667,1.433333333,Tree,0,Combination resprouter,3,28.21,Dry Subhumuid,1,-32.565,151.6022222
Eucalyptus largeana,Eucalyptus largeana,Eucalyptus largeana,eucalyptus_largeana,2086,1.333333333,0.7673,1187,146,-1186.8454,40,R155/T10,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,largeana,NA,0.703333333,2.166666667,5.55830255,-28.11333333,1.233333333,Tree,0,Combination resprouter,3,14.7,Humid,0,-32.16861111,151.8880556
Eucalyptus largeana,Eucalyptus largeana,Eucalyptus largeana,eucalyptus_largeana,2086,1.333333333,0.7673,1187,146,-1186.8454,40,R155/T11,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,largeana,NA,0.703333333,2.166666667,5.55830255,-28.11333333,1.233333333,Tree,0,Combination resprouter,3,14.7,Humid,0,-32.16861111,151.8880556
Eucalyptus largeana,Eucalyptus largeana,Eucalyptus largeana,eucalyptus_largeana,2086,1.333333333,0.7673,1187,146,-1186.8454,40,R155/T12,Eucalyptus,Symphyomyrtus,Adnataria,Buxeales,Amissae,largeana,NA,0.703333333,2.166666667,5.55830255,-28.11333333,1.233333333,Tree,0,Combination resprouter,3,14.7,Humid,0,-32.16861111,151.8880556
Eucalyptus seeana,Eucalyptus seeana,Eucalyptus seeana,eucalyptus_seeana,2089,0.666666667,0.8855,1416,165,-1415.8401,18,R158/T29,Eucalyptus,Symphyomyrtus,Exsertaria,'Liberivalvae' ms,NA,seeana,NA,0.55,1.526666667,9.103753899,-29.68,1.533333333,Tree,0,Combination resprouter,3,24.5,Humid,0,-31.52444444,152.7925
Eucalyptus seeana,Eucalyptus seeana,Eucalyptus seeana,eucalyptus_seeana,2089,0.666666667,0.8855,1416,165,-1415.8401,18,R158/T30,Eucalyptus,Symphyomyrtus,Exsertaria,'Liberivalvae' ms,NA,seeana,NA,0.55,1.526666667,9.103753899,-29.68,1.533333333,Tree,0,Combination resprouter,3,24.5,Humid,0,-31.52444444,152.7925
Eucalyptus seeana,Eucalyptus seeana,Eucalyptus seeana,eucalyptus_seeana,2089,0.666666667,0.8855,1416,165,-1415.8401,18,R158/T31,Eucalyptus,Symphyomyrtus,Exsertaria,'Liberivalvae' ms,NA,seeana,NA,0.55,1.526666667,9.103753899,-29.68,1.533333333,Tree,0,Combination resprouter,3,24.5,Humid,0,-31.52444444,152.7925
Eucalyptus approximans,Eucalyptus approximans,Eucalyptus approximans,eucalyptus_approximans,2090,3,1.0459,1347,164,-1346.8713,6,R307/T01,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,approximans,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.43125,Humid,0,-30.38722222,152.4863889
Eucalyptus approximans,Eucalyptus approximans,Eucalyptus approximans,eucalyptus_approximans,2090,3,1.0459,1347,164,-1346.8713,6,R307/T02,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Regulares,approximans,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,6.43125,Humid,0,-30.38722222,152.4863889
Corymbia maculata,Corymbia maculata,Corymbia maculata,corymbia_maculata,2092,0.5,0.8007,1307,150,-1306.8368,25,R159/T01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,45.7275,Humid,0,-29.7825,153.2
Corymbia maculata,Corymbia maculata,Corymbia maculata,corymbia_maculata,2092,0.5,0.8007,1307,150,-1306.8368,25,R159/T02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,45.7275,Humid,0,-29.7825,153.2
Corymbia maculata,Corymbia maculata,Corymbia maculata,corymbia_maculata,2092,0.5,0.8007,1307,150,-1306.8368,25,R159/T03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,45.7275,Humid,0,-29.7825,153.2
Corymbia maculata,Corymbia maculata,Corymbia maculata,corymbia_maculata,2092,0.5,0.8007,1307,150,-1306.8368,25,R159/T04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,45.7275,Humid,0,-29.7825,153.2
Eucalyptus pyrocarpa,Eucalyptus pyrocarpa,Eucalyptus pyrocarpa,eucalyptus_pyrocarpa,2093,3.25,0.7942,1297,147,-1296.8368,30,R308/T13,Eucalyptus,Eucalyptus,Eucalyptus,Pseudostringybarks,NA,pyrocarpa,NA,NA,NA,NA,NA,NA,Tree,0,Stem resprouter,1,31.7625,Humid,0,-29.78888889,153.1847222
Eucalyptus pyrocarpa,Eucalyptus pyrocarpa,Eucalyptus pyrocarpa,eucalyptus_pyrocarpa,2093,3.25,0.7942,1297,147,-1296.8368,30,R308/T14,Eucalyptus,Eucalyptus,Eucalyptus,Pseudostringybarks,NA,pyrocarpa,NA,NA,NA,NA,NA,NA,Tree,0,Stem resprouter,1,31.7625,Humid,0,-29.78888889,153.1847222
Eucalyptus pyrocarpa,Eucalyptus pyrocarpa,Eucalyptus pyrocarpa,eucalyptus_pyrocarpa,2093,3.25,0.7942,1297,147,-1296.8368,30,R308/T15,Eucalyptus,Eucalyptus,Eucalyptus,Pseudostringybarks,NA,pyrocarpa,NA,NA,NA,NA,NA,NA,Tree,0,Stem resprouter,1,31.7625,Humid,0,-29.78888889,153.1847222
Eucalyptus pyrocarpa,Eucalyptus pyrocarpa,Eucalyptus pyrocarpa,eucalyptus_pyrocarpa,2093,3.25,0.7942,1297,147,-1296.8368,30,R308/T16,Eucalyptus,Eucalyptus,Eucalyptus,Pseudostringybarks,NA,pyrocarpa,NA,NA,NA,NA,NA,NA,Tree,0,Stem resprouter,1,31.7625,Humid,0,-29.78888889,153.1847222
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx,eucalyptus_pachycalyx,2098,2,0.6617,1100,113,-1099.8338,10,R151/T05,Eucalyptus,Symphyomyrtus,Bisectae,Squamosae,NA,pachycalyx,banyabba,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.065,Humid,0,-29.39305556,152.945
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx,eucalyptus_pachycalyx,2098,2,0.6617,1100,113,-1099.8338,10,R151/T06,Eucalyptus,Symphyomyrtus,Bisectae,Squamosae,NA,pachycalyx,banyabba,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.065,Humid,0,-29.39305556,152.945
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx,eucalyptus_pachycalyx,2098,2,0.6617,1100,113,-1099.8338,10,R151/T07,Eucalyptus,Symphyomyrtus,Bisectae,Squamosae,NA,pachycalyx,banyabba,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.065,Humid,0,-29.39305556,152.945
Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx subsp. banyabba,Eucalyptus pachycalyx,eucalyptus_pachycalyx,2098,2,0.6617,1100,113,-1099.8338,10,R151/T08,Eucalyptus,Symphyomyrtus,Bisectae,Squamosae,NA,pachycalyx,banyabba,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.065,Humid,0,-29.39305556,152.945
Eucalyptus ophitica,Eucalyptus ophitica,Eucalyptus ophitica,eucalyptus_ophitica,2099,0,0.6461,1096,108,-1095.8304,10,R151/T29,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,ophitica,NA,0.676666667,2.85,3.567355888,-29.74,0.766666667,Tree,0,Combination resprouter,3,18.228,Dry Subhumuid,1,-29.29388889,152.6363889
Eucalyptus ophitica,Eucalyptus ophitica,Eucalyptus ophitica,eucalyptus_ophitica,2099,0,0.6461,1096,108,-1095.8304,10,R151/T30,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,ophitica,NA,0.676666667,2.85,3.567355888,-29.74,0.766666667,Tree,0,Combination resprouter,3,18.228,Dry Subhumuid,1,-29.29388889,152.6363889
Eucalyptus ophitica,Eucalyptus ophitica,Eucalyptus ophitica,eucalyptus_ophitica,2099,0,0.6461,1096,108,-1095.8304,10,R151/T31,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,ophitica,NA,0.676666667,2.85,3.567355888,-29.74,0.766666667,Tree,0,Combination resprouter,3,18.228,Dry Subhumuid,1,-29.29388889,152.6363889
Eucalyptus ophitica,Eucalyptus ophitica,Eucalyptus ophitica,eucalyptus_ophitica,2099,0,0.6461,1096,108,-1095.8304,10,R151/T32,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,ophitica,NA,0.676666667,2.85,3.567355888,-29.74,0.766666667,Tree,0,Combination resprouter,3,18.228,Dry Subhumuid,1,-29.29388889,152.6363889
Eucalyptus redunca subsp. porphyrea,Eucalyptus redunca subsp. porphyrea,Eucalyptus redunca,eucalyptus_redunca,210,0,0.2833,469,68,-468.8345,3,R071/T21,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,pluricaulis,porphyrea,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,9.1,Semiarid,2,-34.35111111,118.7536111
Eucalyptus redunca subsp. porphyrea,Eucalyptus redunca subsp. porphyrea,Eucalyptus redunca,eucalyptus_redunca,210,0,0.2833,469,68,-468.8345,3,R071/T22,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,pluricaulis,porphyrea,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,9.1,Semiarid,2,-34.35111111,118.7536111
Eucalyptus redunca subsp. porphyrea,Eucalyptus redunca subsp. porphyrea,Eucalyptus redunca,eucalyptus_redunca,210,0,0.2833,469,68,-468.8345,3,R071/T23,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,pluricaulis,porphyrea,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,9.1,Semiarid,2,-34.35111111,118.7536111
Eucalyptus caleyi subsp. caleyi - subsp. ovendenii intergrade,NA,NA,Na,2102,0,0.4652,784,125,-783.8315,NA,R083/T25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Combination resprouter,3,NA,Semiarid,2,-29.11833333,151.6541667
Eucalyptus caleyi subsp. caleyi - subsp. ovendenii intergrade,NA,NA,Na,2102,0,0.4652,784,125,-783.8315,NA,R083/T27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Combination resprouter,3,NA,Semiarid,2,-29.11833333,151.6541667
Angophora leiocarpa,Angophora leiocarpa,Angophora leiocarpa,angophora_leiocarpa,2103,0,0.3621,671,96,-670.8148,25,R084/T05,Angophora,NA,NA,'Costatitae' ms,NA,leiocarpa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,10.535,Semiarid,2,-28.1525,151.5555556
Angophora leiocarpa,Angophora leiocarpa,Angophora leiocarpa,angophora_leiocarpa,2103,0,0.3621,671,96,-670.8148,25,R084/T06,Angophora,NA,NA,'Costatitae' ms,NA,leiocarpa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,10.535,Semiarid,2,-28.1525,151.5555556
Angophora leiocarpa,Angophora leiocarpa,Angophora leiocarpa,angophora_leiocarpa,2103,0,0.3621,671,96,-670.8148,25,R084/T07,Angophora,NA,NA,'Costatitae' ms,NA,leiocarpa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,10.535,Semiarid,2,-28.1525,151.5555556
Angophora leiocarpa,Angophora leiocarpa,Angophora leiocarpa,angophora_leiocarpa,2103,0,0.3621,671,96,-670.8148,25,R084/T08,Angophora,NA,NA,'Costatitae' ms,NA,leiocarpa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,10.535,Semiarid,2,-28.1525,151.5555556
Eucalyptus rhombica,Eucalyptus rhombica,Eucalyptus rhombica,eucalyptus_rhombica,2104,0,0.3714,679,99,-678.8173,20,R150/T01,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,rhombica,NA,0.716666667,2.463333333,4.009851202,-28.73,0.966666667,Tree,0,Combination resprouter,3,21,Semiarid,2,-28.12861111,151.5155556
Eucalyptus rhombica,Eucalyptus rhombica,Eucalyptus rhombica,eucalyptus_rhombica,2104,0,0.3714,679,99,-678.8173,20,R150/T02,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,rhombica,NA,0.716666667,2.463333333,4.009851202,-28.73,0.966666667,Tree,0,Combination resprouter,3,21,Semiarid,2,-28.12861111,151.5155556
Eucalyptus rhombica,Eucalyptus rhombica,Eucalyptus rhombica,eucalyptus_rhombica,2104,0,0.3714,679,99,-678.8173,20,R150/T03,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,rhombica,NA,0.716666667,2.463333333,4.009851202,-28.73,0.966666667,Tree,0,Combination resprouter,3,21,Semiarid,2,-28.12861111,151.5155556
Eucalyptus rhombica,Eucalyptus rhombica,Eucalyptus rhombica,eucalyptus_rhombica,2104,0,0.3714,679,99,-678.8173,20,R150/T04,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,rhombica,NA,0.716666667,2.463333333,4.009851202,-28.73,0.966666667,Tree,0,Combination resprouter,3,21,Semiarid,2,-28.12861111,151.5155556
Eucalyptus taurina,Eucalyptus taurina,Eucalyptus taurina,eucalyptus_taurina,2106,1,0.4324,790,92,-789.8174,22,R151/T18,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,taurina,NA,0.62,2.615,4.739093782,-29.18,0.966666667,Tree,0,Combination resprouter,3,17.71875,Semiarid,2,-27.52666667,152.1561111
Eucalyptus taurina,Eucalyptus taurina,Eucalyptus taurina,eucalyptus_taurina,2106,1,0.4324,790,92,-789.8174,22,R151/T19,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,taurina,NA,0.62,2.615,4.739093782,-29.18,0.966666667,Tree,0,Combination resprouter,3,17.71875,Semiarid,2,-27.52666667,152.1561111
Eucalyptus taurina,Eucalyptus taurina,Eucalyptus taurina,eucalyptus_taurina,2106,1,0.4324,790,92,-789.8174,22,R151/T20,Eucalyptus,Symphyomyrtus,Adnataria,Siderophloiae,NA,taurina,NA,0.62,2.615,4.739093782,-29.18,0.966666667,Tree,0,Combination resprouter,3,17.71875,Semiarid,2,-27.52666667,152.1561111
Eucalyptus major,Eucalyptus major,Eucalyptus major,eucalyptus_major,2107,1,0.4423,798,97,-797.8196,20,R151/T09,Eucalyptus,Symphyomyrtus,Exsertaria,Connexentes,NA,major,NA,0.635,1.7975,7.10265162,-27.48,1.75,Tree,0,Combination resprouter,3,30.45,Semiarid,2,-27.51861111,152.1608333
Eucalyptus major,Eucalyptus major,Eucalyptus major,eucalyptus_major,2107,1,0.4423,798,97,-797.8196,20,R151/T10,Eucalyptus,Symphyomyrtus,Exsertaria,Connexentes,NA,major,NA,0.635,1.7975,7.10265162,-27.48,1.75,Tree,0,Combination resprouter,3,30.45,Semiarid,2,-27.51861111,152.1608333
Eucalyptus curtisii,Eucalyptus curtisii,Eucalyptus curtisii,eucalyptus_curtisii,2108,1,0.9055,1573,179,-1572.8263,7,R159/T09,Eucalyptus,Acerosae,NA,NA,NA,curtisii,NA,0.72,1.2525,5.874018727,-26.825,0.95,Mallee,1,Lignotuber resprouter,2,15.652,Humid,0,-26.86444444,152.985
Eucalyptus curtisii,Eucalyptus curtisii,Eucalyptus curtisii,eucalyptus_curtisii,2108,1,0.9055,1573,179,-1572.8263,7,R159/T12,Eucalyptus,Acerosae,NA,NA,NA,curtisii,NA,0.72,1.2525,5.874018727,-26.825,0.95,Mallee,1,Lignotuber resprouter,2,15.652,Humid,0,-26.86444444,152.985
Eucalyptus melanophitra,Eucalyptus melanophitra,Eucalyptus melanophitra,eucalyptus_melanophitra,211,0,0.264,451,65,-450.8293,7,R015/T06,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,melanophitra,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,6.426,Semiarid,2,-34.33388889,118.6702778
Eucalyptus melanophitra,Eucalyptus melanophitra,Eucalyptus melanophitra,eucalyptus_melanophitra,211,0,0.264,451,65,-450.8293,7,R015/T07,Eucalyptus,Symphyomyrtus,'Glandulosae' ms,Levispermae,Levispermae,melanophitra,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,6.426,Semiarid,2,-34.33388889,118.6702778
Eucalyptus melanoleuca,Eucalyptus melanoleuca,Eucalyptus melanoleuca,eucalyptus_melanoleuca,2111,0.25,0.4731,830,114,-829.8246,30,R151/T21,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,melanoleuca,NA,0.666666667,2.54,5.064376722,-29.11333333,1.1,Tree,0,Combination resprouter,3,2.8,Semiarid,2,-26.78666667,151.9575
Eucalyptus melanoleuca,Eucalyptus melanoleuca,Eucalyptus melanoleuca,eucalyptus_melanoleuca,2111,0.25,0.4731,830,114,-829.8246,30,R151/T22,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,melanoleuca,NA,0.666666667,2.54,5.064376722,-29.11333333,1.1,Tree,0,Combination resprouter,3,2.8,Semiarid,2,-26.78666667,151.9575
Eucalyptus melanoleuca,Eucalyptus melanoleuca,Eucalyptus melanoleuca,eucalyptus_melanoleuca,2111,0.25,0.4731,830,114,-829.8246,30,R151/T23,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,melanoleuca,NA,0.666666667,2.54,5.064376722,-29.11333333,1.1,Tree,0,Combination resprouter,3,2.8,Semiarid,2,-26.78666667,151.9575
Eucalyptus melanoleuca,Eucalyptus melanoleuca,Eucalyptus melanoleuca,eucalyptus_melanoleuca,2111,0.25,0.4731,830,114,-829.8246,30,R151/T24,Eucalyptus,Symphyomyrtus,Adnataria,Rhodoxyla,Concolores,melanoleuca,NA,0.666666667,2.54,5.064376722,-29.11333333,1.1,Tree,0,Combination resprouter,3,2.8,Semiarid,2,-26.78666667,151.9575
Eucalyptus longirostrata,Eucalyptus longirostrata,Eucalyptus longirostrata,eucalyptus_longirostrata,2112,1,0.3329,658,90,-657.8024,30,R083/T12,Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,NA,longirostrata,NA,NA,NA,NA,NA,NA,Tree,0,Stem resprouter,1,21.84,Semiarid,2,-25.44611111,150.3088889
Eucalyptus longirostrata,Eucalyptus longirostrata,Eucalyptus longirostrata,eucalyptus_longirostrata,2112,1,0.3329,658,90,-657.8024,30,R083/T13,Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,NA,longirostrata,NA,NA,NA,NA,NA,NA,Tree,0,Stem resprouter,1,21.84,Semiarid,2,-25.44611111,150.3088889
Eucalyptus longirostrata,Eucalyptus longirostrata,Eucalyptus longirostrata,eucalyptus_longirostrata,2112,1,0.3329,658,90,-657.8024,30,R083/T14,Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,NA,longirostrata,NA,NA,NA,NA,NA,NA,Tree,0,Stem resprouter,1,21.84,Semiarid,2,-25.44611111,150.3088889
Eucalyptus longirostrata,Eucalyptus longirostrata,Eucalyptus longirostrata,eucalyptus_longirostrata,2112,1,0.3329,658,90,-657.8024,30,R083/T15,Eucalyptus,Symphyomyrtus,Pumilio,Lepidotae-Fimbriatia,NA,longirostrata,NA,NA,NA,NA,NA,NA,Tree,0,Stem resprouter,1,21.84,Semiarid,2,-25.44611111,150.3088889
Eucalyptus rubiginosa,Eucalyptus rubiginosa,Eucalyptus rubiginosa,eucalyptus_rubiginosa,2114,0.5,0.3344,665,85,-664.8012,15,R084/T11,Eucalyptus,Eucalyptus,'Primitiva' ms,NA,NA,rubiginosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,1.96,Semiarid,2,-25.19166667,149.9727778
Eucalyptus rubiginosa,Eucalyptus rubiginosa,Eucalyptus rubiginosa,eucalyptus_rubiginosa,2114,0.5,0.3344,665,85,-664.8012,15,R084/T12,Eucalyptus,Eucalyptus,'Primitiva' ms,NA,NA,rubiginosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,1.96,Semiarid,2,-25.19166667,149.9727778
Eucalyptus mediocris,Eucalyptus mediocris,Eucalyptus mediocris,eucalyptus_mediocris,2115,0.5,0.3058,612,73,-611.8,20,R161/T09,Eucalyptus,Eucalyptus,Eucalyptus,White-mahoganies,NA,mediocris,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,14.0875,Semiarid,2,-25.19972222,147.9361111
Eucalyptus mediocris,Eucalyptus mediocris,Eucalyptus mediocris,eucalyptus_mediocris,2115,0.5,0.3058,612,73,-611.8,20,R161/T10,Eucalyptus,Eucalyptus,Eucalyptus,White-mahoganies,NA,mediocris,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,14.0875,Semiarid,2,-25.19972222,147.9361111
