Taxonsimplified_DN,Taxa_names_no_hyb,Binomial,binomial,UniqueID,Drought2020Scale.mean,AICorrected,AP,PDryQ,PrecDeficit,height_max_m,RowTree,Genus,Subgenus,Section,Series,Subseries,Species,Subspecies,Wooddensity.g.cm3..mean,Diamthickness.mm..mean,SLA_m2.kg.mean,d13C.mean,totalN.mean,Habit,Habit_num,RegenStrategysimplified,RegenStrategysimplified_num,LeafAreaEst_cm2,Aridclass,Aridclass_num,latitude,longitude
Eucalyptus elliptica,Eucalyptus elliptica,Eucalyptus elliptica,eucalyptus_elliptica,6228,0.75,0.6328,923,139,-922.8542,20,R273/T03,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,elliptica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,20.3175,Dry Subhumuid,1,-31.05028,151.7694
Eucalyptus elliptica,Eucalyptus elliptica,Eucalyptus elliptica,eucalyptus_elliptica,6228,0.75,0.6328,923,139,-922.8542,20,R273/T04,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,elliptica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,20.3175,Dry Subhumuid,1,-31.05028,151.7694
Eucalyptus volcanica,Eucalyptus volcanica,Eucalyptus volcanica,eucalyptus_volcanica,6231,0.5,0.719,1035,147,-1034.856,25,R277/T13,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,'Clivosae' ms,volcanica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,34.125,Humid,0,-31.15361,151.8556
Eucalyptus volcanica,Eucalyptus volcanica,Eucalyptus volcanica,eucalyptus_volcanica,6231,0.5,0.719,1035,147,-1034.856,25,R277/T14,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,'Clivosae' ms,volcanica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,34.125,Humid,0,-31.15361,151.8556
Eucalyptus volcanica,Eucalyptus volcanica,Eucalyptus volcanica,eucalyptus_volcanica,6231,0.5,0.719,1035,147,-1034.856,25,R277/T15,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,'Clivosae' ms,volcanica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,34.125,Humid,0,-31.15361,151.8556
Eucalyptus volcanica,Eucalyptus volcanica,Eucalyptus volcanica,eucalyptus_volcanica,6231,0.5,0.719,1035,147,-1034.856,25,R277/T16,Eucalyptus,Symphyomyrtus,Maidenaria,Globulares,'Clivosae' ms,volcanica,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,34.125,Humid,0,-31.15361,151.8556
Eucalyptus ligustrina,Eucalyptus ligustrina,Eucalyptus ligustrina,eucalyptus_ligustrina,624,2,0.971,1318,200,-1317.864,7,R194/T15,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,ligustrina,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,5.6875,Humid,0,-33.74528,150.3781
Eucalyptus ligustrina,Eucalyptus ligustrina,Eucalyptus ligustrina,eucalyptus_ligustrina,624,2,0.971,1318,200,-1317.864,7,R194/T18,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,ligustrina,NA,NA,NA,NA,NA,NA,Mallee,1,Combination resprouter,3,5.6875,Humid,0,-33.74528,150.3781
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,eucalyptus_glaucina,6241,0,0.4748,783,118,-782.8352,20,R277/T01,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,glaucina,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,28.21,Semiarid,2,-32.75333,151.3817
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,eucalyptus_glaucina,6241,0,0.4748,783,118,-782.8352,20,R277/T02,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,glaucina,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,28.21,Semiarid,2,-32.75333,151.3817
Eucalyptus glaucina,Eucalyptus glaucina,Eucalyptus glaucina,eucalyptus_glaucina,6241,0,0.4748,783,118,-782.8352,20,R277/T03,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,glaucina,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,28.21,Semiarid,2,-32.75333,151.3817
Eucalyptus dealbata subsp. aperticoma,Eucalyptus dealbata subsp. aperticoma,Eucalyptus dealbata,eucalyptus_dealbata,6242,0,0.4983,805,142,-804.8385,20,R246/T04,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,dealbata,NA,NA,NA,NA,NA,NA,Tree,0,Lignotuber resprouter,2,17.0625,Semiarid,2,-32.55333,150.6642
Eucalyptus dealbata subsp. aperticoma,Eucalyptus dealbata subsp. aperticoma,Eucalyptus dealbata,eucalyptus_dealbata,6242,0,0.4983,805,142,-804.8385,20,R246/T07,Eucalyptus,Symphyomyrtus,Exsertaria,Exsertae,Erythroxyla,dealbata,NA,NA,NA,NA,NA,NA,Tree,0,Lignotuber resprouter,2,17.0625,Semiarid,2,-32.55333,150.6642
Eucalyptus longifolia,Eucalyptus longifolia,Eucalyptus longifolia,eucalyptus_longifolia,6249,0.5,0.5499,885,133,-884.8391,35,R279/T13,Eucalyptus,Symphyomyrtus,Incognitae,'Similares' ms,NA,longifolia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,25.585,Dry Subhumuid,1,-32.92139,151.3517
Eucalyptus longifolia,Eucalyptus longifolia,Eucalyptus longifolia,eucalyptus_longifolia,6249,0.5,0.5499,885,133,-884.8391,35,R279/T14,Eucalyptus,Symphyomyrtus,Incognitae,'Similares' ms,NA,longifolia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,25.585,Dry Subhumuid,1,-32.92139,151.3517
Eucalyptus longifolia,Eucalyptus longifolia,Eucalyptus longifolia,eucalyptus_longifolia,6249,0.5,0.5499,885,133,-884.8391,35,R279/T15,Eucalyptus,Symphyomyrtus,Incognitae,'Similares' ms,NA,longifolia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,25.585,Dry Subhumuid,1,-32.92139,151.3517
Eucalyptus longifolia,Eucalyptus longifolia,Eucalyptus longifolia,eucalyptus_longifolia,6249,0.5,0.5499,885,133,-884.8391,35,R279/T16,Eucalyptus,Symphyomyrtus,Incognitae,'Similares' ms,NA,longifolia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,25.585,Dry Subhumuid,1,-32.92139,151.3517
Angophora inopina,Angophora inopina,Angophora inopina,angophora_inopina,6258,0,0.782,1245,195,-1244.841,8,R279/T05,Angophora,NA,NA,Angophora,'Floribundinae' ms,inopina,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,10.9725,Humid,0,-33.18694,151.4917
Angophora inopina,Angophora inopina,Angophora inopina,angophora_inopina,6258,0,0.782,1245,195,-1244.841,8,R279/T06,Angophora,NA,NA,Angophora,'Floribundinae' ms,inopina,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,10.9725,Humid,0,-33.18694,151.4917
Angophora inopina,Angophora inopina,Angophora inopina,angophora_inopina,6258,0,0.782,1245,195,-1244.841,8,R279/T07,Angophora,NA,NA,Angophora,'Floribundinae' ms,inopina,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,10.9725,Humid,0,-33.18694,151.4917
Angophora inopina,Angophora inopina,Angophora inopina,angophora_inopina,6258,0,0.782,1245,195,-1244.841,8,R279/T08,Angophora,NA,NA,Angophora,'Floribundinae' ms,inopina,NA,NA,NA,NA,NA,NA,Shrub,2,Combination resprouter,3,10.9725,Humid,0,-33.18694,151.4917
Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus_baeuerlenii,6263,0.25,0.8764,1212,188,-1211.862,20,R246/T17,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,baeuerlenii,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,15.435,Humid,0,-33.7275,150.3728
Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus_baeuerlenii,6263,0.25,0.8764,1212,188,-1211.862,20,R246/T18,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,baeuerlenii,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,15.435,Humid,0,-33.7275,150.3728
Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus_baeuerlenii,6263,0.25,0.8764,1212,188,-1211.862,20,R246/T19,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,baeuerlenii,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,15.435,Humid,0,-33.7275,150.3728
Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus_baeuerlenii,6263,0.25,0.8764,1212,188,-1211.862,20,R246/T20,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,baeuerlenii,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,15.435,Humid,0,-33.7275,150.3728
Eucalyptus corticosa,Eucalyptus corticosa,Eucalyptus corticosa,eucalyptus_corticosa,6276,0.5,0.5612,829,159,-828.8524,8,R285/T09,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,corticosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,11.935,Dry Subhumuid,1,-32.85722,150.2403
Eucalyptus corticosa,Eucalyptus corticosa,Eucalyptus corticosa,eucalyptus_corticosa,6276,0.5,0.5612,829,159,-828.8524,8,R285/T10,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,corticosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,11.935,Dry Subhumuid,1,-32.85722,150.2403
Eucalyptus corticosa,Eucalyptus corticosa,Eucalyptus corticosa,eucalyptus_corticosa,6276,0.5,0.5612,829,159,-828.8524,8,R285/T11,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,corticosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,11.935,Dry Subhumuid,1,-32.85722,150.2403
Eucalyptus corticosa,Eucalyptus corticosa,Eucalyptus corticosa,eucalyptus_corticosa,6276,0.5,0.5612,829,159,-828.8524,8,R285/T12,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,corticosa,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,11.935,Dry Subhumuid,1,-32.85722,150.2403
Eucalyptus cinerea subsp. cinerea,Eucalyptus cinerea subsp. cinerea,Eucalyptus cinerea,eucalyptus_cinerea,6277,0.25,0.5464,802,160,-801.8533,15,R277/T09,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,cinerea,cinerea,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,26.1625,Dry Subhumuid,1,-33.13833,149.6858
Eucalyptus cinerea subsp. cinerea,Eucalyptus cinerea subsp. cinerea,Eucalyptus cinerea,eucalyptus_cinerea,6277,0.25,0.5464,802,160,-801.8533,15,R277/T10,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,cinerea,cinerea,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,26.1625,Dry Subhumuid,1,-33.13833,149.6858
Eucalyptus cinerea subsp. cinerea,Eucalyptus cinerea subsp. cinerea,Eucalyptus cinerea,eucalyptus_cinerea,6277,0.25,0.5464,802,160,-801.8533,15,R277/T11,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,cinerea,cinerea,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,26.1625,Dry Subhumuid,1,-33.13833,149.6858
Eucalyptus cinerea subsp. cinerea,Eucalyptus cinerea subsp. cinerea,Eucalyptus cinerea,eucalyptus_cinerea,6277,0.25,0.5464,802,160,-801.8533,15,R277/T12,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,cinerea,cinerea,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,26.1625,Dry Subhumuid,1,-33.13833,149.6858
Eucalyptus macarthurii,Eucalyptus macarthurii,Eucalyptus macarthurii,eucalyptus_macarthurii,6282,0.25,0.9096,1093,234,-1092.88,40,R243/T16,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,macarthurii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.5375,Humid,0,-33.97083,150.0569
Eucalyptus macarthurii,Eucalyptus macarthurii,Eucalyptus macarthurii,eucalyptus_macarthurii,6282,0.25,0.9096,1093,234,-1092.88,40,R243/T17,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,macarthurii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.5375,Humid,0,-33.97083,150.0569
Eucalyptus macarthurii,Eucalyptus macarthurii,Eucalyptus macarthurii,eucalyptus_macarthurii,6282,0.25,0.9096,1093,234,-1092.88,40,R243/T18,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,macarthurii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.5375,Humid,0,-33.97083,150.0569
Eucalyptus macarthurii,Eucalyptus macarthurii,Eucalyptus macarthurii,eucalyptus_macarthurii,6282,0.25,0.9096,1093,234,-1092.88,40,R243/T19,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,macarthurii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,16.5375,Humid,0,-33.97083,150.0569
Eucalyptus pauciflora subsp. pauciflora x E. radiata subsp. radiata,NA,NA,Na,6283,0.5,0.9096,1093,234,-1092.88,NA,R273/T13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Combination resprouter,3,NA,Humid,0,-33.97111,150.0556
Eucalyptus pauciflora subsp. pauciflora x E. radiata subsp. radiata,NA,NA,Na,6283,0.5,0.9096,1093,234,-1092.88,NA,R273/T16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Combination resprouter,3,NA,Humid,0,-33.97111,150.0556
Eucalyptus blaxlandii,Eucalyptus blaxlandii,Eucalyptus blaxlandii,eucalyptus_blaxlandii,6284,1.666667,0.821,1063,203,-1062.871,35,R241/T21,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,blaxlandii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,12.6,Humid,0,-33.98472,150.1092
Eucalyptus blaxlandii,Eucalyptus blaxlandii,Eucalyptus blaxlandii,eucalyptus_blaxlandii,6284,1.666667,0.821,1063,203,-1062.871,35,R241/T22,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,blaxlandii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,12.6,Humid,0,-33.98472,150.1092
Eucalyptus blaxlandii,Eucalyptus blaxlandii,Eucalyptus blaxlandii,eucalyptus_blaxlandii,6284,1.666667,0.821,1063,203,-1062.871,35,R241/T23,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,blaxlandii,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,12.6,Humid,0,-33.98472,150.1092
Eucalyptus sparsifolia,Eucalyptus sparsifolia,Eucalyptus sparsifolia,eucalyptus_sparsifolia,629,1.5,0.7916,1164,161,-1163.853,20,R051/T09,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,sparsifolia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,11.48,Humid,0,-33.67361,150.5483
Eucalyptus sparsifolia,Eucalyptus sparsifolia,Eucalyptus sparsifolia,eucalyptus_sparsifolia,629,1.5,0.7916,1164,161,-1163.853,20,R051/T12,Eucalyptus,Eucalyptus,Eucalyptus,Pachyphloiae,NA,sparsifolia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,11.48,Humid,0,-33.67361,150.5483
Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida,eucalyptus_rubida,6297,0.25,0.48,705,147,-704.8532,20,R245/T21,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,rubida,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.7425,Semiarid,2,-35.02,149.8739
Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida,eucalyptus_rubida,6297,0.25,0.48,705,147,-704.8532,20,R245/T22,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,rubida,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.7425,Semiarid,2,-35.02,149.8739
Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida,eucalyptus_rubida,6297,0.25,0.48,705,147,-704.8532,20,R245/T23,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,rubida,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.7425,Semiarid,2,-35.02,149.8739
Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida,eucalyptus_rubida,6297,0.25,0.48,705,147,-704.8532,20,R245/T24,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,rubida,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.7425,Semiarid,2,-35.02,149.8739
Eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus_notabilis,630,4,0.7685,1135,157,-1134.852,30,R053/T15,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,notabilis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,21.84,Humid,0,-33.69694,150.5478
Eucalyptus notabilis,Eucalyptus notabilis,Eucalyptus notabilis,eucalyptus_notabilis,630,4,0.7685,1135,157,-1134.852,30,R053/T16,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,notabilis,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,21.84,Humid,0,-33.69694,150.5478
Eucalyptus triflora,Eucalyptus triflora,Eucalyptus triflora,eucalyptus_triflora,6303,4,0.6737,888,178,-887.8682,12,R247/T15,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,triflora,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,15.295,Humid,0,-35.08917,150.1381
Eucalyptus triflora,Eucalyptus triflora,Eucalyptus triflora,eucalyptus_triflora,6303,4,0.6737,888,178,-887.8682,12,R247/T17,Eucalyptus,Eucalyptus,Eucalyptus,Strictae,Irregulares,triflora,NA,NA,NA,NA,NA,NA,Tree,0,Obligate seeder,0,15.295,Humid,0,-35.08917,150.1381
Eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,Eucalyptus scias,eucalyptus_scias,6306,2,0.7802,1121,207,-1120.856,20,R246/T21,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,scias,scias,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,37.8,Humid,0,-35.10278,150.4072
Eucalyptus scias subsp. scias,Eucalyptus scias subsp. scias,Eucalyptus scias,eucalyptus_scias,6306,2,0.7802,1121,207,-1120.856,20,R246/T22,Eucalyptus,Symphyomyrtus,Latoangulatae,Annulares,NA,scias,scias,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,37.8,Humid,0,-35.10278,150.4072
Eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,eucalyptus_botryoides,6307,1.75,0.7802,1121,207,-1120.856,40,R248/T18,Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,NA,botryoides,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,50.4,Humid,0,-35.10278,150.4072
Eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,eucalyptus_botryoides,6307,1.75,0.7802,1121,207,-1120.856,40,R248/T19,Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,NA,botryoides,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,50.4,Humid,0,-35.10278,150.4072
Eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,eucalyptus_botryoides,6307,1.75,0.7802,1121,207,-1120.856,40,R248/T20,Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,NA,botryoides,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,50.4,Humid,0,-35.10278,150.4072
Eucalyptus botryoides,Eucalyptus botryoides,Eucalyptus botryoides,eucalyptus_botryoides,6307,1.75,0.7802,1121,207,-1120.856,40,R248/T21,Eucalyptus,Symphyomyrtus,Latoangulatae,Transversae,NA,botryoides,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,50.4,Humid,0,-35.10278,150.4072
Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus_baeuerlenii,6312,0,0.6849,869,173,-868.8732,20,R285/T01,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,baeuerlenii,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,15.435,Humid,0,-35.54278,149.9581
Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus_baeuerlenii,6312,0,0.6849,869,173,-868.8732,20,R285/T02,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,baeuerlenii,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,15.435,Humid,0,-35.54278,149.9581
Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,Eucalyptus baeuerlenii,eucalyptus_baeuerlenii,6312,0,0.6849,869,173,-868.8732,20,R285/T04,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Lanceolatae,baeuerlenii,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,15.435,Humid,0,-35.54278,149.9581
Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida,eucalyptus_rubida,6319,0.25,0.6078,776,154,-775.8724,20,R283/T01,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,rubida,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.7425,Dry Subhumuid,1,-35.74694,149.3758
Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida,eucalyptus_rubida,6319,0.25,0.6078,776,154,-775.8724,20,R283/T02,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,rubida,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.7425,Dry Subhumuid,1,-35.74694,149.3758
Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida,eucalyptus_rubida,6319,0.25,0.6078,776,154,-775.8724,20,R283/T03,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,rubida,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.7425,Dry Subhumuid,1,-35.74694,149.3758
Eucalyptus rubida subsp. rubida,Eucalyptus rubida subsp. rubida,Eucalyptus rubida,eucalyptus_rubida,6319,0.25,0.6078,776,154,-775.8724,20,R283/T04,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,rubida,rubida,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,18.7425,Dry Subhumuid,1,-35.74694,149.3758
Corymbia eximia,Corymbia eximia,Corymbia eximia,corymbia_eximia,632,2,0.5615,900,146,-899.8398,20,R053/T21,Corymbia,Blakella,Naviculares,NA,NA,eximia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,45.815,Dry Subhumuid,1,-33.38972,150.9825
Corymbia eximia,Corymbia eximia,Corymbia eximia,corymbia_eximia,632,2,0.5615,900,146,-899.8398,20,R053/T22,Corymbia,Blakella,Naviculares,NA,NA,eximia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,45.815,Dry Subhumuid,1,-33.38972,150.9825
Corymbia eximia,Corymbia eximia,Corymbia eximia,corymbia_eximia,632,2,0.5615,900,146,-899.8398,20,R053/T23,Corymbia,Blakella,Naviculares,NA,NA,eximia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,45.815,Dry Subhumuid,1,-33.38972,150.9825
Corymbia eximia,Corymbia eximia,Corymbia eximia,corymbia_eximia,632,2,0.5615,900,146,-899.8398,20,R053/T24,Corymbia,Blakella,Naviculares,NA,NA,eximia,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,45.815,Dry Subhumuid,1,-33.38972,150.9825
Eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,eucalyptus_pulverulenta,6323,0.5,0.5535,718,142,-717.8703,10,R280/T13,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,pulverulenta,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Dry Subhumuid,1,-35.95056,149.2958
Eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,eucalyptus_pulverulenta,6323,0.5,0.5535,718,142,-717.8703,10,R280/T14,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,pulverulenta,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Dry Subhumuid,1,-35.95056,149.2958
Eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,eucalyptus_pulverulenta,6323,0.5,0.5535,718,142,-717.8703,10,R280/T15,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,pulverulenta,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Dry Subhumuid,1,-35.95056,149.2958
Eucalyptus pulverulenta,Eucalyptus pulverulenta,Eucalyptus pulverulenta,eucalyptus_pulverulenta,6323,0.5,0.5535,718,142,-717.8703,10,R280/T16,Eucalyptus,Symphyomyrtus,Maidenaria,Viminales,Circulares,pulverulenta,NA,NA,NA,NA,NA,NA,Mallee,1,Lignotuber resprouter,2,14,Dry Subhumuid,1,-35.95056,149.2958
Eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus_deanei,633,4,0.5462,866,135,-865.8415,65,R013/T41,Eucalyptus,Symphyomyrtus,Maidenaria,'Deaneanae' ms,NA,deanei,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,24.54375,Dry Subhumuid,1,-33.2,150.9953
Eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus_deanei,633,4,0.5462,866,135,-865.8415,65,R156/T01,Eucalyptus,Symphyomyrtus,Maidenaria,'Deaneanae' ms,NA,deanei,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,24.54375,Dry Subhumuid,1,-33.2,150.9953
Eucalyptus deanei,Eucalyptus deanei,Eucalyptus deanei,eucalyptus_deanei,633,4,0.5462,866,135,-865.8415,65,R156/T04,Eucalyptus,Symphyomyrtus,Maidenaria,'Deaneanae' ms,NA,deanei,NA,NA,NA,NA,NA,NA,Tree,0,Combination resprouter,3,24.54375,Dry Subhumuid,1,-33.2,150.9953
