TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Lat,Long,Row,Tree,Row/Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,DroughtImpact_20192020,affected_tree_bin,number_rep_total_per_UniqueID,number_rep_2020_alive_per_UniqueID
Eucalyptus woollsiana (E. pilligaensis),Eucalyptus woollsiana,Eucalyptus woollsiana,,Species ,D.Nicolle,681,"Kogan, Qld",27,9,4,150,39,31,27.15111111,150.6586111,49,6,R049/T06,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,4
Eucalyptus woollsiana (E. pilligaensis),Eucalyptus woollsiana,Eucalyptus woollsiana,,Species ,D.Nicolle,681,"Kogan, Qld",27,9,4,150,39,31,27.15111111,150.6586111,49,7,R049/T07,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,4
Eucalyptus woollsiana (E. pilligaensis),Eucalyptus woollsiana,Eucalyptus woollsiana,,Species ,D.Nicolle,681,"Kogan, Qld",27,9,4,150,39,31,27.15111111,150.6586111,49,8,R049/T08,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,4
Eucalyptus exserta,Eucalyptus exserta,Eucalyptus exserta,,Species ,D.Nicolle,682,"Tara, Qld",27,8,3,150,28,59,27.13416667,150.4830556,49,11,R049/T11,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,4
Eucalyptus exserta,Eucalyptus exserta,Eucalyptus exserta,,Species ,D.Nicolle,682,"Tara, Qld",27,8,3,150,28,59,27.13416667,150.4830556,49,12,R049/T12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus panda,Eucalyptus panda,Eucalyptus panda,,Species ,D.Nicolle,683,"Tara, Qld",27,7,57,150,29,0,27.1325,150.4833333,53,35,R053/T35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Eucalyptus panda,Eucalyptus panda,Eucalyptus panda,,Species ,D.Nicolle,683,"Tara, Qld",27,7,57,150,29,0,27.1325,150.4833333,53,36,R053/T36,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Corymbia trachyphloia,Corymbia trachyphloia,Corymbia trachyphloia,,Species ,D.Nicolle,684,"Tara, Qld",27,7,31,150,29,9,27.12527778,150.4858333,55,17,R055/T17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,3,3
Corymbia trachyphloia,Corymbia trachyphloia,Corymbia trachyphloia,,Species ,D.Nicolle,684,"Tara, Qld",27,7,31,150,29,9,27.12527778,150.4858333,55,18,R055/T18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,3,3
Corymbia trachyphloia,Corymbia trachyphloia,Corymbia trachyphloia,,Species ,D.Nicolle,684,"Tara, Qld",27,7,31,150,29,9,27.12527778,150.4858333,55,19,R055/T19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,3,3
Eucalyptus nubilis (E. fibrosa subsp. nubila),Eucalyptus nubilis,Eucalyptus fibrosa subsp. nubilis,,Subspecies,D.Nicolle,685,"Tara, Qld",27,3,22,150,30,34,27.05611111,150.5094444,53,5,R053/T05,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus nubilis (E. fibrosa subsp. nubila),Eucalyptus nubilis,Eucalyptus fibrosa subsp. nubilis,,Subspecies,D.Nicolle,685,"Tara, Qld",27,3,22,150,30,34,27.05611111,150.5094444,53,6,R053/T06,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus argophloia,Eucalyptus argophloia,Eucalyptus argophloia,,Species ,D.Nicolle,686,"Burncluith, Qld",26,37,52,150,44,5,26.63111111,150.7347222,51,5,R051/T05,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus argophloia,Eucalyptus argophloia,Eucalyptus argophloia,,Species ,D.Nicolle,686,"Burncluith, Qld",26,37,52,150,44,5,26.63111111,150.7347222,51,6,R051/T06,Alive,None evident,None evident,?,,,,,,Slight,Flowered,Flowered,1994,0,0,4,4
Eucalyptus argophloia,Eucalyptus argophloia,Eucalyptus argophloia,,Species ,D.Nicolle,686,"Burncluith, Qld",26,37,52,150,44,5,26.63111111,150.7347222,51,7,R051/T07,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus argophloia,Eucalyptus argophloia,Eucalyptus argophloia,,Species ,D.Nicolle,686,"Burncluith, Qld",26,37,52,150,44,5,26.63111111,150.7347222,51,8,R051/T08,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus wimmerensis (E. walshii),Eucalyptus × walshii,Eucalyptus walshii,Synonym of Eucalyptus viridis subsp. wimmerensis,Species ,D.Nicolle,6866,"Broughtons Waterhole, Vic",36,33,44,141,20,17,36.56222222,141.3380556,342,1,R342/T01,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus wimmerensis (E. walshii),Eucalyptus × walshii,Eucalyptus walshii,Synonym of Eucalyptus viridis subsp. wimmerensis,Species ,D.Nicolle,6866,"Broughtons Waterhole, Vic",36,33,44,141,20,17,36.56222222,141.3380556,342,2,R342/T02,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus wimmerensis (E. walshii),Eucalyptus × walshii,Eucalyptus walshii,Synonym of Eucalyptus viridis subsp. wimmerensis,Species ,D.Nicolle,6866,"Broughtons Waterhole, Vic",36,33,44,141,20,17,36.56222222,141.3380556,342,3,R342/T03,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus wimmerensis (E. walshii),Eucalyptus × walshii,Eucalyptus walshii,Synonym of Eucalyptus viridis subsp. wimmerensis,Species ,D.Nicolle,6866,"Broughtons Waterhole, Vic",36,33,44,141,20,17,36.56222222,141.3380556,342,4,R342/T04,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus molyneuxii,Eucalyptus molyneuxii,Eucalyptus molyneuxii,,Species,D.Nicolle,6867,"Little Desert 3, Vic",36,34,32,141,31,26,36.57555556,141.5238889,341,15,R341/T15,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,2,2
Eucalyptus molyneuxii,Eucalyptus molyneuxii,Eucalyptus molyneuxii,,Species,D.Nicolle,6867,"Little Desert 3, Vic",36,34,32,141,31,26,36.57555556,141.5238889,341,16,R341/T16,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,2,2
Corymbia bloxsomei,Corymbia bloxsomei,Corymbia bloxsomei,,Species ,D.Nicolle,687,"Barakula State Forest, Qld",26,29,41,150,45,21,26.49472222,150.7558333,55,29,R055/T29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Corymbia bloxsomei,Corymbia bloxsomei,Corymbia bloxsomei,,Species ,D.Nicolle,687,"Barakula State Forest, Qld",26,29,41,150,45,21,26.49472222,150.7558333,55,30,R055/T30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Corymbia watsoniana subsp. watsoniana,Corymbia watsoniana subsp. watsoniana,Corymbia watsoniana subsp. watsoniana,,Subspecies,D.Nicolle,688,"Barakula forest, Qld",26,29,41,150,45,21,26.49472222,150.7558333,55,24,R055/T24,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,3
Corymbia watsoniana subsp. watsoniana,Corymbia watsoniana subsp. watsoniana,Corymbia watsoniana subsp. watsoniana,,Subspecies,D.Nicolle,688,"Barakula forest, Qld",26,29,41,150,45,21,26.49472222,150.7558333,55,25,R055/T25,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,3
Corymbia watsoniana subsp. watsoniana,Corymbia watsoniana subsp. watsoniana,Corymbia watsoniana subsp. watsoniana,,Subspecies,D.Nicolle,688,"Barakula forest, Qld",26,29,41,150,45,21,26.49472222,150.7558333,55,27,R055/T27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Eucalyptus dura,Eucalyptus dura,Eucalyptus dura,,Species ,D.Nicolle,689,"Barakula State Forest, Qld",26,21,9,150,52,5,26.3525,150.8680556,53,25,R053/T25,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,4
Eucalyptus dura,Eucalyptus dura,Eucalyptus dura,,Species ,D.Nicolle,689,"Barakula State Forest, Qld",26,21,9,150,52,5,26.3525,150.8680556,53,26,R053/T26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus dura,Eucalyptus dura,Eucalyptus dura,,Species ,D.Nicolle,689,"Barakula State Forest, Qld",26,21,9,150,52,5,26.3525,150.8680556,53,27,R053/T27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus dura,Eucalyptus dura,Eucalyptus dura,,Species ,D.Nicolle,689,"Barakula State Forest, Qld",26,21,9,150,52,5,26.3525,150.8680556,53,28,R053/T28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus melanophloia subsp. melanophloia,Eucalyptus melanophloia subsp. melanophloia,Eucalyptus melanophloia subsp. melanophloia,,Subspecies,D.Nicolle,690,"Wandoan, Qld",26,16,2,150,2,53,26.26722222,150.0480556,49,17,R049/T17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,1,1
Eucalyptus microcarpa - E. wimmerensis intergrade (E. hawkeri),Eucalyptus × hawkeri,Eucalyptus hawkeri,,Species,D.Nicolle,6916,"Mt Arapiles, Vic",36,45,47,141,48,23,36.76305556,141.8063889,342,12,R342/T12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus microcarpa - E. wimmerensis intergrade (E. hawkeri),Eucalyptus × hawkeri,Eucalyptus hawkeri,,Species,D.Nicolle,6916,"Mt Arapiles, Vic",36,45,47,141,48,23,36.76305556,141.8063889,342,13,R342/T13,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus microcarpa - E. wimmerensis intergrade (E. hawkeri),Eucalyptus × hawkeri,Eucalyptus hawkeri,,Species,D.Nicolle,6916,"Mt Arapiles, Vic",36,45,47,141,48,23,36.76305556,141.8063889,342,14,R342/T14,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus microcarpa - E. wimmerensis intergrade (E. hawkeri),Eucalyptus × hawkeri,Eucalyptus hawkeri,,Species,D.Nicolle,6916,"Mt Arapiles, Vic",36,45,47,141,48,23,36.76305556,141.8063889,342,15,R342/T15,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus educta,Eucalyptus educta,Eucalyptus educta,,Species ,D.Nicolle,6921,"Jaudi Hills, WA",30,39,57,120,55,47,30.66583333,120.9297222,345,16,R345/T16,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus educta,Eucalyptus educta,Eucalyptus educta,,Species ,D.Nicolle,6921,"Jaudi Hills, WA",30,39,57,120,55,47,30.66583333,120.9297222,345,17,R345/T17,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus educta,Eucalyptus educta,Eucalyptus educta,,Species ,D.Nicolle,6921,"Jaudi Hills, WA",30,39,57,120,55,47,30.66583333,120.9297222,345,18,R345/T18,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus educta,Eucalyptus educta,Eucalyptus educta,,Species ,D.Nicolle,6921,"Jaudi Hills, WA",30,39,57,120,55,47,30.66583333,120.9297222,345,19,R345/T19,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,,Species ,D.Nicolle,6926,"Callion, WA",30,8,22,120,30,13,30.13944444,120.5036111,348,1,R348/T01,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,0,0,4,4
Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,,Species ,D.Nicolle,6926,"Callion, WA",30,8,22,120,30,13,30.13944444,120.5036111,348,2,R348/T02,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,0,0,4,4
Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,,Species ,D.Nicolle,6926,"Callion, WA",30,8,22,120,30,13,30.13944444,120.5036111,348,3,R348/T03,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,0,0,4,4
Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,Eucalyptus yilgarnensis,,Species ,D.Nicolle,6926,"Callion, WA",30,8,22,120,30,13,30.13944444,120.5036111,348,4,R348/T04,Alive,None evident,None evident,?,,,,,,Not applicable,,,2018,0,0,4,4
Eucalyptus educta,Eucalyptus educta,Eucalyptus educta,,Species ,D.Nicolle,6928,"Callion, WA",30,7,31,120,33,31,30.12527778,120.5586111,344,17,R344/T17,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,3,3
Eucalyptus educta,Eucalyptus educta,Eucalyptus educta,,Species ,D.Nicolle,6928,"Callion, WA",30,7,31,120,33,31,30.12527778,120.5586111,344,18,R344/T18,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,3,3
Eucalyptus educta,Eucalyptus educta,Eucalyptus educta,,Species ,D.Nicolle,6928,"Callion, WA",30,7,31,120,33,31,30.12527778,120.5586111,344,19,R344/T19,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,3,3
Eucalyptus tenuipes,Eucalyptus tenuipes,Eucalyptus tenuipes,,Species ,D.Nicolle,693,"Isla Gorge 1, Qld",25,12,30,149,58,30,25.20833333,149.975,314,33,R314/T33,Alive,None evident,None evident,?,,,,,,Not applicable,,,2011,0,0,8,1
Eucalyptus sp. 'Mulga Rock' (aff. formanii),Eucalyptus formanii,Eucalyptus formanii,,Species ,D.Nicolle,6931,"Goongarrie NR, WA",29,54,53,121,32,43,29.91472222,121.5452778,344,5,R344/T05,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus sp. 'Mulga Rock' (aff. formanii),Eucalyptus formanii,Eucalyptus formanii,,Species ,D.Nicolle,6931,"Goongarrie NR, WA",29,54,53,121,32,43,29.91472222,121.5452778,344,6,R344/T06,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus sp. 'Mulga Rock' (aff. formanii),Eucalyptus formanii,Eucalyptus formanii,,Species ,D.Nicolle,6931,"Goongarrie NR, WA",29,54,53,121,32,43,29.91472222,121.5452778,344,7,R344/T07,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus sp. 'Mulga Rock' (aff. formanii),Eucalyptus formanii,Eucalyptus formanii,,Species ,D.Nicolle,6931,"Goongarrie NR, WA",29,54,53,121,32,43,29.91472222,121.5452778,344,8,R344/T08,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus rosacea,Eucalyptus rosacea,Eucalyptus rosacea,,Species ,D.Nicolle,6939,"Mulga Rockhole, WA",30,3,42,123,3,11,30.06166667,123.0530556,346,11,R346/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,2
Eucalyptus rosacea,Eucalyptus rosacea,Eucalyptus rosacea,,Species ,D.Nicolle,6939,"Mulga Rockhole, WA",30,3,42,123,3,11,30.06166667,123.0530556,346,13,R346/T13,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,2
Eucalyptus suffulgens,Eucalyptus suffulgens,Eucalyptus suffulgens,,Species ,D.Nicolle,694,"Isla Gorge 1, Qld",25,12,30,149,58,30,25.20833333,149.975,56,29,R056/T29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,3,2
Eucalyptus mannensis subsp. mannensis,Eucalyptus mannensis subsp. mannensis,Eucalyptus mannensis subsp. mannensis,,Subspecies,D.Nicolle,6941,"Mulga Rockhole, WA",30,3,32,123,4,23,30.05888889,123.0730556,346,1,R346/T01,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,4
Eucalyptus mannensis subsp. mannensis,Eucalyptus mannensis subsp. mannensis,Eucalyptus mannensis subsp. mannensis,,Subspecies,D.Nicolle,6941,"Mulga Rockhole, WA",30,3,32,123,4,23,30.05888889,123.0730556,346,2,R346/T02,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus mannensis subsp. mannensis,Eucalyptus mannensis subsp. mannensis,Eucalyptus mannensis subsp. mannensis,,Subspecies,D.Nicolle,6941,"Mulga Rockhole, WA",30,3,32,123,4,23,30.05888889,123.0730556,346,3,R346/T03,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus mannensis subsp. mannensis,Eucalyptus mannensis subsp. mannensis,Eucalyptus mannensis subsp. mannensis,,Subspecies,D.Nicolle,6941,"Mulga Rockhole, WA",30,3,32,123,4,23,30.05888889,123.0730556,346,4,R346/T04,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus sp. 'Queen Victoria Spring' (aff. ceratocorys),Eucalyptus sp. Queen Victoria Spring,Eucalyptus ceratocorys,,Species ,D.Nicolle,6943,"Mulga Rockhole, WA",29,59,0,123,14,29,29.98333333,123.2413889,344,9,R344/T09,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,3
Eucalyptus sp. 'Queen Victoria Spring' (aff. ceratocorys),Eucalyptus sp. Queen Victoria Spring,Eucalyptus ceratocorys,,Species ,D.Nicolle,6943,"Mulga Rockhole, WA",29,59,0,123,14,29,29.98333333,123.2413889,344,10,R344/T10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,3
Eucalyptus sp. 'Queen Victoria Spring' (aff. ceratocorys),Eucalyptus sp. Queen Victoria Spring,Eucalyptus ceratocorys,,Species ,D.Nicolle,6943,"Mulga Rockhole, WA",29,59,0,123,14,29,29.98333333,123.2413889,344,12,R344/T12,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,3
Eucalyptus omissa,Eucalyptus omissa,Eucalyptus omissa,,Species ,D.Nicolle,6945,"Nippon Hwy, WA",30,3,46,123,57,5,30.06277778,123.9513889,344,13,R344/T13,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus omissa,Eucalyptus omissa,Eucalyptus omissa,,Species ,D.Nicolle,6945,"Nippon Hwy, WA",30,3,46,123,57,5,30.06277778,123.9513889,344,14,R344/T14,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus omissa,Eucalyptus omissa,Eucalyptus omissa,,Species ,D.Nicolle,6945,"Nippon Hwy, WA",30,3,46,123,57,5,30.06277778,123.9513889,344,15,R344/T15,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus omissa,Eucalyptus omissa,Eucalyptus omissa,,Species ,D.Nicolle,6945,"Nippon Hwy, WA",30,3,46,123,57,5,30.06277778,123.9513889,344,16,R344/T16,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus websteriana,Eucalyptus websteriana,Eucalyptus websteriana,,Species ,D.Nicolle,6947,"PCN Baseline Rd, WA",30,8,43,124,6,51,30.14527778,124.1141667,346,23,R346/T23,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus websteriana,Eucalyptus websteriana,Eucalyptus websteriana,,Species ,D.Nicolle,6947,"PCN Baseline Rd, WA",30,8,43,124,6,51,30.14527778,124.1141667,346,24,R346/T24,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus websteriana,Eucalyptus websteriana,Eucalyptus websteriana,,Species ,D.Nicolle,6947,"PCN Baseline Rd, WA",30,8,43,124,6,51,30.14527778,124.1141667,346,25,R346/T25,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus websteriana,Eucalyptus websteriana,Eucalyptus websteriana,,Species ,D.Nicolle,6947,"PCN Baseline Rd, WA",30,8,43,124,6,51,30.14527778,124.1141667,346,26,R346/T26,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,4
Eucalyptus horistes,Eucalyptus horistes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,6951,"Cable Haul Rd, WA",30,17,57,124,23,33,30.29916667,124.3925,344,20,R344/T20,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus horistes,Eucalyptus horistes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,6951,"Cable Haul Rd, WA",30,17,57,124,23,33,30.29916667,124.3925,344,21,R344/T21,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2017,0,0,4,4
Eucalyptus horistes,Eucalyptus horistes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,6951,"Cable Haul Rd, WA",30,17,57,124,23,33,30.29916667,124.3925,344,22,R344/T22,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,4
Eucalyptus horistes,Eucalyptus horistes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,6951,"Cable Haul Rd, WA",30,17,57,124,23,33,30.29916667,124.3925,344,23,R344/T23,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,4
Eucalyptus rigidula subsp. interior,Eucalyptus rigidula subsp. interior,Eucalyptus rigidula,,Species ,D.Nicolle,6955,"Cable Haul Rd, WA",30,23,46,124,23,32,30.39611111,124.3922222,343,21,R343/T21,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,4
Eucalyptus rigidula subsp. interior,Eucalyptus rigidula subsp. interior,Eucalyptus rigidula,,Species ,D.Nicolle,6955,"Cable Haul Rd, WA",30,23,46,124,23,32,30.39611111,124.3922222,343,22,R343/T22,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus rigidula subsp. interior,Eucalyptus rigidula subsp. interior,Eucalyptus rigidula,,Species ,D.Nicolle,6955,"Cable Haul Rd, WA",30,23,46,124,23,32,30.39611111,124.3922222,343,23,R343/T23,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus rigidula subsp. interior,Eucalyptus rigidula subsp. interior,Eucalyptus rigidula,,Species ,D.Nicolle,6955,"Cable Haul Rd, WA",30,23,46,124,23,32,30.39611111,124.3922222,343,24,R343/T24,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus sp. 'Cable Haul Road' (aff. hypolaena),Eucalyptus sp. Cable Haul Road,Eucalyptus hypolaena,,Species ,D.Nicolle,6956,"Cable Haul Rd, WA",30,23,46,124,23,32,30.39611111,124.3922222,343,5,R343/T05,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,4
Eucalyptus sp. 'Cable Haul Road' (aff. hypolaena),Eucalyptus sp. Cable Haul Road,Eucalyptus hypolaena,,Species ,D.Nicolle,6956,"Cable Haul Rd, WA",30,23,46,124,23,32,30.39611111,124.3922222,343,6,R343/T06,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,4
Eucalyptus sp. 'Cable Haul Road' (aff. hypolaena),Eucalyptus sp. Cable Haul Road,Eucalyptus hypolaena,,Species ,D.Nicolle,6956,"Cable Haul Rd, WA",30,23,46,124,23,32,30.39611111,124.3922222,343,7,R343/T07,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,4
Eucalyptus sp. 'Cable Haul Road' (aff. hypolaena),Eucalyptus sp. Cable Haul Road,Eucalyptus hypolaena,,Species ,D.Nicolle,6956,"Cable Haul Rd, WA",30,23,46,124,23,32,30.39611111,124.3922222,343,8,R343/T08,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2017,0,0,4,4
Eucalyptus cambageana,Eucalyptus cambageana,Eucalyptus cambageana,,Species ,D.Nicolle,697,"Moura, Qld",24,42,24,150,0,52,24.70666667,150.0144444,54,16,R054/T16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Eucalyptus cambageana,Eucalyptus cambageana,Eucalyptus cambageana,,Species ,D.Nicolle,697,"Moura, Qld",24,42,24,150,0,52,24.70666667,150.0144444,54,18,R054/T18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Eucalyptus cambageana,Eucalyptus cambageana,Eucalyptus cambageana,,Species ,D.Nicolle,697,"Moura, Qld",24,42,24,150,0,52,24.70666667,150.0144444,54,19,R054/T19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
