TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Lat,Long,Row,Tree,Row/Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,DroughtImpact_20192020,affected_tree_bin,number_rep_total_per_UniqueID,number_rep_2020_alive_per_UniqueID
Eucalyptus brevifolia,Eucalyptus brevifolia,Eucalyptus brevifolia,,Species ,D.Nicolle,6640,"Tanami Desert, NT",20,9,49,129,54,56,20.16361111,129.9155556,296,15,R296/T15,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus brevifolia,Eucalyptus brevifolia,Eucalyptus brevifolia,,Species ,D.Nicolle,6640,"Tanami Desert, NT",20,9,49,129,54,56,20.16361111,129.9155556,296,16,R296/T16,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus cupularis,Eucalyptus cupularis,Eucalyptus cupularis,,Species ,D.Nicolle,6641,"The Black Hills, NT",19,51,7,129,46,31,19.85194444,129.7752778,295,11,R295/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,3,3
Eucalyptus cupularis,Eucalyptus cupularis,Eucalyptus cupularis,,Species ,D.Nicolle,6641,"The Black Hills, NT",19,51,7,129,46,31,19.85194444,129.7752778,295,12,R295/T12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,3,3
Eucalyptus cupularis,Eucalyptus cupularis,Eucalyptus cupularis,,Species ,D.Nicolle,6641,"The Black Hills, NT",19,51,7,129,46,31,19.85194444,129.7752778,295,13,R295/T13,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,3,3
Eucalyptus ordiana,Eucalyptus ordiana,Eucalyptus ordiana,,Species ,D.Nicolle,6645,"Mt Nyulasy, WA",16,44,44,128,16,58,16.74555556,128.2827778,297,5,R297/T05,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus ordiana,Eucalyptus ordiana,Eucalyptus ordiana,,Species ,D.Nicolle,6645,"Mt Nyulasy, WA",16,44,44,128,16,58,16.74555556,128.2827778,297,6,R297/T06,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus ordiana,Eucalyptus ordiana,Eucalyptus ordiana,,Species ,D.Nicolle,6645,"Mt Nyulasy, WA",16,44,44,128,16,58,16.74555556,128.2827778,297,7,R297/T07,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus ordiana,Eucalyptus ordiana,Eucalyptus ordiana,,Species ,D.Nicolle,6645,"Mt Nyulasy, WA",16,44,44,128,16,58,16.74555556,128.2827778,297,8,R297/T08,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus obconica,Eucalyptus obconica,Eucalyptus obconica,,Species ,D.Nicolle,6646,"Durack, WA",16,27,43,128,12,43,16.46194444,128.2119444,297,9,R297/T09,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus obconica,Eucalyptus obconica,Eucalyptus obconica,,Species ,D.Nicolle,6646,"Durack, WA",16,27,43,128,12,43,16.46194444,128.2119444,297,10,R297/T10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus obconica,Eucalyptus obconica,Eucalyptus obconica,,Species ,D.Nicolle,6646,"Durack, WA",16,27,43,128,12,43,16.46194444,128.2119444,297,11,R297/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus obconica,Eucalyptus obconica,Eucalyptus obconica,,Species ,D.Nicolle,6646,"Durack, WA",16,27,43,128,12,43,16.46194444,128.2119444,297,12,R297/T12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,,Species ,D.Nicolle,6652,"Jasper Gorge, NT",16,2,2,130,47,32,16.03388889,130.7922222,296,5,R296/T05,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,,Species ,D.Nicolle,6652,"Jasper Gorge, NT",16,2,2,130,47,32,16.03388889,130.7922222,296,6,R296/T06,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,,Species ,D.Nicolle,6652,"Jasper Gorge, NT",16,2,2,130,47,32,16.03388889,130.7922222,296,7,R296/T07,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus herbertiana,Eucalyptus herbertiana,Eucalyptus herbertiana,,Species ,D.Nicolle,6652,"Jasper Gorge, NT",16,2,2,130,47,32,16.03388889,130.7922222,296,8,R296/T08,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus intertexta,Eucalyptus intertexta,Eucalyptus intertexta,,Species,D.Nicolle,6661,"Arltunga, NT",23,27,53,134,41,42,23.46472222,134.695,293,1,R293/T01,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus intertexta,Eucalyptus intertexta,Eucalyptus intertexta,,Species,D.Nicolle,6661,"Arltunga, NT",23,27,53,134,41,42,23.46472222,134.695,293,2,R293/T02,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus intertexta,Eucalyptus intertexta,Eucalyptus intertexta,,Species,D.Nicolle,6661,"Arltunga, NT",23,27,53,134,41,42,23.46472222,134.695,293,3,R293/T03,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus intertexta,Eucalyptus intertexta,Eucalyptus intertexta,,Species,D.Nicolle,6661,"Arltunga, NT",23,27,53,134,41,42,23.46472222,134.695,293,4,R293/T04,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus amplifolia subsp. sessiliflora,Eucalyptus amplifolia subsp. sessiliflora,Eucalyptus amplifolia subsp. sessiliflora,,Subspecies,D.Nicolle,668,"Tenterfield, NSW",29,4,47,152,0,16,29.07972222,152.0044444,52,7,R052/T07,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,6682,"Chingah Hills, WA",31,40,29,118,26,41,31.67472222,118.4447222,295,5,R295/T05,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,3,3
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,6682,"Chingah Hills, WA",31,40,29,118,26,41,31.67472222,118.4447222,295,6,R295/T06,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,3,3
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,6682,"Chingah Hills, WA",31,40,29,118,26,41,31.67472222,118.4447222,295,7,R295/T07,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,3,3
Eucalyptus ecdysiastes,Eucalyptus ecdysiastes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,6691,"Marvel Loch, WA",31,28,13,119,24,23,31.47027778,119.4063889,295,14,R295/T14,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2015,0,0,3,3
Eucalyptus ecdysiastes,Eucalyptus ecdysiastes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,6691,"Marvel Loch, WA",31,28,13,119,24,23,31.47027778,119.4063889,295,15,R295/T15,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2015,0,0,3,3
Eucalyptus ecdysiastes,Eucalyptus ecdysiastes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,6691,"Marvel Loch, WA",31,28,13,119,24,23,31.47027778,119.4063889,295,16,R295/T16,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2015,0,0,3,3
Eucalyptus prolixa,Eucalyptus prolixa,Eucalyptus prolixa,,Species,D.Nicolle,6693,"Ghooli, WA",31,22,45,119,27,31,31.37916667,119.4586111,292,1,R292/T01,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2015,0,0,4,3
Eucalyptus prolixa,Eucalyptus prolixa,Eucalyptus prolixa,,Species,D.Nicolle,6693,"Ghooli, WA",31,22,45,119,27,31,31.37916667,119.4586111,292,3,R292/T03,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus prolixa,Eucalyptus prolixa,Eucalyptus prolixa,,Species,D.Nicolle,6693,"Ghooli, WA",31,22,45,119,27,31,31.37916667,119.4586111,292,4,R292/T04,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2015,0,0,4,3
Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula,,Species ,D.Nicolle,6697,"Holleton, WA",31,53,26,118,57,47,31.89055556,118.9630556,296,10,R296/T10,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2015,0,0,4,3
Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula,,Species ,D.Nicolle,6697,"Holleton, WA",31,53,26,118,57,47,31.89055556,118.9630556,296,11,R296/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula subsp. rigidula,Eucalyptus rigidula,,Species ,D.Nicolle,6697,"Holleton, WA",31,53,26,118,57,47,31.89055556,118.9630556,296,12,R296/T12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus buprestium,Eucalyptus buprestium,Eucalyptus buprestium,,Species ,D.Nicolle,6703,"Woogenellup, WA",34,31,7,118,0,32,34.51861111,118.0088889,293,11,R293/T11,Alive,Slight,None evident,?,None evident,,,,,Not applicable,,,2015,0,0,4,2
Eucalyptus buprestium,Eucalyptus buprestium,Eucalyptus buprestium,,Species ,D.Nicolle,6703,"Woogenellup, WA",34,31,7,118,0,32,34.51861111,118.0088889,293,12,R293/T12,Alive,Slight,None evident,?,None evident,,,,,Not applicable,,,2015,0,0,4,2
Corymbia calophylla,Corymbia calophylla,Corymbia calophylla,,Species ,D.Nicolle,6707,"Mt Talyuberlup, WA",34,25,19,117,56,16,34.42194444,117.9377778,332,9,R332/T09,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Corymbia calophylla,Corymbia calophylla,Corymbia calophylla,,Species ,D.Nicolle,6707,"Mt Talyuberlup, WA",34,25,19,117,56,16,34.42194444,117.9377778,332,10,R332/T10,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2015,0,0,4,4
Corymbia calophylla,Corymbia calophylla,Corymbia calophylla,,Species ,D.Nicolle,6707,"Mt Talyuberlup, WA",34,25,19,117,56,16,34.42194444,117.9377778,332,11,R332/T11,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2015,0,0,4,4
Corymbia calophylla,Corymbia calophylla,Corymbia calophylla,,Species ,D.Nicolle,6707,"Mt Talyuberlup, WA",34,25,19,117,56,16,34.42194444,117.9377778,332,12,R332/T12,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2015,0,0,4,4
Eucalyptus scoparia,Eucalyptus scoparia,Eucalyptus scoparia,,Species ,D.Nicolle,672,"Mt Norman, Qld",28,51,35,151,58,6,28.85972222,151.9683333,72,34,R072/T34,Alive,None evident,None evident,?,,,,,,Moderate,Flowered,Flowered,1995,0,0,4,2
Eucalyptus scoparia,Eucalyptus scoparia,Eucalyptus scoparia,,Species ,D.Nicolle,672,"Mt Norman, Qld",28,51,35,151,58,6,28.85972222,151.9683333,72,36,R072/T36,Alive,None evident,None evident,?,,,,,,Slight,Flowered,Flowered,1995,0,0,4,2
Eucalyptus cordata subsp. cordata,Eucalyptus cordata subsp. cordata,Eucalyptus cordata subsp. cordata,,Subspecies,D.Nicolle,6726,"Cape Queen Elizabeth, Tas",43,14,49,147,25,31,43.24694444,147.4252778,294,16,R294/T16,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,2
Eucalyptus dalrympleana subsp. 'Tasmania',Eucalyptus dalrympleana,Eucalyptus dalrympleana,,Species ,D.Nicolle,6736,"Derwent River, Tas",42,10,22,146,29,35,42.17277778,146.4930556,330,9,R330/T09,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus dalrympleana subsp. 'Tasmania',Eucalyptus dalrympleana,Eucalyptus dalrympleana,,Species ,D.Nicolle,6736,"Derwent River, Tas",42,10,22,146,29,35,42.17277778,146.4930556,330,11,R330/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus sideroxylon,Eucalyptus sideroxylon,Eucalyptus sideroxylon,,Species,D.Nicolle,674,"Wallangarra, Qld",28,54,3,151,54,28,28.90083333,151.9077778,52,9,R052/T09,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,4
Eucalyptus sideroxylon,Eucalyptus sideroxylon,Eucalyptus sideroxylon,,Species,D.Nicolle,674,"Wallangarra, Qld",28,54,3,151,54,28,28.90083333,151.9077778,52,10,R052/T10,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,4
Eucalyptus sideroxylon,Eucalyptus sideroxylon,Eucalyptus sideroxylon,,Species,D.Nicolle,674,"Wallangarra, Qld",28,54,3,151,54,28,28.90083333,151.9077778,52,11,R052/T11,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,4
Eucalyptus sideroxylon,Eucalyptus sideroxylon,Eucalyptus sideroxylon,,Species,D.Nicolle,674,"Wallangarra, Qld",28,54,3,151,54,28,28.90083333,151.9077778,52,12,R052/T12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Angophora hispida,Angophora hispida,Angophora hispida,,Species ,D.Nicolle,6746,"St Ives, NSW",33,42,33,151,11,46,33.70916667,151.1961111,295,8,R295/T08,Alive,Moderate,None evident,??,None evident,,,,,Not applicable,,,2015,0,0,3,3
Angophora hispida,Angophora hispida,Angophora hispida,,Species ,D.Nicolle,6746,"St Ives, NSW",33,42,33,151,11,46,33.70916667,151.1961111,295,9,R295/T09,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,3,3
Angophora hispida,Angophora hispida,Angophora hispida,,Species ,D.Nicolle,6746,"St Ives, NSW",33,42,33,151,11,46,33.70916667,151.1961111,295,10,R295/T10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,3,3
Eucalyptus chloroclada,Eucalyptus chloroclada,Eucalyptus chloroclada,,Species ,D.Nicolle,675,"Stanthorpe, Qld",28,46,37,151,51,2,28.77694444,151.8505556,48,30,R048/T30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus largiflorens x E. odorata (E. yarriambiack),Eucalyptus × yarriambiack,Eucalyptus yarriambiack,,Species,D.Nicolle,6780,"Brim, Vic",36,3,42,142,25,18,36.06166667,142.4216667,297,1,R297/T01,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus largiflorens x E. odorata (E. yarriambiack),Eucalyptus × yarriambiack,Eucalyptus yarriambiack,,Species,D.Nicolle,6780,"Brim, Vic",36,3,42,142,25,18,36.06166667,142.4216667,297,2,R297/T02,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus largiflorens x E. odorata (E. yarriambiack),Eucalyptus × yarriambiack,Eucalyptus yarriambiack,,Species,D.Nicolle,6780,"Brim, Vic",36,3,42,142,25,18,36.06166667,142.4216667,297,3,R297/T03,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus largiflorens x E. odorata (E. yarriambiack),Eucalyptus × yarriambiack,Eucalyptus yarriambiack,,Species,D.Nicolle,6780,"Brim, Vic",36,3,42,142,25,18,36.06166667,142.4216667,297,4,R297/T04,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus corticosa (E. conferta),Eucalyptus corticosa,Eucalyptus conferta,,Species ,D.Nicolle,6781,"Vaughan, Vic",37,12,55,144,14,33,37.21527778,144.2425,163,9,R163/T09,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus corticosa (E. conferta),Eucalyptus corticosa,Eucalyptus conferta,,Species ,D.Nicolle,6781,"Vaughan, Vic",37,12,55,144,14,33,37.21527778,144.2425,163,12,R163/T12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus camphora subsp. humeana - E. strzeleckii intergrade (E. bunyip),Eucalyptus × bunyip,Eucalyptus bunyip,,Species ,D.Nicolle,6782,"Bunyip State Park, Vic",37,59,11,145,39,6,37.98638889,145.6516667,331,10,R331/T10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus camphora subsp. humeana - E. strzeleckii intergrade (E. bunyip),Eucalyptus × bunyip,Eucalyptus bunyip,,Species ,D.Nicolle,6782,"Bunyip State Park, Vic",37,59,11,145,39,6,37.98638889,145.6516667,331,12,R331/T12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus elata (E. ornans),Eucalyptus elata,Eucalyptus ornans,,Species ,D.Nicolle,6783,"Avon River, Vic",37,48,13,146,52,44,37.80361111,146.8788889,332,5,R332/T05,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus elata (E. ornans),Eucalyptus elata,Eucalyptus ornans,,Species ,D.Nicolle,6783,"Avon River, Vic",37,48,13,146,52,44,37.80361111,146.8788889,332,7,R332/T07,Alive,Slight,None evident,?,None evident,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus tricarpa,Eucalyptus tricarpa,Eucalyptus tricarpa,,Species ,D.Nicolle,6784,"Avon River, Vic",37,50,5,146,54,33,37.83472222,146.9091667,296,1,R296/T01,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus tricarpa,Eucalyptus tricarpa,Eucalyptus tricarpa,,Species ,D.Nicolle,6784,"Avon River, Vic",37,50,5,146,54,33,37.83472222,146.9091667,296,2,R296/T02,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus tricarpa,Eucalyptus tricarpa,Eucalyptus tricarpa,,Species ,D.Nicolle,6784,"Avon River, Vic",37,50,5,146,54,33,37.83472222,146.9091667,296,3,R296/T03,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus tricarpa,Eucalyptus tricarpa,Eucalyptus tricarpa,,Species ,D.Nicolle,6784,"Avon River, Vic",37,50,5,146,54,33,37.83472222,146.9091667,296,4,R296/T04,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus polyanthemos subsp. vestita,Eucalyptus polyanthemos subsp. vestita,Eucalyptus polyanthemos subsp. vestita,,Subspecies,D.Nicolle,6785,"Avon River, Vic",37,50,5,146,54,33,37.83472222,146.9091667,295,1,R295/T01,Alive,Slight,None evident,?,None evident,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus polyanthemos subsp. vestita,Eucalyptus polyanthemos subsp. vestita,Eucalyptus polyanthemos subsp. vestita,,Subspecies,D.Nicolle,6785,"Avon River, Vic",37,50,5,146,54,33,37.83472222,146.9091667,295,3,R295/T03,Alive,Slight,None evident,?,None evident,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus polyanthemos subsp. vestita,Eucalyptus polyanthemos subsp. vestita,Eucalyptus polyanthemos subsp. vestita,,Subspecies,D.Nicolle,6785,"Avon River, Vic",37,50,5,146,54,33,37.83472222,146.9091667,295,4,R295/T04,Alive,Slight,None evident,?,None evident,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus populnea,Eucalyptus populnea,Eucalyptus populnea,,Species ,D.Nicolle,679,"Kogan, Qld",27,7,0,150,41,36,27.11666667,150.6933333,59,13,R059/T13,Alive,Moderate,None evident,??,Extensive,Tertiary branches,3 - 6 months,None evident,,None evident,,,1994,0,0,4,4
Eucalyptus populnea,Eucalyptus populnea,Eucalyptus populnea,,Species ,D.Nicolle,679,"Kogan, Qld",27,7,0,150,41,36,27.11666667,150.6933333,59,12,R059/T12,Alive,Slight,None evident,?,None evident,,,,,None evident,,,1994,0,0,4,4
Eucalyptus populnea,Eucalyptus populnea,Eucalyptus populnea,,Species ,D.Nicolle,679,"Kogan, Qld",27,7,0,150,41,36,27.11666667,150.6933333,59,15,R059/T15,Alive,Slight,None evident,?,None evident,,,,,None evident,Flowered,Flowered,1994,0,0,4,4
Eucalyptus camfieldii,Eucalyptus camfieldii,Eucalyptus camfieldii,,Species ,D.Nicolle,6794,"Ku-Ring-Gai Chase, NSW",33,38,36,151,15,44,33.64333333,151.2622222,293,5,R293/T05,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,,2015,0,0,4,3
Eucalyptus camfieldii,Eucalyptus camfieldii,Eucalyptus camfieldii,,Species ,D.Nicolle,6794,"Ku-Ring-Gai Chase, NSW",33,38,36,151,15,44,33.64333333,151.2622222,293,6,R293/T06,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus camfieldii,Eucalyptus camfieldii,Eucalyptus camfieldii,,Species ,D.Nicolle,6794,"Ku-Ring-Gai Chase, NSW",33,38,36,151,15,44,33.64333333,151.2622222,293,8,R293/T08,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus haemastoma,Eucalyptus haemastoma,Eucalyptus haemastoma,,Species ,D.Nicolle,6795,"Lake Macquarie, NSW",33,11,3,151,36,48,33.18416667,151.6133333,292,9,R292/T09,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus haemastoma,Eucalyptus haemastoma,Eucalyptus haemastoma,,Species ,D.Nicolle,6795,"Lake Macquarie, NSW",33,11,3,151,36,48,33.18416667,151.6133333,292,10,R292/T10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus haemastoma,Eucalyptus haemastoma,Eucalyptus haemastoma,,Species ,D.Nicolle,6795,"Lake Macquarie, NSW",33,11,3,151,36,48,33.18416667,151.6133333,292,11,R292/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus haemastoma,Eucalyptus haemastoma,Eucalyptus haemastoma,,Species ,D.Nicolle,6795,"Lake Macquarie, NSW",33,11,3,151,36,48,33.18416667,151.6133333,292,12,R292/T12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Angophora costata subsp. costata,Angophora costata subsp. costata,Angophora costata subsp. costata,,Subspecies,D.Nicolle,6796,"Bellingen, NSW",30,27,5,152,49,39,30.45138889,152.8275,294,1,R294/T01,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Angophora costata subsp. costata,Angophora costata subsp. costata,Angophora costata subsp. costata,,Subspecies,D.Nicolle,6796,"Bellingen, NSW",30,27,5,152,49,39,30.45138889,152.8275,294,2,R294/T02,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Angophora costata subsp. costata,Angophora costata subsp. costata,Angophora costata subsp. costata,,Subspecies,D.Nicolle,6796,"Bellingen, NSW",30,27,5,152,49,39,30.45138889,152.8275,294,3,R294/T03,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Angophora costata subsp. costata,Angophora costata subsp. costata,Angophora costata subsp. costata,,Subspecies,D.Nicolle,6796,"Bellingen, NSW",30,27,5,152,49,39,30.45138889,152.8275,294,4,R294/T04,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,4
Eucalyptus elegans,Eucalyptus elegans,Eucalyptus elegans,,Species ,D.Nicolle,680,"Kogan, Qld",27,7,0,150,41,36,27.11666667,150.6933333,51,1,R051/T01,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,1994,0,0,4,3
Eucalyptus elegans,Eucalyptus elegans,Eucalyptus elegans,,Species ,D.Nicolle,680,"Kogan, Qld",27,7,0,150,41,36,27.11666667,150.6933333,51,3,R051/T03,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,3
Eucalyptus elegans,Eucalyptus elegans,Eucalyptus elegans,,Species ,D.Nicolle,680,"Kogan, Qld",27,7,0,150,41,36,27.11666667,150.6933333,51,4,R051/T04,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,3
Eucalyptus chloroclada,Eucalyptus chloroclada,Eucalyptus chloroclada,,Species ,D.Nicolle,6806,"Pilliga, NSW",30,46,17,149,29,59,30.77138889,149.4997222,161,11,R161/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus chloroclada,Eucalyptus chloroclada,Eucalyptus chloroclada,,Species ,D.Nicolle,6806,"Pilliga, NSW",30,46,17,149,29,59,30.77138889,149.4997222,162,10,R162/T10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus chloroclada,Eucalyptus chloroclada,Eucalyptus chloroclada,,Species ,D.Nicolle,6806,"Pilliga, NSW",30,46,17,149,29,59,30.77138889,149.4997222,162,11,R162/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2015,0,0,4,3
Eucalyptus leptophylla,Eucalyptus leptophylla,Eucalyptus leptophylla,Synonym of Eucalyptus foecunda,Species ,D.Nicolle,6807,"Nyngan, NSW",32,4,3,146,15,46,32.0675,146.2627778,343,9,R343/T09,Alive,None evident,None evident,?,,,,,,Not applicable,Budded,Budded,2017,0,0,4,4
Eucalyptus leptophylla,Eucalyptus leptophylla,Eucalyptus leptophylla,Synonym of Eucalyptus foecunda,Species ,D.Nicolle,6807,"Nyngan, NSW",32,4,3,146,15,46,32.0675,146.2627778,343,10,R343/T10,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus leptophylla,Eucalyptus leptophylla,Eucalyptus leptophylla,Synonym of Eucalyptus foecunda,Species ,D.Nicolle,6807,"Nyngan, NSW",32,4,3,146,15,46,32.0675,146.2627778,343,11,R343/T11,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus leptophylla,Eucalyptus leptophylla,Eucalyptus leptophylla,Synonym of Eucalyptus foecunda,Species ,D.Nicolle,6807,"Nyngan, NSW",32,4,3,146,15,46,32.0675,146.2627778,343,12,R343/T12,Alive,None evident,None evident,?,,,,,,Not applicable,,,2017,0,0,4,4
Eucalyptus woollsiana (E. pilligaensis),Eucalyptus woollsiana,Eucalyptus woollsiana,,Species ,D.Nicolle,681,"Kogan, Qld",27,9,4,150,39,31,27.15111111,150.6586111,49,5,R049/T05,Alive,None evident,None evident,?,,,,,,None evident,,,1994,0,0,4,4
