UniqueID,Yearplanted.x,Drought2006Scale.mean,Drought2006Scale.sd,Drought2006Scale.l,Drought2019Scale.mean,Drought2019Scale.sd,Drought2019Scale.l,Drought2020Scale.mean,Drought2020Scale.sd,Drought2020Scale.l,Taxonsimplified_DN,Provenance.x,latitude,longitude,AICorrected,Aridclass,MAT,MTWarmQ,MTColdQ,AP,PWetM,PDryM,PS,PWetQ,PDryQ,PWarmQ,PColdQ,MDR,ISOT,TS,MaxTWarmM,MinTCM,TAR,MTWetQ,MeanTDryQ,et0_yr_corrected,PrecDeficit,Taxonthornhill_AC_VPM,Thornhill_bionomial_tip_match,MotherTreeHeight_AVG_m,RegenStrategysimplified,height_max_m,Habit,LeafLenghtavg_mm,LeafWidth_avg_mm,LeafAreaEst_cm2,n,Diamthickness.mm..mean,Diamthickness.mm..sd,Diamthickness.mm..l,Wooddensity.g.cm3..mean,Wooddensity.g.cm3..sd,Wooddensity.g.cm3..l,Average.Size_cm2.mean,Average.Size_cm2.sd,Average.Size_cm2.l,SLA_m2.kg.mean,SLA_m2.kg.sd,SLA_m2.kg.l,d13C.mean,d13C.sd,d13C.l,totalN.mean,totalN.sd,totalN.l,totalC.mean,totalC.sd,totalC.l
928,1995,0,0,4,0,0,4,0,0,4,Eucalyptus socialis subsp. viridans,"Lochiel, SA",-33.98805556,138.2105556,0.1927,Arid,16.74583,22.51667,10.98333,391,50,17,39.51257,144,53,53,144,13.64167,52.46795,471.4362,31.4,5.4,26,10.98333,22.35,0.2028,-390.7972,Eucalyptus socialis subsp. viridans,NA,4,Lignotuber resprouter,5,Mallee,17.5,15,1.8375,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,1995,0,0,4,0,0,4,0,0,4,Eucalyptus phenax subsp. phenax,"Lochiel, SA",-33.95722222,138.1747222,0.1852,Arid,16.85,22.58333,11.15,379,47,17,38.36503,137,52,52,137,13.48333,52.46433,467.7363,31.4,5.7,25.7,11.15,22.41667,0.2046,-378.7954,eucalyptus phenax subsp. phenax,eucalyptus phenax,5,Lignotuber resprouter,7,Mallee,85,18,10.71,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,1995,0,0,4,0,0,4,0,0,4,Eucalyptus incrassata,"Lochiel, SA",-33.95722222,138.1747222,0.1852,Arid,16.85,22.58333,11.15,379,47,17,38.36503,137,52,52,137,13.48333,52.46433,467.7363,31.4,5.7,25.7,11.15,22.41667,0.2046,-378.7954,Eucalyptus incrassata,eucalyptus incrassata,4,Lignotuber resprouter,8,Mallee,100,20,14,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,1995,0,0,3,0,0,3,0,0,3,Eucalyptus oleosa subsp. ampliata,"Port Germein, SA",-32.99666667,138.0013889,0.1589,Arid,18.425,24.41667,12.33333,384,45,17,29.69078,125,58,65,118,11.86667,47.08995,491.364,32.2,7,25.2,15.33333,24.2,0.2416,-383.7584,Eucalyptus oleosa subsp. ampliata,NA,7,Lignotuber resprouter,14,Mallee,92.5,16,10.36,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus oleosa subsp. ampliata,"Port Germein, SA",-32.99666667,138.0013889,0.1589,Arid,18.425,24.41667,12.33333,384,45,17,29.69078,125,58,65,118,11.86667,47.08995,491.364,32.2,7,25.2,15.33333,24.2,0.2416,-383.7584,Eucalyptus oleosa subsp. ampliata,NA,7,Lignotuber resprouter,14,Mallee,92.5,16,10.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,1995,0,0,4,0,0,4,0,0,4,Eucalyptus conglobata subsp. conglobata,"Boston Island north, SA",-34.69166667,135.925,0.0485,Arid,19.94583321,30.79999924,8.25,128,23,0,79.26377106,59,0,0,55,14.45833302,37.36003494,926.1539917,40,1.299999952,38.70000076,9.683333397,30.79999924,0.2638,-127.7362,Eucalyptus conglobata subsp. conglobata,eucalyptus conglobata,5,Lignotuber resprouter,20,Tree,100,27.5,19.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,1995,0,0,4,0,0,4,0,0,4,Eucalyptus odorata,"Boston Island, SA",-34.725,135.925,0.0495,Arid,23.24583244,34.56666565,11.28333378,141,28,0,85.14082336,74,0,0,74,15.45833302,38.16872406,952.9725342,44.29999924,3.799999952,40.5,11.28333378,34.56666565,0.2844,-140.7156,NA,eucalyptus polybractea,4,Polymorphic,7,Tree,97.5,13,8.8725,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,1995,0,0,3,0,0,3,0,0,3,Eucalyptus conglobata subsp. conglobata,"Boston Island south, SA",-34.74166667,135.9416667,0.058,Arid,23.57083321,34.6166687,12.08333302,162,33,0,86.36349487,84,0,0,84,15.3083334,38.65740585,919.9641113,44.40000153,4.800000191,39.60000229,12.08333302,34.6166687,0.2792,-161.7208,Eucalyptus conglobata subsp. conglobata,eucalyptus conglobata,8,Lignotuber resprouter,20,Mallee,100,27.5,19.25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus conglobata subsp. conglobata,"Boston Island south, SA",-34.74166667,135.9416667,0.058,Arid,23.57083321,34.6166687,12.08333302,162,33,0,86.36349487,84,0,0,84,15.3083334,38.65740585,919.9641113,44.40000153,4.800000191,39.60000229,12.08333302,34.6166687,0.2792,-161.7208,Eucalyptus conglobata subsp. conglobata,eucalyptus conglobata,8,Lignotuber resprouter,20,Mallee,100,27.5,19.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,1995,0,0,4,0,0,4,0,0,4,Eucalyptus angulosa (SA variant),"Port Lincoln, SA",-34.84888889,135.7255556,0.2972,Semiarid,15.82917,19.7,11.93333,483,82,12,62.56343,227,43,43,227,9.508333,51.67572,316.705,25.6,7.2,18.4,11.93333,19.7,0.1625,-482.8375,Eucalyptus angulosa ,eucalyptus angulosa,3,Lignotuber resprouter,5,Mallee,95,33.5,22.2775,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,1995,2.75,0.5,4,1.5,1,4,2,1.154700538,4,Eucalyptus viminalis subsp. Cygnetensis,"Port Lincoln 1, SA",-34.82944444,135.6886111,0.3242,Semiarid,15.67083,19.71667,11.61667,531,91,13,62.2442,249,47,47,249,9.808333,51.62281,332.5621,26,7,19,11.61667,19.71667,0.1637,-530.8363,Eucalyptus viminalis subsp. cygnetensis,NA,7,Combination resprouter,10,Tree,125,19,16.625,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,1995,0,0,3,0,0,3,0,0,3,Eucalyptus albopurpurea,"Sleaford Bay, SA",-34.83972222,135.6983333,0.325,Semiarid,15.60833,19.61667,11.6,528,89,13,61.62775,246,48,48,246,9.666666,51.41844,328.978,25.8,7,18.8,11.6,19.61667,0.1624,-527.8376,Eucalyptus albopurpurea,eucalyptus albopurpurea,5,Lignotuber resprouter,5,Mallee,105,21,15.435,3,2.6125,0.152027958,2,0.675,0.035355339,2,16.62492,1.914279478,2,4.403141267,0.65342347,2,-26.48,1.725340546,2,1.4,0.282842712,2,51.05,1.343502884,2
942,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus albopurpurea,"Sleaford Bay, SA",-34.83972222,135.6983333,0.325,Semiarid,15.60833,19.61667,11.6,528,89,13,61.62775,246,48,48,246,9.666666,51.41844,328.978,25.8,7,18.8,11.6,19.61667,0.1624,-527.8376,Eucalyptus albopurpurea,eucalyptus albopurpurea,5,Lignotuber resprouter,5,Mallee,105,21,15.435,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,1995,0,0,4,0,0,4,0,0,4,Eucalyptus conglobata subsp. conglobata,"Port Lincoln, SA",-34.84916667,135.8672222,0.2871,Semiarid,15.56667,19.51667,11.6,465,78,11,61.13612,216,41,41,216,9.633333,51.51515,323.0841,25.5,6.8,18.7,11.6,19.51667,0.1619,-464.8381,Eucalyptus conglobata subsp. conglobata,eucalyptus conglobata,5,Lignotuber resprouter,20,Mallee,100,27.5,19.25,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,1995,2,0,3,0.666666667,1.154700538,3,1.333333333,0.577350269,3,Eucalyptus petiolaris,"Koppio Hills 2, SA",-34.48583333,135.8575,0.2764,Semiarid,16.0375,20.58333,11.48333,482,80,11,59.22013,221,44,49,221,10.69167,50.9127,373.9417,27.7,6.7,21,11.48333,20.56667,0.1743,-481.8257,eucalyptus petiolaris,eucalyptus petiolaris,7,Combination resprouter,15,Tree,117.5,18.5,15.21625,3,2.998333333,0.295902574,3,0.62,0.072111026,3,18.7442,6.530367482,3,3.839887353,0.180289132,3,-28.27,1.112609545,3,1.066666667,0.115470054,3,50.76666667,0.971253486,3
945,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus petiolaris,"Koppio Hills 2, SA",-34.48583333,135.8575,0.2764,Semiarid,16.0375,20.58333,11.48333,482,80,11,59.22013,221,44,49,221,10.69167,50.9127,373.9417,27.7,6.7,21,11.48333,20.56667,0.1743,-481.8257,eucalyptus petiolaris,eucalyptus petiolaris,7,Combination resprouter,15,Tree,117.5,18.5,15.21625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,1995,2.333333333,1.154700538,3,0.333333333,0.577350269,3,0,0,3,Eucalyptus petiolaris,"Koppio Hills 3, SA",-34.48583333,135.8575,0.2764,Semiarid,16.0375,20.58333,11.48333,482,80,11,59.22013,221,44,49,221,10.69167,50.9127,373.9417,27.7,6.7,21,11.48333,20.56667,0.1743,-481.8257,eucalyptus petiolaris,eucalyptus petiolaris,14,Combination resprouter,15,Tree,117.5,18.5,15.21625,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus petiolaris,"Koppio Hills 3, SA",-34.48583333,135.8575,0.2764,Semiarid,16.0375,20.58333,11.48333,482,80,11,59.22013,221,44,49,221,10.69167,50.9127,373.9417,27.7,6.7,21,11.48333,20.56667,0.1743,-481.8257,eucalyptus petiolaris,eucalyptus petiolaris,14,Combination resprouter,15,Tree,117.5,18.5,15.21625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,1995,0,0,2,0,0,2,0,0,2,Eucalyptus pileata,"Koppio Hills, SA",-34.42861111,135.8647222,0.2813,Semiarid,15.92083,20.5,11.31667,490,81,11,58.55206,223,45,51,223,10.825,51.06132,377.8495,27.7,6.5,21.2,11.31667,20.5,0.1741,-489.8259,eucalyptus pileata,eucalyptus pileata,4,Lignotuber resprouter,6,Mallee,12.5,16,1.4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus pileata x E. cladocalyx subsp. cladocalyx,"Koppio Hills, SA",-34.42861111,135.8647222,0.2813,Semiarid,15.92083,20.5,11.31667,490,81,11,58.55206,223,45,51,223,10.825,51.06132,377.8495,27.7,6.5,21.2,11.31667,20.5,0.1741,-489.8259,eucalyptus pileata,eucalyptus pileata,4,Lignotuber resprouter,6,Mallee,12.5,16,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,1995,0,0,4,0,0,4,0,0,4,Eucalyptus peninsularis,"Koppio Hills, SA",-34.34111111,135.8544444,0.2921,Semiarid,15.575,20.31667,10.86667,507,83,12,57.72459,229,47,54,229,10.75,50.23364,388.0575,27.5,6.1,21.4,10.86667,20.26667,0.1735,-506.8265,NA,eucalyptus stockeri,4,Lignotuber resprouter,6,Mallee,100,16.5,11.55,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,1995,0,0,3,0,0,3,0,0,3,Eucalyptus calycogona subsp. spaffordii,"Yeelanna, SA",-34.1775,135.7283333,0.2328,Semiarid,16.3875,21.23333,11.5,426,72,10,58.67342,194,40,45,194,11.875,52.08333,400.6195,29,6.2,22.8,11.5,21.2,0.1829,-425.8171,Eucalyptus calycogona subsp. spaffordii,NA,4,Lignotuber resprouter,5,Mallee,85,17.5,10.4125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus calycogona subsp. spaffordii,"Yeelanna, SA",-34.1775,135.7283333,0.2328,Semiarid,16.3875,21.23333,11.5,426,72,10,58.67342,194,40,45,194,11.875,52.08333,400.6195,29,6.2,22.8,11.5,21.2,0.1829,-425.8171,Eucalyptus calycogona subsp. spaffordii,NA,4,Lignotuber resprouter,5,Mallee,85,17.5,10.4125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,1995,0,0,4,0,0,4,0,0,4,Eucalyptus yalatensis,"Lock, SA",-33.85805556,135.7105556,0.1977,Arid,16.775,21.8,11.66667,383,61,11,54.24385,168,41,47,168,12.88333,53.68056,412.8752,29.8,5.8,24,11.66667,21.66667,0.1936,-382.8064,Eucalyptus yalatensis,eucalyptus yalatensis,3,Lignotuber resprouter,7,Mallee,90,15.5,9.765,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,1995,0,0,5,0.2,0.447213595,5,0,0,5,Eucalyptus largiflorens,"Wentworth, NSW",-34.01333333,141.9258333,0.1374,Arid,17.65833,24.38333,10.98333,290,31,16,17.01355,90,59,67,78,14.06667,49.35673,543.3266,33.1,4.6,28.5,14.51667,21.45,0.2109,-289.7891,Eucalyptus largiflorens,eucalyptus largiflorens,13,Combination resprouter,20,Tree,120,14,11.76,5,2.118333333,0.302379453,3,0.686666667,0.037859389,3,10.12808667,2.898446885,3,3.832459051,0.424745352,3,-28.75,0.95294281,3,1.033333333,0.057735027,3,50.43333333,0.513160144,3
981,1995,0,0,4,0,0,4,0,0,4,Eucalyptus dumosa,"Mildura, NSW",-34.42083333,142.4494444,0.1516,Arid,17.2625,24.05,10.61667,306,30,18,13.98126,88,68,72,74,13.60833,48.2565,545.0443,32.6,4.4,28.2,17.06667,23.58333,0.2018,-305.7982,Eucalyptus dumosa,eucalyptus dumosa,4,Lignotuber resprouter,10,Mallee,84,16.5,9.702,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,1995,0,0,4,0,0,4,0,0,4,Eucalyptus cyanophylla,"Berri, SA",-34.33333333,140.6569444,0.1288,Arid,17.07917,23.3,10.86667,272,35,12,27.46233,91,48,52,79,14.925,52.55281,502.4913,32.7,4.3,28.4,14.1,22.88333,0.211,-271.789,Eucalyptus cyanophylla,eucalyptus cyanophylla,4,Lignotuber resprouter,5,Mallee,115,26,20.93,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,1995,0,0,3,0.333333333,0.577350269,3,0.333333333,0.577350269,3,Eucalyptus cladocalyx subsp. crassa,"Kangaroo Island, SA",-35.97722222,136.8572222,0.4428,Semiarid,15.15833282,18.98333359,11.46666718,673,111,14,62.62824631,318,58,67,318,7.883333206,48.36400604,308.7425537,24.60000038,8.300000191,16.29999924,11.46666718,18.98333359,0.1519,-672.8481,Eucalyptus cladocalyx subsp. crassa,NA,18,Stem resprouter,45,Tree,117.5,26,21.385,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1053,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus cladocalyx subsp. crassa,"Kangaroo Island, SA",-35.97722222,136.8572222,0.4428,Semiarid,15.15833282,18.98333359,11.46666718,673,111,14,62.62824631,318,58,67,318,7.883333206,48.36400604,308.7425537,24.60000038,8.300000191,16.29999924,11.46666718,18.98333359,0.1519,-672.8481,Eucalyptus cladocalyx subsp. crassa,NA,18,Stem resprouter,45,Tree,117.5,26,21.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,1995,0,0,3,0,0,3,0,0,3,Eucalyptus brachycalyx,"Yumbarra Con. Park, SA",-31.84166667,133.4572222,0.1255,Arid,17.37083244,22.35000038,11.9333334,277,37,11,36.17500687,102,37,43,96,13.35833359,54.52381134,422.5972595,29.79999924,5.300000191,24.5,12.86666679,22.11666679,0.2205,-276.7795,Eucalyptus brachycalyx,eucalyptus brachycalyx,4,Lignotuber resprouter,10,Mallee,80,12.5,7,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus brachycalyx,"Yumbarra Con. Park, SA",-31.84166667,133.4572222,0.1255,Arid,17.37083244,22.35000038,11.9333334,277,37,11,36.17500687,102,37,43,96,13.35833359,54.52381134,422.5972595,29.79999924,5.300000191,24.5,12.86666679,22.11666679,0.2205,-276.7795,Eucalyptus brachycalyx,eucalyptus brachycalyx,4,Lignotuber resprouter,10,Mallee,80,12.5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,1995,0,0,3,0,0,3,0,0,3,Eucalyptus calcareana,"Koonibba, SA",-31.80972222,133.445,0.1206,Arid,17.36249924,22.31666756,11.98333359,268,36,11,35.59199905,98,36,42,92,13.14166641,54.08093262,418.7216797,29.60000038,5.300000191,24.29999924,12.94999981,22.08333397,0.2221,-267.7779,Eucalyptus calcareana,eucalyptus calcareana,3,Lignotuber resprouter,8,Mallee,107.5,17.5,13.16875,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1074,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus calcareana,"Koonibba, SA",-31.80972222,133.445,0.1206,Arid,17.36249924,22.31666756,11.98333359,268,36,11,35.59199905,98,36,42,92,13.14166641,54.08093262,418.7216797,29.60000038,5.300000191,24.29999924,12.94999981,22.08333397,0.2221,-267.7779,Eucalyptus calcareana,eucalyptus calcareana,3,Lignotuber resprouter,8,Mallee,107.5,17.5,13.16875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1076,1995,0,0,4,0,0,4,0,0,4,Eucalyptus capitanea,"Koonibba, SA",-31.79277778,133.43,0.1214,Arid,17.28750038,22.23333359,11.9333334,270,36,11,34.78399658,98,37,43,91,13.09166622,54.09779739,417.4115295,29.5,5.300000191,24.20000076,12.88333321,22,0.2222,-269.7778,NA,eucalyptus angulosa,5,Lignotuber resprouter,4,Mallee,100,29.5,20.65,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1078,1995,0,0,3,0,0,3,0,0,3,Eucalyptus yumbarrana,"Yumbarra Con. Park, SA",-31.81222222,133.4577778,0.121,Arid,17.35833359,22.33333397,11.96666622,269,36,11,35.28372574,98,36,42,92,13.14999962,54.11522675,419.6851501,29.60000038,5.300000191,24.29999924,12.94999981,22.08333397,0.2221,-268.7779,Eucalyptus yumbarrana,eucalyptus yumbarrana,4,Lignotuber resprouter,8,Mallee,100,35,24.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1079,1995,0,0,4,0,0,4,0,0,4,Eucalyptus omissa,"Yumbarra Con. Park, SA",-31.82416667,133.4558333,0.1215,Arid,17.375,22.33333397,11.98333359,269,36,11,35.28372574,98,36,42,92,13.16666698,54.183815,419.4829102,29.60000038,5.300000191,24.29999924,12.94999981,22.08333397,0.2212,-268.7788,eucalyptus leptophylla,eucalyptus leptophylla,3,Lignotuber resprouter,9,Mallee,54,8,3.024,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1081,1995,0,0,3,0,0,3,0,0,3,Eucalyptus sinuensis,"Madura Beach, WA",-32.04555556,127.0430556,0.112,Arid,17.57500076,21.89999962,12.75,242,27,12,22.68730354,77,42,42,71,13.51666641,58.26149368,371.5905762,28.5,5.300000191,23.20000076,13.60000038,21.89999962,0.216,-241.784,eucalyptus discreta,eucalyptus discreta,5,Lignotuber resprouter,6,Mallee,70,8.5,4.165,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,1995,0,0,2,0,0,2,0,0,2,Eucalyptus urna,"Balladonia, WA",-32.82361111,123.5325,0.1615,Arid,16.91666603,21.96666718,11.59999943,305,33,19,15.0087347,89,61,71,81,14.53333378,55.89743423,418.85849,30.70000076,4.699999809,26,12.44999981,18.81666756,0.1887,-304.8113,Eucalyptus urna,eucalyptus urna,6,Obligate seeder,16,Tree,100,15,10.5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus urna,"Balladonia, WA",-32.82361111,123.5325,0.1615,Arid,16.91666603,21.96666718,11.59999943,305,33,19,15.0087347,89,61,71,81,14.53333378,55.89743423,418.85849,30.70000076,4.699999809,26,12.44999981,18.81666756,0.1887,-304.8113,Eucalyptus urna,eucalyptus urna,6,Obligate seeder,16,Tree,100,15,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,1995,0,0,2,0,0,2,0,0,2,Eucalyptus connexa,"Cape Arid, WA",-33.30694444,123.3791667,0.2123,Semiarid,16.28750038,20.86666679,11.4333334,380,45,20,21.42194366,115,70,79,115,13.22500038,55.80168533,383.8804626,28.70000076,5,23.70000076,11.4333334,19.71666718,0.1789,-379.8211,NA,Eucalyptus discreta,6,Lignotuber resprouter,10,Tree,69,11.5,5.5545,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1089,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus connexa,"Cape Arid, WA",-33.30694444,123.3791667,0.2123,Semiarid,16.28750038,20.86666679,11.4333334,380,45,20,21.42194366,115,70,79,115,13.22500038,55.80168533,383.8804626,28.70000076,5,23.70000076,11.4333334,19.71666718,0.1789,-379.8211,NA,Eucalyptus discreta,6,Lignotuber resprouter,10,Tree,69,11.5,5.5545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,1995,0,0,2,0,0,2,0,0,2,Eucalyptus micranthera,"Mt Ragged, WA",-33.46333333,123.4458333,0.233,Semiarid,16.32916641,20.78333282,11.60000038,419,50,21,25.16908073,134,71,76,134,13.25833321,56.65954208,374.7390747,28.70000076,5.300000191,23.40000153,11.60000038,19.63333321,0.1798,-418.8202,eucalyptus micranthera,eucalyptus micranthera,2,Lignotuber resprouter,4,Mallee,87.5,16.5,10.10625,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1090,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus micranthera,"Mt Ragged, WA",-33.46333333,123.4458333,0.233,Semiarid,16.32916641,20.78333282,11.60000038,419,50,21,25.16908073,134,71,76,134,13.25833321,56.65954208,374.7390747,28.70000076,5.300000191,23.40000153,11.60000038,19.63333321,0.1798,-418.8202,eucalyptus micranthera,eucalyptus micranthera,2,Lignotuber resprouter,4,Mallee,87.5,16.5,10.10625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,1995,0,0,3,0,0,3,0,0,3,Eucalyptus discreta,"Mt Ragged, WA",-33.54722222,123.5308333,0.2447,Semiarid,16.13750076,20.51666641,11.55000019,435,52,20,29.07463837,143,69,72,143,13.32500076,57.68398666,365.893219,28.29999924,5.199999809,23.09999847,11.55000019,19.38333321,0.1777,-434.8223,Eucalyptus plauta,eucalyptus discreta,2,Lignotuber resprouter,5,Mallee,75,8.5,4.4625,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1091,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus discreta,"Mt Ragged, WA",-33.54722222,123.5308333,0.2447,Semiarid,16.13750076,20.51666641,11.55000019,435,52,20,29.07463837,143,69,72,143,13.32500076,57.68398666,365.893219,28.29999924,5.199999809,23.09999847,11.55000019,19.38333321,0.1777,-434.8223,Eucalyptus plauta,eucalyptus discreta,2,Lignotuber resprouter,5,Mallee,75,8.5,4.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,1995,0,0,3,0,0,3,0,0,3,Eucalyptus extrica,"Cape Arid, WA",-33.585,123.5783333,0.2455,Semiarid,16.27916718,20.60000038,11.73333359,441,52,19,30.31137466,146,69,80,146,13.35833359,58.07971191,362.7198792,28.39999962,5.400000095,23,11.73333359,19.46666718,0.1796,-440.8204,Eucalyptus extrica,eucalyptus extrica,3,Lignotuber resprouter,4,Mallee,110,35,26.95,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1092,1995,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus extrica,"Cape Arid, WA",-33.585,123.5783333,0.2455,Semiarid,16.27916718,20.60000038,11.73333359,441,52,19,30.31137466,146,69,80,146,13.35833359,58.07971191,362.7198792,28.39999962,5.400000095,23,11.73333359,19.46666718,0.1796,-440.8204,Eucalyptus extrica,eucalyptus extrica,3,Lignotuber resprouter,4,Mallee,110,35,26.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
