UniqueID,Yearplanted.x,Drought2006Scale.mean,Drought2006Scale.sd,Drought2006Scale.l,Drought2019Scale.mean,Drought2019Scale.sd,Drought2019Scale.l,Drought2020Scale.mean,Drought2020Scale.sd,Drought2020Scale.l,Taxonsimplified_DN,Provenance.x,latitude,longitude,AICorrected,Aridclass,MAT,MTWarmQ,MTColdQ,AP,PWetM,PDryM,PS,PWetQ,PDryQ,PWarmQ,PColdQ,MDR,ISOT,TS,MaxTWarmM,MinTCM,TAR,MTWetQ,MeanTDryQ,et0_yr_corrected,PrecDeficit,Taxonthornhill_AC_VPM,Thornhill_bionomial_tip_match,MotherTreeHeight_AVG_m,RegenStrategysimplified,height_max_m,Habit,LeafLenghtavg_mm,LeafWidth_avg_mm,LeafAreaEst_cm2,n,Diamthickness.mm..mean,Diamthickness.mm..sd,Diamthickness.mm..l,Wooddensity.g.cm3..mean,Wooddensity.g.cm3..sd,Wooddensity.g.cm3..l,Average.Size_cm2.mean,Average.Size_cm2.sd,Average.Size_cm2.l,SLA_m2.kg.mean,SLA_m2.kg.sd,SLA_m2.kg.l,d13C.mean,d13C.sd,d13C.l,totalN.mean,totalN.sd,totalN.l,totalC.mean,totalC.sd,totalC.l
1354,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus minniritchi,"Mt Hermannsburg, NT",-24,132.6508333,0.1216,Arid,20.35416603,27.20000076,12.48333359,327,45,12,45.66047287,127,37,122,44,13.375,44.14191437,602.8887329,35,4.699999809,30.29999924,26.56666565,14.39999962,0.2688,-326.7312,eucalyptus minniritchi,eucalyptus minniritchi,2.5,Lignotuber resprouter,5,Mallee,37.5,31.5,8.26875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1354,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus minniritchi,"Mt Hermannsburg, NT",-24,132.6508333,0.1216,Arid,20.35416603,27.20000076,12.48333359,327,45,12,45.66047287,127,37,122,44,13.375,44.14191437,602.8887329,35,4.699999809,30.29999924,26.56666565,14.39999962,0.2688,-326.7312,eucalyptus minniritchi,eucalyptus minniritchi,2.5,Lignotuber resprouter,5,Mallee,37.5,31.5,8.26875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1355,1996,0,0,3,0,0,3,0,0,3,Eucalyptus coolabah,"Palmer River, NT",-24.73611111,133.1827778,0.0964,Arid,21.85416603,29.18333244,13.61666679,282,41,11,38.15041351,109,42,109,45,15.65833282,46.74129486,636.7655029,37.79999924,4.300000191,33.5,29.18333244,15.66666603,0.2924,-281.7076,Eucalyptus coolabah,eucalyptus coolabah,6,Combination resprouter,10,Tree,125,17.5,15.3125,3,2.76,0.45254834,2,0.63,0.028284271,2,22.614,4.649934193,2,6.021915646,0.975775593,2,-29.305,0.671751442,2,1.45,0.070710678,2,51.1,0.848528137,2
1360,1996,0,0,2,0,0,2,0,0,2,Eucalyptus odorata x E. phenax,"Goolwa, SA",-35.46833333,138.7575,0.2884,Semiarid,16.04583359,20.51666641,11.60000038,502,70,17,44.90567398,202,63,63,202,10.22500038,51.12499619,364.9187927,27.20000076,7.199999809,20,11.60000038,20.41666603,0.174,-501.826,NA,NA,6,Lignotuber resprouter,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1360,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus odorata x E. phenax,"Goolwa, SA",-35.46833333,138.7575,0.2884,Semiarid,16.04583359,20.51666641,11.60000038,502,70,17,44.90567398,202,63,63,202,10.22500038,51.12499619,364.9187927,27.20000076,7.199999809,20,11.60000038,20.41666603,0.174,-501.826,NA,NA,6,Lignotuber resprouter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1363,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus dalrympleana subsp. dalrympleana,"Mt Lofty Ranges, SA",-35.02111111,138.785,0.4852,Semiarid,14.23333359,19.13333321,9.483333588,812,121,22,50.83009338,335,86,88,335,10.4333334,48.07987595,395.487793,27,5.300000191,21.70000076,9.483333588,19.13333321,0.1673,-811.8327,Eucalyptus dalrympleana subsp. dalrympleana,eucalyptus dalrympleana,20,Combination resprouter,40,Tree,150,25,26.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1364,1996,0,0,5,0.4,0.547722558,5,0.4,0.547722558,5,Eucalyptus microcarpa,"Happy Valley, SA",-35.08583333,138.5605556,0.3411,Semiarid,15.80416679,20.64999962,11.03333378,610,89,19,48.3809433,249,70,70,249,9.691666603,46.81964493,392.8766785,27.60000038,6.900000095,20.70000076,11.03333378,20.56666565,0.1787,-609.8213,eucalyptus microcarpa,eucalyptus microcarpa,8,Combination resprouter,25,Tree,105,20,14.7,5,2.113333333,0.251810114,3,0.693333333,0.025166115,3,21.44633333,5.284002019,3,5.29395689,1.711025169,3,-29.76333333,0.500033332,3,1.133333333,0.057735027,3,50.46666667,2.052640576,3
1364,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus microcarpa,"Happy Valley, SA",-35.08583333,138.5605556,0.3411,Semiarid,15.80416679,20.64999962,11.03333378,610,89,19,48.3809433,249,70,70,249,9.691666603,46.81964493,392.8766785,27.60000038,6.900000095,20.70000076,11.03333378,20.56666565,0.1787,-609.8213,eucalyptus microcarpa,eucalyptus microcarpa,8,Combination resprouter,25,Tree,105,20,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus elliptica,"Bendemeer, NSW",-30.64166667,151.3416667,0.0137,Hyper arid,20.78333282,29.98333359,10.3166666,37,6,0,65.59536743,17,0,0,13,14.13333321,40.15151596,811.8394775,38,2.799999952,35.20000076,16.46666718,29.98333359,0.2695,-36.7305,Eucalyptus elliptica,eucalyptus elliptica,6,Combination resprouter,20,Tree,135,21.5,20.3175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,1996,2.5,0.577350269,4,1.75,1.5,4,2.25,1.258305739,4,Eucalyptus malacoxylon,"Moonbi, NSW",-30.94166667,151.1416667,0.0754,Arid,12.17083359,22.54999924,1.816666842,146,33,1,87.24916077,83,6,7,71,13.99166679,38.65101242,840.8179321,30.89999962,-5.300000191,36.20000076,3.03333354,17.70000076,0.1935,-145.8065,Eucalyptus malacoxylon,eucalyptus malacoxylon,7,Combination resprouter,20,Tree,195,30,40.95,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1369,1996,0,0,4,0.25,0.5,4,0.25,0.5,4,Eucalyptus dwyeri,"Rocky Glen, NSW",-31.00833333,150.675,0.018,Hyper arid,21.52083397,32.68333435,10.83333302,57,9,1,43.95000839,21,5,5,14,14.65833378,37.29855728,885.6314087,41.90000153,2.599999905,39.30000305,22,32.68333435,0.315,-56.685,Eucalyptus dwyeri,eucalyptus dwyeri,6,Polymorphic,10,Tree,110,18.5,14.245,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,1996,0,0,3,0,0,3,0,0,3,Eucalyptus concinna,"Tarcoola, SA",-30.84222222,134.5719444,0.0724,Arid,19.00416756,25.54999924,12.1833334,193,22,9,22.80241776,57,40,48,49,14.79166698,50.31179047,541.2042847,34.20000076,4.800000191,29.40000153,16.08333397,19.06666565,0.2663,-192.7337,Eucalyptus concinna,eucalyptus concinna,5,Lignotuber resprouter,8,Mallee,106.5,14,10.437,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1391,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus concinna,"Tarcoola, SA",-30.84222222,134.5719444,0.0724,Arid,19.00416756,25.54999924,12.1833334,193,22,9,22.80241776,57,40,48,49,14.79166698,50.31179047,541.2042847,34.20000076,4.800000191,29.40000153,16.08333397,19.06666565,0.2663,-192.7337,Eucalyptus concinna,eucalyptus concinna,5,Lignotuber resprouter,8,Mallee,106.5,14,10.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,1996,0,0,2,0,0,2,0,0,2,Eucalyptus omissa,"Tarcoola, SA",-30.86055556,134.5625,0.0737,Arid,18.94583321,25.48333359,12.14999962,195,22,9,23.20486832,58,40,48,50,14.79166603,50.31179428,539.5977173,34.09999847,4.699999809,29.39999771,16.04999924,19,0.2645,-194.7355,eucalyptus leptophylla,eucalyptus leptophylla,5,Lignotuber resprouter,9,Mallee,54,8,3.024,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus omissa,"Tarcoola, SA",-30.86055556,134.5625,0.0737,Arid,18.94583321,25.48333359,12.14999962,195,22,9,23.20486832,58,40,48,50,14.79166603,50.31179428,539.5977173,34.09999847,4.699999809,29.39999771,16.04999924,19,0.2645,-194.7355,eucalyptus leptophylla,eucalyptus leptophylla,5,Lignotuber resprouter,9,Mallee,54,8,3.024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1393,2000,0,0,4,0,0,4,0,0,4,Eucalyptus oleosa subsp. oleosa,"Tarcoola, SA",-30.80472222,134.1347222,0.0737,Arid,19.06666756,25.41666603,12.4333334,196,21,10,21.20940018,60,41,45,51,14.60000038,50.69444275,524.9949341,33.90000153,5.099999905,28.80000114,16.28333282,24.91666794,0.2658,-195.7342,eucalyptus oleosa subsp. oleosa,eucalyptus oleosa,5,Lignotuber resprouter,10,Mallee,13.5,12.5,1.18125,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1405,1996,0,0,2,0,0,2,0,0,2,Eucalyptus gypsophila,"Yumbarra Con. Park, SA",-31.65777778,133.7786111,0.1117,Arid,17.46666718,22.75,11.84999943,255,33,10,34.50204849,93,36,41,85,13.39999962,53.38645554,441.6875305,30.39999962,5.300000191,25.09999847,12.86666679,22.48333359,0.2281,-254.7719,NA,eucalyptus gypsophila,2,Lignotuber resprouter,6,Mallee,97.5,20,13.65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus oleosa subsp. ampliata,"Kimba, SA",-33.20555556,136.1933333,0.166,Arid,16.80833244,22.39999962,11.0666666,343,44,14,37.5986557,127,49,51,127,13.1833334,51.29701614,462.6447449,30.89999962,5.199999809,25.70000076,11.0666666,22.31666565,0.2065,-342.7935,Eucalyptus oleosa subsp. ampliata,NA,6,Lignotuber resprouter,14,Mallee,92.5,16,10.36,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1408,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus oleosa subsp. ampliata,"Kimba, SA",-33.20555556,136.1933333,0.166,Arid,16.80833244,22.39999962,11.0666666,343,44,14,37.5986557,127,49,51,127,13.1833334,51.29701614,462.6447449,30.89999962,5.199999809,25.70000076,11.0666666,22.31666565,0.2065,-342.7935,Eucalyptus oleosa subsp. ampliata,NA,6,Lignotuber resprouter,14,Mallee,92.5,16,10.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eremicola subsp. eremicola,"Maralinga, SA",-29.85722222,131.2455556,0.068,Arid,18.95416641,24.81666756,12.51666641,183,19,12,13.41199684,51,39,49,42,14.42500019,51.5178566,499.9611816,33.70000076,5.699999809,28,21.70000076,13.69999981,0.2689,-182.7311,Eucalyptus eremicola subsp. eremicola,eucalyptus eremicola,2,Lignotuber resprouter,4,Mallee,72.5,11.5,5.83625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,2017,NA,NA,2,0,0,2,0,0,2,Eucalyptus eremicola subsp. eremicola,"Maralinga, SA",-29.85722222,131.2455556,0.068,Arid,18.95416641,24.81666756,12.51666641,183,19,12,13.41199684,51,39,49,42,14.42500019,51.5178566,499.9611816,33.70000076,5.699999809,28,21.70000076,13.69999981,0.2689,-182.7311,Eucalyptus eremicola subsp. eremicola,eucalyptus eremicola,2,Lignotuber resprouter,4,Mallee,72.5,11.5,5.83625,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus eremicola subsp. eremicola,"Maralinga, SA",-29.85722222,131.2455556,0.068,Arid,18.95416641,24.81666756,12.51666641,183,19,12,13.41199684,51,39,49,42,14.42500019,51.5178566,499.9611816,33.70000076,5.699999809,28,21.70000076,13.69999981,0.2689,-182.7311,Eucalyptus eremicola subsp. eremicola,eucalyptus eremicola,2,Lignotuber resprouter,4,Mallee,72.5,11.5,5.83625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus vokesensis,"Maralinga, SA",-29.73083333,131.0858333,0.0661,Arid,19.10416603,25.04999924,12.5666666,181,19,11,14.14318848,50,38,49,40,14.70833302,51.60818863,506.7653809,34.09999847,5.599999905,28.49999809,21.89999962,13.78333378,0.2737,-180.7263,Eucalyptus vokesensis,eucalyptus vokesensis,4,Lignotuber resprouter,7,Mallee,90,37,23.31,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1502,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus vokesensis,"Maralinga, SA",-29.73083333,131.0858333,0.0661,Arid,19.10416603,25.04999924,12.5666666,181,19,11,14.14318848,50,38,49,40,14.70833302,51.60818863,506.7653809,34.09999847,5.599999905,28.49999809,21.89999962,13.78333378,0.2737,-180.7263,Eucalyptus vokesensis,eucalyptus vokesensis,4,Lignotuber resprouter,7,Mallee,90,37,23.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,1996,0,0,3,0,0,3,0,0,3,Eucalyptus canescens subsp. beadellii,"Oak Valley, SA",-29.33527778,130.2208333,0.0622,Arid,19.37916756,25.53333282,12.65000057,173,20,9,20.78223228,52,31,50,35,15.17500019,51.44068146,522.034729,34.59999847,5.099999905,29.49999809,23.01666641,13.98333359,0.2779,-172.7221,Eucalyptus canescens subsp. beadellii,NA,4,Lignotuber resprouter,3,Mallee,100,35,24.5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus canescens subsp. beadellii,"Oak Valley, SA",-29.33527778,130.2208333,0.0622,Arid,19.37916756,25.53333282,12.65000057,173,20,9,20.78223228,52,31,50,35,15.17500019,51.44068146,522.034729,34.59999847,5.099999905,29.49999809,23.01666641,13.98333359,0.2779,-172.7221,Eucalyptus canescens subsp. beadellii,NA,4,Lignotuber resprouter,3,Mallee,100,35,24.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus glomerosa,"Voakes Hill, SA",-28.88222222,130.4619444,0.0646,Arid,19.77499962,26.28333282,12.63333321,187,24,10,23.76971817,59,33,58,36,15.39999962,50.49180222,551.9284668,35.40000153,4.900000095,30.50000191,25.85000038,14.08333302,0.2891,-186.7109,Eucalyptus glomerosa,eucalyptus glomerosa,7,Lignotuber resprouter,5,Mallee,66.5,15.5,7.21525,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,2000,0,0,2,0,0,2,0,0,2,Eucalyptus glomerosa,"Voakes Hill, SA",-28.88222222,130.4619444,0.0646,Arid,19.77499962,26.28333282,12.63333321,187,24,10,23.76971817,59,33,58,36,15.39999962,50.49180222,551.9284668,35.40000153,4.900000095,30.50000191,25.85000038,14.08333302,0.2891,-186.7109,Eucalyptus glomerosa,eucalyptus glomerosa,7,Lignotuber resprouter,5,Mallee,66.5,15.5,7.21525,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1508,2000,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus glomerosa,"Voakes Hill, SA",-28.88222222,130.4619444,0.0646,Arid,19.77499962,26.28333282,12.63333321,187,24,10,23.76971817,59,33,58,36,15.39999962,50.49180222,551.9284668,35.40000153,4.900000095,30.50000191,25.85000038,14.08333302,0.2891,-186.7109,Eucalyptus glomerosa,eucalyptus glomerosa,7,Lignotuber resprouter,5,Mallee,66.5,15.5,7.21525,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,1998,0,0,4,0,0,4,0,0,4,Eucalyptus eremicola subsp. peeneri,"Voakes Hill, SA",-28.51166667,129.4780556,0.0678,Arid,19.78333282,26.43333244,12.46666622,196,28,9,31.6312809,67,30,65,34,15.56666565,50.05359268,564.6090088,35.59999847,4.5,31.09999847,25.94999886,14.01666641,0.2887,-195.7113,Eucalyptus eremicola subsp. peeneri,NA,3,Lignotuber resprouter,6,Mallee,75,9.5,4.9875,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,1996,0,0,2,0,0,2,0,0,2,Eucalyptus gypsophila,"Serpentine Lakes, WA",-28.50972222,128.9944444,0.0654,Arid,19.97083282,26.63333321,12.61666679,190,29,9,34.25123215,67,28,65,33,15.35833359,49.70334625,565.5024414,35.59999847,4.699999809,30.89999771,26.13333321,14.1833334,0.2902,-189.7098,NA,eucalyptus gypsophila,5,Lignotuber resprouter,6,Mallee,97.5,20,13.65,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus gypsophila,"Serpentine Lakes, WA",-28.50972222,128.9944444,0.0654,Arid,19.97083282,26.63333321,12.61666679,190,29,9,34.25123215,67,28,65,33,15.35833359,49.70334625,565.5024414,35.59999847,4.699999809,30.89999771,26.13333321,14.1833334,0.2902,-189.7098,NA,eucalyptus gypsophila,5,Lignotuber resprouter,6,Mallee,97.5,20,13.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,1997,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus alatissima,"Ilkurlka, WA",-28.3125,127.2375,0.0704,Arid,20.05833435,26.86666679,12.53333282,201,32,9,38.67007065,73,28,73,35,15.25,49.03536987,578.3669434,35.70000076,4.599999905,31.10000038,26.86666679,14.13333321,0.2853,-200.7147,NA,Eucalyptus kingsmillii,6,Lignotuber resprouter,7,Mallee,92.5,20,12.95,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus alatissima,"Ilkurlka, WA",-28.3125,127.2375,0.0704,Arid,20.05833435,26.86666679,12.53333282,201,32,9,38.67007065,73,28,73,35,15.25,49.03536987,578.3669434,35.70000076,4.599999905,31.10000038,26.86666679,14.13333321,0.2853,-200.7147,NA,Eucalyptus kingsmillii,6,Lignotuber resprouter,7,Mallee,92.5,20,12.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,1997,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus alatissima,"Ilkurlka, WA",-28.3125,127.2375,0.0704,Arid,20.05833435,26.86666679,12.53333282,201,32,9,38.67007065,73,28,73,35,15.25,49.03536987,578.3669434,35.70000076,4.599999905,31.10000038,26.86666679,14.13333321,0.2853,-200.7147,NA,Eucalyptus kingsmillii,6,Lignotuber resprouter,7,Mallee,92.5,20,12.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus trivalva,"Neale Junction, WA",-28.30111111,126.2213889,0.0738,Arid,20.18333435,27.11666679,12.5,210,33,9,37.69717789,76,31,76,40,15.28333282,48.67303467,589.1687012,35.90000153,4.5,31.40000153,27.11666679,14.13333321,0.2845,-209.7155,E. trivalvis,NA,4,Lignotuber resprouter,5,Mallee,95,18,11.97,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1535,1997,0,0,2,0,0,2,0,0,2,Eucalyptus youngiana,"Neale Junction, WA",-28.305,125.8436111,0.0683,Arid,20.6875,27.64999962,12.9333334,198,33,8,39.85129929,73,29,73,38,15.4416666,48.55870056,593.5950928,36.5,4.699999809,31.79999924,27.64999962,14.61666679,0.2897,-197.7103,Eucalyptus youngiana,eucalyptus youngiana,3,Lignotuber resprouter,10,Mallee,127.5,26,23.205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,1996,0,0,2,0,0,2,0,0,2,Eucalyptus effusa subsp. exsul,"Morton Craig Range, WA",-28.22777778,124.6658333,0.0734,Arid,20.625,27.54999924,12.98333359,208,35,9,36.945755,74,32,72,43,14.5666666,47.14131546,587.4695435,36.09999847,5.199999809,30.89999771,24.39999962,17.71666718,0.2831,-207.7169,Eucalyptus effusa subsp. exsul,NA,6,Lignotuber resprouter,4,Tree,87.5,12.5,7.65625,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus effusa subsp. exsul,"Morton Craig Range, WA",-28.22777778,124.6658333,0.0734,Arid,20.625,27.54999924,12.98333359,208,35,9,36.945755,74,32,72,43,14.5666666,47.14131546,587.4695435,36.09999847,5.199999809,30.89999771,24.39999962,17.71666718,0.2831,-207.7169,Eucalyptus effusa subsp. exsul,NA,6,Lignotuber resprouter,4,Tree,87.5,12.5,7.65625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,1996,0,0,4,0,0,4,0,0,4,Eucalyptus eremicola subsp. peeneri,"Lake Yeo, WA",-28.10111111,124.2125,0.0731,Arid,20.875,27.93333435,13.0666666,209,36,9,37.79394913,75,32,71,45,14.64999962,46.65605164,599.5509644,36.59999847,5.199999809,31.39999771,24.70000076,17.89999962,0.2857,-208.7143,Eucalyptus eremicola subsp. peeneri,NA,6,Lignotuber resprouter,6,Mallee,75,9.5,4.9875,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,1996,0,0,4,0,0,4,0,0,4,Eucalyptus striaticalyx,"Milly Soak, WA",-27.28611111,117.9288889,0.0684,Arid,21.87916756,30.01666641,13.63333321,201,29,7,43.97681046,70,22,50,62,13.60833359,43.06434631,665.09552,38.5,6.900000095,31.60000038,26.66666794,21.41666603,0.2935,-200.7065,NA,eucalyptus gypsophila,9.5,Obligate seeder,12,Tree,115,16,12.88,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,2002,NA,NA,3,0,0,3,0,0,3,Eucalyptus striaticalyx,"Milly Soak, WA",-27.28611111,117.9288889,0.0684,Arid,21.87916756,30.01666641,13.63333321,201,29,7,43.97681046,70,22,50,62,13.60833359,43.06434631,665.09552,38.5,6.900000095,31.60000038,26.66666794,21.41666603,0.2935,-200.7065,NA,eucalyptus gypsophila,9.5,Obligate seeder,12,Tree,115,16,12.88,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,2002,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus striaticalyx,"Milly Soak, WA",-27.28611111,117.9288889,0.0684,Arid,21.87916756,30.01666641,13.63333321,201,29,7,43.97681046,70,22,50,62,13.60833359,43.06434631,665.09552,38.5,6.900000095,31.60000038,26.66666794,21.41666603,0.2935,-200.7065,NA,eucalyptus gypsophila,9.5,Obligate seeder,12,Tree,115,16,12.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus repullulans,"Tallering Peak, WA",-28.09305556,115.6580556,0.1081,Arid,20.75,27.73333359,13.84999943,272,44,6,56.38282394,125,24,55,115,14.11666679,48.34474564,571.3858643,36.70000076,7.5,29.20000076,15.05000019,22.84999847,0.2514,-271.7486,E. gypsophila,NA,5,Lignotuber resprouter,5,Mallee,98.5,19,13.1005,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1550,1996,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus repullulans,"Tallering Peak, WA",-28.09305556,115.6580556,0.1081,Arid,20.75,27.73333359,13.84999943,272,44,6,56.38282394,125,24,55,115,14.11666679,48.34474564,571.3858643,36.70000076,7.5,29.20000076,15.05000019,22.84999847,0.2514,-271.7486,E. gypsophila,NA,5,Lignotuber resprouter,5,Mallee,98.5,19,13.1005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,1996,0,NA,NA,NA,NA,NA,NA,NA,NA,Eucalyptus effusa subsp. exsul,"Youanmi, WA",-28.60416667,118.7944444,0.0981,Arid,20.24583244,28.18333435,12.1833334,266,34,10,37.39749146,93,31,70,87,14.15833282,44.66351318,650.0645752,37,5.300000191,31.70000076,13.3166666,19.76666641,0.2711,-265.7289,Eucalyptus effusa subsp. exsul,NA,6,Lignotuber resprouter,4,Mallee,87.5,12.5,7.65625,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
