TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,,,,,,,,,,,,,,,
Eucalyptus sp. 'Cable Haul Road' (aff. hypolaena),Eucalyptus sp. Cable Haul Road,Eucalyptus hypolaena,,Species ,D.Nicolle,3639,"Fraser Range, WA",31,48,59,123,04,49,205,38,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,,,,,,,,,,,,,,,
Eucalyptus protensa,Eucalyptus protensa,Eucalyptus protensa,,Species ,D.Nicolle,3641,"Fraser Range, WA",31,49,14,123,04,33,222,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus protensa,Eucalyptus protensa,Eucalyptus protensa,,Species ,D.Nicolle,3641,"Fraser Range, WA",31,49,14,123,04,33,222,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus protensa,Eucalyptus protensa,Eucalyptus protensa,,Species ,D.Nicolle,3641,"Fraser Range, WA",31,49,14,123,04,33,222,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus protensa,Eucalyptus protensa,Eucalyptus protensa,,Species ,D.Nicolle,3641,"Fraser Range, WA",31,49,14,123,04,33,222,10,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,,Subspecies,D.Nicolle,3642,"Fraser Range north, WA",31,57,19,122,55,21,222,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,,Subspecies,D.Nicolle,3642,"Fraser Range north, WA",31,57,19,122,55,21,222,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,,Subspecies,D.Nicolle,3642,"Fraser Range north, WA",31,57,19,122,55,21,222,8,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus horistes subsp. horistes,Eucalyptus horistes subsp. horistes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3643,"Fraser Range, WA",32,04,31,122,29,35,222,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus horistes subsp. horistes,Eucalyptus horistes subsp. horistes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3643,"Fraser Range, WA",32,04,31,122,29,35,222,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus horistes subsp. horistes,Eucalyptus horistes subsp. horistes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3643,"Fraser Range, WA",32,04,31,122,29,35,222,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus horistes subsp. horistes,Eucalyptus horistes subsp. horistes,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3643,"Fraser Range, WA",32,04,31,122,29,35,222,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus pileata,Eucalyptus pileata,Eucalyptus pileata,,Species ,D.Nicolle,3644,"Norseman, WA",32,31,26,121,36,48,222,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus pileata,Eucalyptus pileata,Eucalyptus pileata,,Species ,D.Nicolle,3644,"Norseman, WA",32,31,26,121,36,48,222,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus pileata,Eucalyptus pileata,Eucalyptus pileata,,Species ,D.Nicolle,3644,"Norseman, WA",32,31,26,121,36,48,222,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus pileata,Eucalyptus pileata,Eucalyptus pileata,,Species ,D.Nicolle,3644,"Norseman, WA",32,31,26,121,36,48,222,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus gracilis,Eucalyptus gracilis,Eucalyptus gracilis,,Species ,D.Nicolle,3645,"Norseman, WA",32,24,17,121,46,38,222,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus gracilis,Eucalyptus gracilis,Eucalyptus gracilis,,Species ,D.Nicolle,3645,"Norseman, WA",32,24,17,121,46,38,222,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus gracilis,Eucalyptus gracilis,Eucalyptus gracilis,,Species ,D.Nicolle,3645,"Norseman, WA",32,24,17,121,46,38,222,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus gracilis,Eucalyptus gracilis,Eucalyptus gracilis,,Species ,D.Nicolle,3645,"Norseman, WA",32,24,17,121,46,38,222,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus stricklandii,Eucalyptus stricklandii,Eucalyptus stricklandii,,Species ,D.Nicolle,3646,"Norseman, WA",32,11,39,121,42,39,222,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus stricklandii,Eucalyptus stricklandii,Eucalyptus stricklandii,,Species ,D.Nicolle,3646,"Norseman, WA",32,11,39,121,42,39,222,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus stricklandii,Eucalyptus stricklandii,Eucalyptus stricklandii,,Species ,D.Nicolle,3646,"Norseman, WA",32,11,39,121,42,39,222,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus stricklandii,Eucalyptus stricklandii,Eucalyptus stricklandii,,Species ,D.Nicolle,3646,"Norseman, WA",32,11,39,121,42,39,222,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,3647,"Norseman west, WA",32,11,39,121,42,39,222,21,Alive,None evident,None evident,?,,,,,,None evident,,,2001,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,3647,"Norseman west, WA",32,11,39,121,42,39,222,22,Alive,None evident,None evident,?,,,,,,None evident,,,2001,,,,,,,,,,,,,,,
Eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,,Species ,D.Nicolle,3647,"Norseman west, WA",32,11,39,121,42,39,222,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus eremophila x E. stricklandii,Eucalyptus eremophila x E. stricklandii,,,Hybrid,D.Nicolle,3648,"Norseman, WA",32,11,09,121,40,48,221,1,Alive,None evident,None evident,?,,,,,,None evident,,,2001,,,,,,,,,,,,,,,
Eucalyptus eremophila x E. stricklandii,Eucalyptus eremophila x E. stricklandii,,,Hybrid,D.Nicolle,3648,"Norseman, WA",32,11,09,121,40,48,221,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus eremophila x E. stricklandii,Eucalyptus eremophila x E. stricklandii,,,Hybrid,D.Nicolle,3648,"Norseman, WA",32,11,09,121,40,48,221,4,Alive,None evident,None evident,?,,,,,,None evident,,,2001,,,,,,,,,,,,,,,
Eucalyptus eremophila x E. stricklandii,Eucalyptus eremophila x E. stricklandii,,,Hybrid,D.Nicolle,3648,"Norseman, WA",32,11,09,121,40,48,221,3,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,,Species ,D.Nicolle,3650,"Norseman, WA",32,11,20,121,39,14,221,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,,Species ,D.Nicolle,3650,"Norseman, WA",32,11,20,121,39,14,221,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,,Species ,D.Nicolle,3650,"Norseman, WA",32,11,20,121,39,14,221,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,,Species ,D.Nicolle,3650,"Norseman, WA",32,11,20,121,39,14,221,11,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3653,"Bronzite Ridge 1, WA",32,11,28,121,18,06,221,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3653,"Bronzite Ridge 1, WA",32,11,28,121,18,06,221,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3653,"Bronzite Ridge 1, WA",32,11,28,121,18,06,221,14,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3653,"Bronzite Ridge 1, WA",32,11,28,121,18,06,221,15,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus pterocarpa,Eucalyptus pterocarpa,Eucalyptus pterocarpa,,Species ,D.Nicolle,3656,"Bronzite Ridge, WA",32,11,29,121,17,06,221,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus pterocarpa,Eucalyptus pterocarpa,Eucalyptus pterocarpa,,Species ,D.Nicolle,3656,"Bronzite Ridge, WA",32,11,29,121,17,06,221,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus pterocarpa,Eucalyptus pterocarpa,Eucalyptus pterocarpa,,Species ,D.Nicolle,3656,"Bronzite Ridge, WA",32,11,29,121,17,06,221,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus pterocarpa,Eucalyptus pterocarpa,Eucalyptus pterocarpa,,Species ,D.Nicolle,3656,"Bronzite Ridge, WA",32,11,29,121,17,06,221,8,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3657,"Bronzite Ridge 2, WA",32,11,29,121,17,06,221,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3657,"Bronzite Ridge 2, WA",32,11,29,121,17,06,221,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3657,"Bronzite Ridge 2, WA",32,11,29,121,17,06,221,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,,Species ,D.Nicolle,3660,"Disappointment Rock, WA",32,10,24,121,08,15,221,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,,Species ,D.Nicolle,3660,"Disappointment Rock, WA",32,10,24,121,08,15,221,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,,Species ,D.Nicolle,3660,"Disappointment Rock, WA",32,10,24,121,08,15,221,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,,Species ,D.Nicolle,3660,"Disappointment Rock, WA",32,10,24,121,08,15,221,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus histophylla,Eucalyptus histophylla,Eucalyptus histophylla,,Species ,D.Nicolle,3661,"Disappointment Rock, WA",32,08,44,120,59,39,221,25,Alive,None evident,None evident,?,,,,,,None evident,,,2001,,,,,,,,,,,,,,,
Eucalyptus histophylla,Eucalyptus histophylla,Eucalyptus histophylla,,Species ,D.Nicolle,3661,"Disappointment Rock, WA",32,08,44,120,59,39,221,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus histophylla,Eucalyptus histophylla,Eucalyptus histophylla,,Species ,D.Nicolle,3661,"Disappointment Rock, WA",32,08,44,120,59,39,221,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus histophylla,Eucalyptus histophylla,Eucalyptus histophylla,,Species ,D.Nicolle,3661,"Disappointment Rock, WA",32,08,44,120,59,39,221,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Fraser Range' (aff. ridigula),Eucalyptus ridigula,Eucalyptus ridigula,,Species ,D.Nicolle,3662,"Disappointment Rock, WA",32,08,03,120,55,47,221,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Fraser Range' (aff. ridigula),Eucalyptus ridigula,Eucalyptus ridigula,,Species ,D.Nicolle,3662,"Disappointment Rock, WA",32,08,03,120,55,47,221,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Fraser Range' (aff. ridigula),Eucalyptus ridigula,Eucalyptus ridigula,,Species ,D.Nicolle,3662,"Disappointment Rock, WA",32,08,03,120,55,47,221,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Fraser Range' (aff. ridigula),Eucalyptus ridigula,Eucalyptus ridigula,,Species ,D.Nicolle,3662,"Disappointment Rock, WA",32,08,03,120,55,47,221,19,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,3665,"Mt Day, WA",32,13,27,120,29,53,205,17,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,,,,,,,,,,,,,,,
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,3665,"Mt Day, WA",32,13,27,120,29,53,205,19,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,,,,,,,,,,,,,,,
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,3665,"Mt Day, WA",32,13,27,120,29,53,205,20,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,,,,,,,,,,,,,,,
Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,3665,"Mt Day, WA",32,13,27,120,29,53,205,18,Dead,,,,,,,,,,,,2002,,,,,,,,,,,,,,,
Eucalyptus vittata,Eucalyptus vittata,Eucalyptus vittata,,Species ,D.Nicolle,3667,"South Ironcap, WA",32,29,07,119,45,47,226,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus vittata,Eucalyptus vittata,Eucalyptus vittata,,Species ,D.Nicolle,3667,"South Ironcap, WA",32,29,07,119,45,47,226,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus vittata,Eucalyptus vittata,Eucalyptus vittata,,Species ,D.Nicolle,3667,"South Ironcap, WA",32,29,07,119,45,47,226,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus vittata,Eucalyptus vittata,Eucalyptus vittata,,Species ,D.Nicolle,3667,"South Ironcap, WA",32,29,07,119,45,47,226,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus polita,Eucalyptus polita,Eucalyptus polita,,Species ,D.Nicolle,3669,"South Ironcap, WA",32,35,55,119,44,11,226,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus polita,Eucalyptus polita,Eucalyptus polita,,Species ,D.Nicolle,3669,"South Ironcap, WA",32,35,55,119,44,11,226,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus polita,Eucalyptus polita,Eucalyptus polita,,Species ,D.Nicolle,3669,"South Ironcap, WA",32,35,55,119,44,11,226,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus polita,Eucalyptus polita,Eucalyptus polita,,Species ,D.Nicolle,3669,"South Ironcap, WA",32,35,55,119,44,11,226,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus olivina,Eucalyptus olivina,Eucalyptus olivina,,Species ,D.Nicolle,3670,"South Ironcap, WA",32,36,43,119,44,07,226,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus olivina,Eucalyptus olivina,Eucalyptus olivina,,Species ,D.Nicolle,3670,"South Ironcap, WA",32,36,43,119,44,07,226,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus olivina,Eucalyptus olivina,Eucalyptus olivina,,Species ,D.Nicolle,3670,"South Ironcap, WA",32,36,43,119,44,07,226,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus olivina,Eucalyptus olivina,Eucalyptus olivina,,Species ,D.Nicolle,3670,"South Ironcap, WA",32,36,43,119,44,07,226,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,,Species ,D.Nicolle,3671,"South Ironcap, WA",32,40,45,119,46,49,226,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,,Species ,D.Nicolle,3671,"South Ironcap, WA",32,40,45,119,46,49,226,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,,Species ,D.Nicolle,3671,"South Ironcap, WA",32,40,45,119,46,49,226,15,Alive,Slight,None evident,?,Moderate,"Primary, secondary & tertiary branches",3 - 6 months,None evident,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,,Species ,D.Nicolle,3671,"South Ironcap, WA",32,40,45,119,46,49,226,13,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,,Species ,D.Nicolle,3673,"Hatter Hill, WA",32,49,39,119,58,56,226,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,,Species ,D.Nicolle,3673,"Hatter Hill, WA",32,49,39,119,58,56,226,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,,Species ,D.Nicolle,3673,"Hatter Hill, WA",32,49,39,119,58,56,226,32,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,,Species ,D.Nicolle,3673,"Hatter Hill, WA",32,49,39,119,58,56,226,29,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,3675,"Varley, WA",32,49,17,119,31,46,228,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,3675,"Varley, WA",32,49,17,119,31,46,228,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,3675,"Varley, WA",32,49,17,119,31,46,228,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,3675,"Varley, WA",32,49,17,119,31,46,228,24,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus exigua,Eucalyptus exigua,Eucalyptus exigua,,Species ,D.Nicolle,3676,"Varley, WA",32,49,17,119,31,46,228,18,Alive,None evident,Dead (non-drought),,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus exigua,Eucalyptus exigua,Eucalyptus exigua,,Species ,D.Nicolle,3676,"Varley, WA",32,49,17,119,31,46,228,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus exigua,Eucalyptus exigua,Eucalyptus exigua,,Species ,D.Nicolle,3676,"Varley, WA",32,49,17,119,31,46,228,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus exigua,Eucalyptus exigua,Eucalyptus exigua,,Species ,D.Nicolle,3676,"Varley, WA",32,49,17,119,31,46,228,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,3678,"Hyden, WA",32,26,50,119,19,36,228,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,3678,"Hyden, WA",32,26,50,119,19,36,228,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,3678,"Hyden, WA",32,26,50,119,19,36,228,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,,Species ,D.Nicolle,3678,"Hyden, WA",32,26,50,119,19,36,228,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,3679,"King Rocks, WA",32,19,35,119,09,24,222,37,Alive,Moderate,Severe,?,Scattered,Basal only,3 - 9 months,None evident,,Slight,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,3679,"King Rocks, WA",32,19,35,119,09,24,222,38,Alive,None evident,Slight,?,None evident,,,,,Moderate,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,3679,"King Rocks, WA",32,19,35,119,09,24,222,36,Alive,Slight,Slight,?,Moderate,Basal + trunk,3 - 9 months,None evident,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,,Subspecies,D.Nicolle,3681,"Moorine Rock, WA",31,14,02,118,58,39,226,36,Alive,None evident,None evident,?,,,,,,None evident,Budded,Budded,2001,,,,,,,,,,,,,,,
Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,,Subspecies,D.Nicolle,3681,"Moorine Rock, WA",31,14,02,118,58,39,226,38,Alive,None evident,None evident,?,,,,,,None evident,,,2001,,,,,,,,,,,,,,,
Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,,Subspecies,D.Nicolle,3681,"Moorine Rock, WA",31,14,02,118,58,39,226,37,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,3683,"Kokerbin Hill, WA",31,53,43,117,42,31,228,7,Alive,Slight,Slight,?,Scattered,Basal only,3 - 6 months,None evident,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
