TaxonoriginalDN,Taxonsimplified_DN,Acceptedname_ALA,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,3683,"Kokerbin Hill, WA",31,53,43,117,42,31,228,5,Alive,Slight,Slight,?,Scattered,Primary & secondary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,3683,"Kokerbin Hill, WA",31,53,43,117,42,31,228,6,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,,Species ,D.Nicolle,3683,"Kokerbin Hill, WA",31,53,43,117,42,31,228,8,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,3685,"Quairading, WA",32,00,16,117,08,16,232,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,3685,"Quairading, WA",32,00,16,117,08,16,232,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,3685,"Quairading, WA",32,00,16,117,08,16,232,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,3685,"Quairading, WA",32,00,16,117,08,16,232,10,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,,Species ,D.Nicolle,3691,"Calingiri, WA",31,03,51,116,29,37,232,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,,Species ,D.Nicolle,3691,"Calingiri, WA",31,03,51,116,29,37,232,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,,Species ,D.Nicolle,3691,"Calingiri, WA",31,03,51,116,29,37,232,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,,Species ,D.Nicolle,3691,"Calingiri, WA",31,03,51,116,29,37,232,4,Alive,None evident,None evident,?,,,,,,None evident,,,2001,,,,,,,,,,,,,,,
Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,08,232,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,08,232,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,08,232,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,08,232,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus diminuta - E. stowardii intergrade,,,,Intergrade,D.Nicolle,3697,"Watheroo, WA",30,16,20,116,02,23,226,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus diminuta - E. stowardii intergrade,,,,Intergrade,D.Nicolle,3697,"Watheroo, WA",30,16,20,116,02,23,226,34,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus diminuta - E. stowardii intergrade,,,,Intergrade,D.Nicolle,3697,"Watheroo, WA",30,16,20,116,02,23,226,35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,3698,"Watheroo, WA",30,08,38,116,03,23,232,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,3698,"Watheroo, WA",30,08,38,116,03,23,232,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,3698,"Watheroo, WA",30,08,38,116,03,23,232,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus incrassata ,Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,3698,"Watheroo, WA",30,08,38,116,03,23,232,13,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus albida,Eucalyptus albida,Eucalyptus albida,,Species ,D.Nicolle,3699,"Coorow, WA",30,03,20,115,44,17,231,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus albida,Eucalyptus albida,Eucalyptus albida,,Species ,D.Nicolle,3699,"Coorow, WA",30,03,20,115,44,17,231,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus albida,Eucalyptus albida,Eucalyptus albida,,Species ,D.Nicolle,3699,"Coorow, WA",30,03,20,115,44,17,231,17,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus albida,Eucalyptus albida,Eucalyptus albida,,Species ,D.Nicolle,3699,"Coorow, WA",30,03,20,115,44,17,231,20,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus decipiens ,Eucalyptus decipiens,Eucalyptus decipiens,,Species ,D.Nicolle,3700,"Coorow, WA",30,04,41,115,36,42,231,23,Alive,Dead,,,,,,,6 - 12 months,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus decipiens ,Eucalyptus decipiens,Eucalyptus decipiens,,Species ,D.Nicolle,3700,"Coorow, WA",30,04,41,115,36,42,231,22,Alive,Slight,Moderate,?,Extensive,Trunk + tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus decipiens ,Eucalyptus decipiens,Eucalyptus decipiens,,Species ,D.Nicolle,3700,"Coorow, WA",30,04,41,115,36,42,231,21,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus decipiens ,Eucalyptus decipiens,Eucalyptus decipiens,,Species ,D.Nicolle,3700,"Coorow, WA",30,04,41,115,36,42,231,24,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),Eucalyptus x stoaptera,,,Hybrid,D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),Eucalyptus x stoaptera,,,Hybrid,D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,1,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),Eucalyptus x stoaptera,,,Hybrid,D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,4,Alive,Slight,None evident,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),Eucalyptus x stoaptera,,,Hybrid,D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,2,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,,Subspecies,D.Nicolle,3704,"No Tree Hill, WA",33,46,57,120,03,06,220,6,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,,Subspecies,D.Nicolle,3704,"No Tree Hill, WA",33,46,57,120,03,06,220,7,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,,Subspecies,D.Nicolle,3704,"No Tree Hill, WA",33,46,57,120,03,06,220,8,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,,Subspecies,D.Nicolle,3704,"No Tree Hill, WA",33,46,57,120,03,06,220,5,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,,Species ,D.Nicolle,3705,"Hopetoun, WA",33,56,50,120,06,59,229,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,,Species ,D.Nicolle,3705,"Hopetoun, WA",33,56,50,120,06,59,229,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,,Species ,D.Nicolle,3705,"Hopetoun, WA",33,56,50,120,06,59,229,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,,Species ,D.Nicolle,3705,"Hopetoun, WA",33,56,50,120,06,59,229,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa,,Species ,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,06,59,230,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa,,Species ,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,06,59,230,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa,,Species ,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,06,59,230,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa,,Species ,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,06,59,230,8,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,3710,"Stokes Inlet, WA",33,51,00,121,08,39,238,9,Alive,Severe,Severe,?,Scattered,Secondary & tertiary branches,3 - 6 months,Moderate,,Moderate,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,3710,"Stokes Inlet, WA",33,51,00,121,08,39,238,10,Alive,Slight,Slight,?,None evident,,,,,Moderate,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,3710,"Stokes Inlet, WA",33,51,00,121,08,39,238,11,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,3710,"Stokes Inlet, WA",33,51,00,121,08,39,238,12,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Esperance' (aff. phenax),Eucalyptus sp. Esperance,Eucalyptus phenax,,Species,D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Esperance' (aff. phenax),Eucalyptus sp. Esperance,Eucalyptus phenax,,Species,D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Esperance' (aff. phenax),Eucalyptus sp. Esperance,Eucalyptus phenax,,Species,D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Esperance' (aff. phenax),Eucalyptus sp. Esperance,Eucalyptus phenax,,Species,D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,3712,"Cascades, WA",33,16,21,120,47,54,228,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,3712,"Cascades, WA",33,16,21,120,47,54,228,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,3712,"Cascades, WA",33,16,21,120,47,54,228,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,,Species ,D.Nicolle,3712,"Cascades, WA",33,16,21,120,47,54,228,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,,Species,D.Nicolle,3713,"Cascade, WA",33,12,42,120,42,38,223,37,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,,Species,D.Nicolle,3713,"Cascade, WA",33,12,42,120,42,38,223,38,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus subtilis ,Eucalyptus subtilis,Eucalyptus subtilis,,Species ,D.Nicolle,3715,"Cascades, WA",33,14,25,120,29,47,228,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus subtilis ,Eucalyptus subtilis,Eucalyptus subtilis,,Species ,D.Nicolle,3715,"Cascades, WA",33,14,25,120,29,47,228,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus subtilis ,Eucalyptus subtilis,Eucalyptus subtilis,,Species ,D.Nicolle,3715,"Cascades, WA",33,14,25,120,29,47,228,31,Alive,None evident,Severe,???,Moderate,"Basal + primary, secondary & tertiary branches",3 - 6 months,Slight,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus subtilis ,Eucalyptus subtilis,Eucalyptus subtilis,,Species ,D.Nicolle,3715,"Cascades, WA",33,14,25,120,29,47,228,29,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus quaerenda,Eucalyptus quaerenda,Eucalyptus quaerenda,,Species ,D.Nicolle,3719,"Lake King, WA",33,05,40,119,32,41,224,38,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,,Subspecies,D.Nicolle,3721,"Lake Grace, WA",33,06,19,118,52,31,229,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,,Subspecies,D.Nicolle,3721,"Lake Grace, WA",33,06,19,118,52,31,229,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,,Subspecies,D.Nicolle,3721,"Lake Grace, WA",33,06,19,118,52,31,229,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3722,"Lake Grace, WA",33,06,19,118,52,31,231,26,Alive,Dead,,,,,,,6 - 12 months,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3722,"Lake Grace, WA",33,06,19,118,52,31,231,27,Alive,Dead,,,,,,,6 - 12 months,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3722,"Lake Grace, WA",33,06,19,118,52,31,231,28,Alive,Moderate,Moderate,?,Moderate,Primary & secondary branches,3 - 9 months,None evident,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3722,"Lake Grace, WA",33,06,19,118,52,31,231,25,Alive,Moderate,Slight,?,Scattered,Primary & secondary branches,3 - 9 months,None evident,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,3724,"Lake Grace, WA",33,06,23,118,31,01,231,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,3724,"Lake Grace, WA",33,06,23,118,31,01,231,8,Alive,Slight,Moderate,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus obesa,Eucalyptus obesa,Eucalyptus obesa,,Species ,D.Nicolle,3724,"Lake Grace, WA",33,06,23,118,31,01,231,7,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus obesa x E. neutra?,Eucalyptus obesa x E. neutra,,,Hybrid,D.Nicolle,3724,"Lake Grace, WA",33,06,23,118,31,01,231,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus dorrienii,Eucalyptus dorrienii,Eucalyptus falcata,,Species ,D.Nicolle,3725,"Tarin Rock, WA",33,06,46,118,14,06,231,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus dorrienii,Eucalyptus dorrienii,Eucalyptus falcata,,Species ,D.Nicolle,3725,"Tarin Rock, WA",33,06,46,118,14,06,231,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus dorrienii,Eucalyptus dorrienii,Eucalyptus falcata,,Species ,D.Nicolle,3725,"Tarin Rock, WA",33,06,46,118,14,06,231,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus redunca subsp. pluricaulis,Eucalyptus redunca subsp. pluricaulis,Eucalyptus redunca subsp. pluricaulis,,Subspecies,D.Nicolle,3727,"Tarin Rock Nature Res, WA",33,05,30,118,10,52,230,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus redunca subsp. pluricaulis,Eucalyptus redunca subsp. pluricaulis,Eucalyptus redunca subsp. pluricaulis,,Subspecies,D.Nicolle,3727,"Tarin Rock Nature Res, WA",33,05,30,118,10,52,230,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus redunca subsp. pluricaulis,Eucalyptus redunca subsp. pluricaulis,Eucalyptus redunca subsp. pluricaulis,,Subspecies,D.Nicolle,3727,"Tarin Rock Nature Res, WA",33,05,30,118,10,52,230,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus incrassata (smooth fruit form),Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,3731,"Harrismith, WA",33,01,47,117,52,23,230,30,Alive,None evident,Moderate,??,Very scattered,Trunk + primary & secondary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus incrassata (smooth fruit form),Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,3731,"Harrismith, WA",33,01,47,117,52,23,230,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus incrassata (smooth fruit form),Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,3731,"Harrismith, WA",33,01,47,117,52,23,230,31,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus incrassata (smooth fruit form),Eucalyptus incrassata,Eucalyptus incrassata,,Species ,D.Nicolle,3731,"Harrismith, WA",33,01,47,117,52,23,230,29,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,,Species ,D.Nicolle,3735,"Dardadine, WA",33,14,34,116,55,07,238,20,Alive,Moderate,Moderate,?,None evident,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,,Species ,D.Nicolle,3735,"Dardadine, WA",33,14,34,116,55,07,238,17,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,,Species ,D.Nicolle,3735,"Dardadine, WA",33,14,34,116,55,07,238,18,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus pachyloma,Eucalyptus pachyloma,Eucalyptus pachyloma,,Species ,D.Nicolle,3735,"Dardadine, WA",33,14,34,116,55,07,238,19,Dead,,,,,,,,,,,,2001,,,,,,,,,,,,,,,
Eucalyptus extensa,Eucalyptus extensa,Eucalyptus extensa,,Species ,D.Nicolle,3739,"Tarin Rock, WA",33,41,27,117,45,13,230,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus extensa,Eucalyptus extensa,Eucalyptus extensa,,Species ,D.Nicolle,3739,"Tarin Rock, WA",33,41,27,117,45,13,230,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus extensa,Eucalyptus extensa,Eucalyptus extensa,,Species ,D.Nicolle,3739,"Tarin Rock, WA",33,41,27,117,45,13,230,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus extensa,Eucalyptus extensa,Eucalyptus extensa,,Species ,D.Nicolle,3739,"Tarin Rock, WA",33,41,27,117,45,13,230,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,,,,,,,,,,,,,,,
Eucalyptus sp. 'Sullivan Soak' (aff. horistes),Eucalyptus sp. Sullivan Soak,Eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3742,"Ongerup, WA",33,40,36,118,20,39,231,10,Alive,Dead,,,,,,,3 - 6 months,None evident,,,2001,,,,,,,,,,,,,,,
