TaxonoriginalDN,taxonsimplified_dn,Taxonsimplified_DN,Acceptedname_ALA,acceptedname_ala,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,RowTree
Eucalyptus sp. 'Cable Haul Road' (aff. hypolaena),eucalyptus sp. cable haul road,Eucalyptus sp. Cable Haul Road,Eucalyptus hypolaena,eucalyptus hypolaena,,Species ,D.Nicolle,3639,"Fraser Range, WA",31,48,59,123,4,49,205,38,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,R205/T38
Eucalyptus protensa,eucalyptus protensa,Eucalyptus protensa,Eucalyptus protensa,eucalyptus protensa,,Species ,D.Nicolle,3641,"Fraser Range, WA",31,49,14,123,4,33,222,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T09
Eucalyptus protensa,eucalyptus protensa,Eucalyptus protensa,Eucalyptus protensa,eucalyptus protensa,,Species ,D.Nicolle,3641,"Fraser Range, WA",31,49,14,123,4,33,222,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T11
Eucalyptus protensa,eucalyptus protensa,Eucalyptus protensa,Eucalyptus protensa,eucalyptus protensa,,Species ,D.Nicolle,3641,"Fraser Range, WA",31,49,14,123,4,33,222,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T12
Eucalyptus protensa,eucalyptus protensa,Eucalyptus protensa,Eucalyptus protensa,eucalyptus protensa,,Species ,D.Nicolle,3641,"Fraser Range, WA",31,49,14,123,4,33,222,10,Dead,,,,,,,,,,,,2001,R222/T10
Eucalyptus fraseri subsp. melanobasis,eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,eucalyptus fraseri subsp. melanobasis,,Subspecies,D.Nicolle,3642,"Fraser Range north, WA",31,57,19,122,55,21,222,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T05
Eucalyptus fraseri subsp. melanobasis,eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,eucalyptus fraseri subsp. melanobasis,,Subspecies,D.Nicolle,3642,"Fraser Range north, WA",31,57,19,122,55,21,222,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T06
Eucalyptus fraseri subsp. melanobasis,eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,Eucalyptus fraseri subsp. melanobasis,eucalyptus fraseri subsp. melanobasis,,Subspecies,D.Nicolle,3642,"Fraser Range north, WA",31,57,19,122,55,21,222,8,Dead,,,,,,,,,,,,2001,R222/T08
Eucalyptus horistes subsp. horistes,eucalyptus horistes subsp. horistes,Eucalyptus horistes subsp. horistes,Eucalyptus horistes,eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3643,"Fraser Range, WA",32,4,31,122,29,35,222,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T01
Eucalyptus horistes subsp. horistes,eucalyptus horistes subsp. horistes,Eucalyptus horistes subsp. horistes,Eucalyptus horistes,eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3643,"Fraser Range, WA",32,4,31,122,29,35,222,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T02
Eucalyptus horistes subsp. horistes,eucalyptus horistes subsp. horistes,Eucalyptus horistes subsp. horistes,Eucalyptus horistes,eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3643,"Fraser Range, WA",32,4,31,122,29,35,222,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T03
Eucalyptus horistes subsp. horistes,eucalyptus horistes subsp. horistes,Eucalyptus horistes subsp. horistes,Eucalyptus horistes,eucalyptus horistes,Synonym of Eucalyptus kochii subsp. borealis ,Species ,D.Nicolle,3643,"Fraser Range, WA",32,4,31,122,29,35,222,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T04
Eucalyptus pileata,eucalyptus pileata,Eucalyptus pileata,Eucalyptus pileata,eucalyptus pileata,,Species ,D.Nicolle,3644,"Norseman, WA",32,31,26,121,36,48,222,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T25
Eucalyptus pileata,eucalyptus pileata,Eucalyptus pileata,Eucalyptus pileata,eucalyptus pileata,,Species ,D.Nicolle,3644,"Norseman, WA",32,31,26,121,36,48,222,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T26
Eucalyptus pileata,eucalyptus pileata,Eucalyptus pileata,Eucalyptus pileata,eucalyptus pileata,,Species ,D.Nicolle,3644,"Norseman, WA",32,31,26,121,36,48,222,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T27
Eucalyptus pileata,eucalyptus pileata,Eucalyptus pileata,Eucalyptus pileata,eucalyptus pileata,,Species ,D.Nicolle,3644,"Norseman, WA",32,31,26,121,36,48,222,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T28
Eucalyptus gracilis,eucalyptus gracilis,Eucalyptus gracilis,Eucalyptus gracilis,eucalyptus gracilis,,Species ,D.Nicolle,3645,"Norseman, WA",32,24,17,121,46,38,222,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T17
Eucalyptus gracilis,eucalyptus gracilis,Eucalyptus gracilis,Eucalyptus gracilis,eucalyptus gracilis,,Species ,D.Nicolle,3645,"Norseman, WA",32,24,17,121,46,38,222,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T18
Eucalyptus gracilis,eucalyptus gracilis,Eucalyptus gracilis,Eucalyptus gracilis,eucalyptus gracilis,,Species ,D.Nicolle,3645,"Norseman, WA",32,24,17,121,46,38,222,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T19
Eucalyptus gracilis,eucalyptus gracilis,Eucalyptus gracilis,Eucalyptus gracilis,eucalyptus gracilis,,Species ,D.Nicolle,3645,"Norseman, WA",32,24,17,121,46,38,222,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T20
Eucalyptus stricklandii,eucalyptus stricklandii,Eucalyptus stricklandii,Eucalyptus stricklandii,eucalyptus stricklandii,,Species ,D.Nicolle,3646,"Norseman, WA",32,11,39,121,42,39,222,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T29
Eucalyptus stricklandii,eucalyptus stricklandii,Eucalyptus stricklandii,Eucalyptus stricklandii,eucalyptus stricklandii,,Species ,D.Nicolle,3646,"Norseman, WA",32,11,39,121,42,39,222,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T30
Eucalyptus stricklandii,eucalyptus stricklandii,Eucalyptus stricklandii,Eucalyptus stricklandii,eucalyptus stricklandii,,Species ,D.Nicolle,3646,"Norseman, WA",32,11,39,121,42,39,222,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T31
Eucalyptus stricklandii,eucalyptus stricklandii,Eucalyptus stricklandii,Eucalyptus stricklandii,eucalyptus stricklandii,,Species ,D.Nicolle,3646,"Norseman, WA",32,11,39,121,42,39,222,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T32
Eucalyptus jimberlanica,eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,eucalyptus jimberlanica,,Species ,D.Nicolle,3647,"Norseman west, WA",32,11,39,121,42,39,222,21,Alive,None evident,None evident,?,,,,,,None evident,,,2001,R222/T21
Eucalyptus jimberlanica,eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,eucalyptus jimberlanica,,Species ,D.Nicolle,3647,"Norseman west, WA",32,11,39,121,42,39,222,22,Alive,None evident,None evident,?,,,,,,None evident,,,2001,R222/T22
Eucalyptus jimberlanica,eucalyptus jimberlanica,Eucalyptus jimberlanica,Eucalyptus jimberlanica,eucalyptus jimberlanica,,Species ,D.Nicolle,3647,"Norseman west, WA",32,11,39,121,42,39,222,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R222/T23
Eucalyptus eremophila x E. stricklandii,eucalyptus eremophila x e. stricklandii,Eucalyptus eremophila x E. stricklandii,,,,Hybrid,D.Nicolle,3648,"Norseman, WA",32,11,9,121,40,48,221,1,Alive,None evident,None evident,?,,,,,,None evident,,,2001,R221/T01
Eucalyptus eremophila x E. stricklandii,eucalyptus eremophila x e. stricklandii,Eucalyptus eremophila x E. stricklandii,,,,Hybrid,D.Nicolle,3648,"Norseman, WA",32,11,9,121,40,48,221,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T02
Eucalyptus eremophila x E. stricklandii,eucalyptus eremophila x e. stricklandii,Eucalyptus eremophila x E. stricklandii,,,,Hybrid,D.Nicolle,3648,"Norseman, WA",32,11,9,121,40,48,221,4,Alive,None evident,None evident,?,,,,,,None evident,,,2001,R221/T04
Eucalyptus eremophila x E. stricklandii,eucalyptus eremophila x e. stricklandii,Eucalyptus eremophila x E. stricklandii,,,,Hybrid,D.Nicolle,3648,"Norseman, WA",32,11,9,121,40,48,221,3,Dead,,,,,,,,,,,,2001,R221/T03
Eucalyptus laevis,eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,eucalyptus laevis,,Species ,D.Nicolle,3650,"Norseman, WA",32,11,20,121,39,14,221,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T09
Eucalyptus laevis,eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,eucalyptus laevis,,Species ,D.Nicolle,3650,"Norseman, WA",32,11,20,121,39,14,221,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T10
Eucalyptus laevis,eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,eucalyptus laevis,,Species ,D.Nicolle,3650,"Norseman, WA",32,11,20,121,39,14,221,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T12
Eucalyptus laevis,eucalyptus laevis,Eucalyptus laevis,Eucalyptus laevis,eucalyptus laevis,,Species ,D.Nicolle,3650,"Norseman, WA",32,11,20,121,39,14,221,11,Dead,,,,,,,,,,,,2001,R221/T11
Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3653,"Bronzite Ridge 1, WA",32,11,28,121,18,6,221,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T13
Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3653,"Bronzite Ridge 1, WA",32,11,28,121,18,6,221,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T16
Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3653,"Bronzite Ridge 1, WA",32,11,28,121,18,6,221,14,Dead,,,,,,,,,,,,2001,R221/T14
Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3653,"Bronzite Ridge 1, WA",32,11,28,121,18,6,221,15,Dead,,,,,,,,,,,,2001,R221/T15
Eucalyptus pterocarpa,eucalyptus pterocarpa,Eucalyptus pterocarpa,Eucalyptus pterocarpa,eucalyptus pterocarpa,,Species ,D.Nicolle,3656,"Bronzite Ridge, WA",32,11,29,121,17,6,221,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T05
Eucalyptus pterocarpa,eucalyptus pterocarpa,Eucalyptus pterocarpa,Eucalyptus pterocarpa,eucalyptus pterocarpa,,Species ,D.Nicolle,3656,"Bronzite Ridge, WA",32,11,29,121,17,6,221,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T06
Eucalyptus pterocarpa,eucalyptus pterocarpa,Eucalyptus pterocarpa,Eucalyptus pterocarpa,eucalyptus pterocarpa,,Species ,D.Nicolle,3656,"Bronzite Ridge, WA",32,11,29,121,17,6,221,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T07
Eucalyptus pterocarpa,eucalyptus pterocarpa,Eucalyptus pterocarpa,Eucalyptus pterocarpa,eucalyptus pterocarpa,,Species ,D.Nicolle,3656,"Bronzite Ridge, WA",32,11,29,121,17,6,221,8,Dead,,,,,,,,,,,,2001,R221/T08
Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3657,"Bronzite Ridge 2, WA",32,11,29,121,17,6,221,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T30
Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3657,"Bronzite Ridge 2, WA",32,11,29,121,17,6,221,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T31
Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,Eucalyptus distuberosa subsp. aerata,eucalyptus distuberosa subsp. aerata,,Subspecies,D.Nicolle,3657,"Bronzite Ridge 2, WA",32,11,29,121,17,6,221,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T32
Eucalyptus frenchiana,eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,eucalyptus frenchiana,,Species ,D.Nicolle,3660,"Disappointment Rock, WA",32,10,24,121,8,15,221,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T21
Eucalyptus frenchiana,eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,eucalyptus frenchiana,,Species ,D.Nicolle,3660,"Disappointment Rock, WA",32,10,24,121,8,15,221,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T22
Eucalyptus frenchiana,eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,eucalyptus frenchiana,,Species ,D.Nicolle,3660,"Disappointment Rock, WA",32,10,24,121,8,15,221,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T23
Eucalyptus frenchiana,eucalyptus frenchiana,Eucalyptus frenchiana,Eucalyptus frenchiana,eucalyptus frenchiana,,Species ,D.Nicolle,3660,"Disappointment Rock, WA",32,10,24,121,8,15,221,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T24
Eucalyptus histophylla,eucalyptus histophylla,Eucalyptus histophylla,Eucalyptus histophylla,eucalyptus histophylla,,Species ,D.Nicolle,3661,"Disappointment Rock, WA",32,8,44,120,59,39,221,25,Alive,None evident,None evident,?,,,,,,None evident,,,2001,R221/T25
Eucalyptus histophylla,eucalyptus histophylla,Eucalyptus histophylla,Eucalyptus histophylla,eucalyptus histophylla,,Species ,D.Nicolle,3661,"Disappointment Rock, WA",32,8,44,120,59,39,221,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T26
Eucalyptus histophylla,eucalyptus histophylla,Eucalyptus histophylla,Eucalyptus histophylla,eucalyptus histophylla,,Species ,D.Nicolle,3661,"Disappointment Rock, WA",32,8,44,120,59,39,221,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T27
Eucalyptus histophylla,eucalyptus histophylla,Eucalyptus histophylla,Eucalyptus histophylla,eucalyptus histophylla,,Species ,D.Nicolle,3661,"Disappointment Rock, WA",32,8,44,120,59,39,221,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T28
Eucalyptus sp. 'Fraser Range' (aff. ridigula),eucalyptus ridigula,Eucalyptus ridigula,Eucalyptus ridigula,eucalyptus ridigula,,Species ,D.Nicolle,3662,"Disappointment Rock, WA",32,8,3,120,55,47,221,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T17
Eucalyptus sp. 'Fraser Range' (aff. ridigula),eucalyptus ridigula,Eucalyptus ridigula,Eucalyptus ridigula,eucalyptus ridigula,,Species ,D.Nicolle,3662,"Disappointment Rock, WA",32,8,3,120,55,47,221,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T18
Eucalyptus sp. 'Fraser Range' (aff. ridigula),eucalyptus ridigula,Eucalyptus ridigula,Eucalyptus ridigula,eucalyptus ridigula,,Species ,D.Nicolle,3662,"Disappointment Rock, WA",32,8,3,120,55,47,221,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R221/T20
Eucalyptus sp. 'Fraser Range' (aff. ridigula),eucalyptus ridigula,Eucalyptus ridigula,Eucalyptus ridigula,eucalyptus ridigula,,Species ,D.Nicolle,3662,"Disappointment Rock, WA",32,8,3,120,55,47,221,19,Dead,,,,,,,,,,,,2001,R221/T19
Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,3665,"Mt Day, WA",32,13,27,120,29,53,205,17,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,R205/T17
Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,3665,"Mt Day, WA",32,13,27,120,29,53,205,19,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,R205/T19
Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,3665,"Mt Day, WA",32,13,27,120,29,53,205,20,Alive,None evident,None evident,?,,,,,,Not applicable,Flowered,Flowered,2002,R205/T20
Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,Eucalyptus flocktoniae subsp. hebes,eucalyptus flocktoniae subsp. hebes,,Subspecies,D.Nicolle,3665,"Mt Day, WA",32,13,27,120,29,53,205,18,Dead,,,,,,,,,,,,2002,R205/T18
Eucalyptus vittata,eucalyptus vittata,Eucalyptus vittata,Eucalyptus vittata,eucalyptus vittata,,Species ,D.Nicolle,3667,"South Ironcap, WA",32,29,7,119,45,47,226,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T17
Eucalyptus vittata,eucalyptus vittata,Eucalyptus vittata,Eucalyptus vittata,eucalyptus vittata,,Species ,D.Nicolle,3667,"South Ironcap, WA",32,29,7,119,45,47,226,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T18
Eucalyptus vittata,eucalyptus vittata,Eucalyptus vittata,Eucalyptus vittata,eucalyptus vittata,,Species ,D.Nicolle,3667,"South Ironcap, WA",32,29,7,119,45,47,226,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T19
Eucalyptus vittata,eucalyptus vittata,Eucalyptus vittata,Eucalyptus vittata,eucalyptus vittata,,Species ,D.Nicolle,3667,"South Ironcap, WA",32,29,7,119,45,47,226,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T20
Eucalyptus polita,eucalyptus polita,Eucalyptus polita,Eucalyptus polita,eucalyptus polita,,Species ,D.Nicolle,3669,"South Ironcap, WA",32,35,55,119,44,11,226,25,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T25
Eucalyptus polita,eucalyptus polita,Eucalyptus polita,Eucalyptus polita,eucalyptus polita,,Species ,D.Nicolle,3669,"South Ironcap, WA",32,35,55,119,44,11,226,26,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T26
Eucalyptus polita,eucalyptus polita,Eucalyptus polita,Eucalyptus polita,eucalyptus polita,,Species ,D.Nicolle,3669,"South Ironcap, WA",32,35,55,119,44,11,226,27,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T27
Eucalyptus polita,eucalyptus polita,Eucalyptus polita,Eucalyptus polita,eucalyptus polita,,Species ,D.Nicolle,3669,"South Ironcap, WA",32,35,55,119,44,11,226,28,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T28
Eucalyptus olivina,eucalyptus olivina,Eucalyptus olivina,Eucalyptus olivina,eucalyptus olivina,,Species ,D.Nicolle,3670,"South Ironcap, WA",32,36,43,119,44,7,226,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T21
Eucalyptus olivina,eucalyptus olivina,Eucalyptus olivina,Eucalyptus olivina,eucalyptus olivina,,Species ,D.Nicolle,3670,"South Ironcap, WA",32,36,43,119,44,7,226,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T22
Eucalyptus olivina,eucalyptus olivina,Eucalyptus olivina,Eucalyptus olivina,eucalyptus olivina,,Species ,D.Nicolle,3670,"South Ironcap, WA",32,36,43,119,44,7,226,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T23
Eucalyptus olivina,eucalyptus olivina,Eucalyptus olivina,Eucalyptus olivina,eucalyptus olivina,,Species ,D.Nicolle,3670,"South Ironcap, WA",32,36,43,119,44,7,226,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T24
Eucalyptus rugulata,eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,eucalyptus rugulata,,Species ,D.Nicolle,3671,"South Ironcap, WA",32,40,45,119,46,49,226,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T14
Eucalyptus rugulata,eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,eucalyptus rugulata,,Species ,D.Nicolle,3671,"South Ironcap, WA",32,40,45,119,46,49,226,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T16
Eucalyptus rugulata,eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,eucalyptus rugulata,,Species ,D.Nicolle,3671,"South Ironcap, WA",32,40,45,119,46,49,226,15,Alive,Slight,None evident,?,Moderate,"Primary, secondary & tertiary branches",3 - 6 months,None evident,,None evident,Flowered,Flowered,2001,R226/T15
Eucalyptus rugulata,eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,eucalyptus rugulata,,Species ,D.Nicolle,3671,"South Ironcap, WA",32,40,45,119,46,49,226,13,Dead,,,,,,,,,,,,2001,R226/T13
Eucalyptus rugulata,eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,eucalyptus rugulata,,Species ,D.Nicolle,3673,"Hatter Hill, WA",32,49,39,119,58,56,226,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T30
Eucalyptus rugulata,eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,eucalyptus rugulata,,Species ,D.Nicolle,3673,"Hatter Hill, WA",32,49,39,119,58,56,226,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T31
Eucalyptus rugulata,eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,eucalyptus rugulata,,Species ,D.Nicolle,3673,"Hatter Hill, WA",32,49,39,119,58,56,226,32,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,R226/T32
Eucalyptus rugulata,eucalyptus rugulata,Eucalyptus rugulata,Eucalyptus rugulata,eucalyptus rugulata,,Species ,D.Nicolle,3673,"Hatter Hill, WA",32,49,39,119,58,56,226,29,Dead,,,,,,,,,,,,2001,R226/T29
Eucalyptus alipes,eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,eucalyptus alipes,,Species ,D.Nicolle,3675,"Varley, WA",32,49,17,119,31,46,228,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T21
Eucalyptus alipes,eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,eucalyptus alipes,,Species ,D.Nicolle,3675,"Varley, WA",32,49,17,119,31,46,228,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T22
Eucalyptus alipes,eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,eucalyptus alipes,,Species ,D.Nicolle,3675,"Varley, WA",32,49,17,119,31,46,228,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T23
Eucalyptus alipes,eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,eucalyptus alipes,,Species ,D.Nicolle,3675,"Varley, WA",32,49,17,119,31,46,228,24,Dead,,,,,,,,,,,,2001,R228/T24
Eucalyptus exigua,eucalyptus exigua,Eucalyptus exigua,Eucalyptus exigua,eucalyptus exigua,,Species ,D.Nicolle,3676,"Varley, WA",32,49,17,119,31,46,228,18,Alive,None evident,Dead (non-drought),,,,,,,None evident,Flowered,Flowered,2001,R228/T18
Eucalyptus exigua,eucalyptus exigua,Eucalyptus exigua,Eucalyptus exigua,eucalyptus exigua,,Species ,D.Nicolle,3676,"Varley, WA",32,49,17,119,31,46,228,17,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T17
Eucalyptus exigua,eucalyptus exigua,Eucalyptus exigua,Eucalyptus exigua,eucalyptus exigua,,Species ,D.Nicolle,3676,"Varley, WA",32,49,17,119,31,46,228,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T19
Eucalyptus exigua,eucalyptus exigua,Eucalyptus exigua,Eucalyptus exigua,eucalyptus exigua,,Species ,D.Nicolle,3676,"Varley, WA",32,49,17,119,31,46,228,20,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T20
Eucalyptus alipes,eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,eucalyptus alipes,,Species ,D.Nicolle,3678,"Hyden, WA",32,26,50,119,19,36,228,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T09
