TaxonoriginalDN,taxonsimplified_dn,Taxonsimplified_DN,Acceptedname_ALA,acceptedname_ala,Note Gbif,Taxonresolution_ALA,Collector,UniqueID,Provenance,Latitudedegrees,Latitudeminutes,Latitudeseconds,Longitudedegrees,Longitudeminutes,Longitudeseconds,Row,Tree,StatusFeb2016,Drought2019,Drought2020,Recovery2019-2020,Regrowth,RegrowthLocation,RegrowthAge,Regrowthdieback,Timesincedeath(June2019),Drought2006,MaturityMar2020,Maturity at June 2019,Yearplanted,RowTree
Eucalyptus alipes,eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,eucalyptus alipes,,Species ,D.Nicolle,3678,"Hyden, WA",32,26,50,119,19,36,228,10,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T10
Eucalyptus alipes,eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,eucalyptus alipes,,Species ,D.Nicolle,3678,"Hyden, WA",32,26,50,119,19,36,228,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T11
Eucalyptus alipes,eucalyptus alipes,Eucalyptus alipes,Eucalyptus alipes,eucalyptus alipes,,Species ,D.Nicolle,3678,"Hyden, WA",32,26,50,119,19,36,228,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T12
Eucalyptus caesia subsp. caesia,eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,eucalyptus caesia,,Species ,D.Nicolle,3679,"King Rocks, WA",32,19,35,119,9,24,222,37,Alive,Moderate,Severe,?,Scattered,Basal only,3 - 9 months,None evident,,Slight,Flowered,Flowered,2001,R222/T37
Eucalyptus caesia subsp. caesia,eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,eucalyptus caesia,,Species ,D.Nicolle,3679,"King Rocks, WA",32,19,35,119,9,24,222,38,Alive,None evident,Slight,?,None evident,,,,,Moderate,Flowered,Flowered,2001,R222/T38
Eucalyptus caesia subsp. caesia,eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,eucalyptus caesia,,Species ,D.Nicolle,3679,"King Rocks, WA",32,19,35,119,9,24,222,36,Alive,Slight,Slight,?,Moderate,Basal + trunk,3 - 9 months,None evident,,None evident,Flowered,Flowered,2001,R222/T36
Eucalyptus crucis subsp. crucis,eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,eucalyptus crucis subsp. crucis,,Subspecies,D.Nicolle,3681,"Moorine Rock, WA",31,14,2,118,58,39,226,36,Alive,None evident,None evident,?,,,,,,None evident,Budded,Budded,2001,R226/T36
Eucalyptus crucis subsp. crucis,eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,eucalyptus crucis subsp. crucis,,Subspecies,D.Nicolle,3681,"Moorine Rock, WA",31,14,2,118,58,39,226,38,Alive,None evident,None evident,?,,,,,,None evident,,,2001,R226/T38
Eucalyptus crucis subsp. crucis,eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,Eucalyptus crucis subsp. crucis,eucalyptus crucis subsp. crucis,,Subspecies,D.Nicolle,3681,"Moorine Rock, WA",31,14,2,118,58,39,226,37,Dead,,,,,,,,,,,,2001,R226/T37
Eucalyptus caesia subsp. caesia,eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,eucalyptus caesia,,Species ,D.Nicolle,3683,"Kokerbin Hill, WA",31,53,43,117,42,31,228,7,Alive,Slight,Slight,?,Scattered,Basal only,3 - 6 months,None evident,,None evident,Flowered,Flowered,2001,R228/T07
Eucalyptus caesia subsp. caesia,eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,eucalyptus caesia,,Species ,D.Nicolle,3683,"Kokerbin Hill, WA",31,53,43,117,42,31,228,5,Alive,Slight,Slight,?,Scattered,Primary & secondary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,2001,R228/T05
Eucalyptus caesia subsp. caesia,eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,eucalyptus caesia,,Species ,D.Nicolle,3683,"Kokerbin Hill, WA",31,53,43,117,42,31,228,6,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,R228/T06
Eucalyptus caesia subsp. caesia,eucalyptus caesia subsp. caesia,Eucalyptus caesia subsp. caesia,Eucalyptus caesia,eucalyptus caesia,,Species ,D.Nicolle,3683,"Kokerbin Hill, WA",31,53,43,117,42,31,228,8,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,R228/T08
Eucalyptus erythronema subsp. inornata,eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,3685,"Quairading, WA",32,0,16,117,8,16,232,9,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T09
Eucalyptus erythronema subsp. inornata,eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,3685,"Quairading, WA",32,0,16,117,8,16,232,11,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T11
Eucalyptus erythronema subsp. inornata,eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,3685,"Quairading, WA",32,0,16,117,8,16,232,12,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T12
Eucalyptus erythronema subsp. inornata,eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,Eucalyptus erythronema subsp. inornata,eucalyptus erythronema subsp. inornata,,Subspecies,D.Nicolle,3685,"Quairading, WA",32,0,16,117,8,16,232,10,Dead,,,,,,,,,,,,2001,R232/T10
Eucalyptus orthostemon,eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,eucalyptus orthostemon,,Species ,D.Nicolle,3691,"Calingiri, WA",31,3,51,116,29,37,232,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T01
Eucalyptus orthostemon,eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,eucalyptus orthostemon,,Species ,D.Nicolle,3691,"Calingiri, WA",31,3,51,116,29,37,232,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T02
Eucalyptus orthostemon,eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,eucalyptus orthostemon,,Species ,D.Nicolle,3691,"Calingiri, WA",31,3,51,116,29,37,232,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T03
Eucalyptus orthostemon,eucalyptus orthostemon,Eucalyptus orthostemon,Eucalyptus orthostemon,eucalyptus orthostemon,,Species ,D.Nicolle,3691,"Calingiri, WA",31,3,51,116,29,37,232,4,Alive,None evident,None evident,?,,,,,,None evident,,,2001,R232/T04
Eucalyptus sargentii subsp. onesis,eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,8,232,21,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T21
Eucalyptus sargentii subsp. onesis,eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,8,232,22,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T22
Eucalyptus sargentii subsp. onesis,eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,8,232,23,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T23
Eucalyptus sargentii subsp. onesis,eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,Eucalyptus sargentii subsp. onesis,eucalyptus sargentii subsp. onesis,,Subspecies,D.Nicolle,3695,"Carani, WA",30,59,51,116,32,8,232,24,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T24
Eucalyptus diminuta - E. stowardii intergrade,,,,,,Intergrade,D.Nicolle,3697,"Watheroo, WA",30,16,20,116,2,23,226,33,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T33
Eucalyptus diminuta - E. stowardii intergrade,,,,,,Intergrade,D.Nicolle,3697,"Watheroo, WA",30,16,20,116,2,23,226,34,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T34
Eucalyptus diminuta - E. stowardii intergrade,,,,,,Intergrade,D.Nicolle,3697,"Watheroo, WA",30,16,20,116,2,23,226,35,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R226/T35
Eucalyptus incrassata ,eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,3698,"Watheroo, WA",30,8,38,116,3,23,232,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T14
Eucalyptus incrassata ,eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,3698,"Watheroo, WA",30,8,38,116,3,23,232,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T15
Eucalyptus incrassata ,eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,3698,"Watheroo, WA",30,8,38,116,3,23,232,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R232/T16
Eucalyptus incrassata ,eucalyptus incrassata,Eucalyptus incrassata,Eucalyptus incrassata,eucalyptus incrassata,,Species ,D.Nicolle,3698,"Watheroo, WA",30,8,38,116,3,23,232,13,Dead,,,,,,,,,,,,2001,R232/T13
Eucalyptus albida,eucalyptus albida,Eucalyptus albida,Eucalyptus albida,eucalyptus albida,,Species ,D.Nicolle,3699,"Coorow, WA",30,3,20,115,44,17,231,18,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R231/T18
Eucalyptus albida,eucalyptus albida,Eucalyptus albida,Eucalyptus albida,eucalyptus albida,,Species ,D.Nicolle,3699,"Coorow, WA",30,3,20,115,44,17,231,19,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R231/T19
Eucalyptus albida,eucalyptus albida,Eucalyptus albida,Eucalyptus albida,eucalyptus albida,,Species ,D.Nicolle,3699,"Coorow, WA",30,3,20,115,44,17,231,17,Dead,,,,,,,,,,,,2001,R231/T17
Eucalyptus albida,eucalyptus albida,Eucalyptus albida,Eucalyptus albida,eucalyptus albida,,Species ,D.Nicolle,3699,"Coorow, WA",30,3,20,115,44,17,231,20,Dead,,,,,,,,,,,,2001,R231/T20
Eucalyptus decipiens ,eucalyptus decipiens,Eucalyptus decipiens,Eucalyptus decipiens,eucalyptus decipiens,,Species ,D.Nicolle,3700,"Coorow, WA",30,4,41,115,36,42,231,23,Alive,Dead,,,,,,,6 - 12 months,None evident,Flowered,Flowered,2001,R231/T23
Eucalyptus decipiens ,eucalyptus decipiens,Eucalyptus decipiens,Eucalyptus decipiens,eucalyptus decipiens,,Species ,D.Nicolle,3700,"Coorow, WA",30,4,41,115,36,42,231,22,Alive,Slight,Moderate,?,Extensive,Trunk + tertiary branches,3 - 6 months,None evident,,None evident,Flowered,Flowered,2001,R231/T22
Eucalyptus decipiens ,eucalyptus decipiens,Eucalyptus decipiens,Eucalyptus decipiens,eucalyptus decipiens,,Species ,D.Nicolle,3700,"Coorow, WA",30,4,41,115,36,42,231,21,Dead,,,,,,,,,,,,2001,R231/T21
Eucalyptus decipiens ,eucalyptus decipiens,Eucalyptus decipiens,Eucalyptus decipiens,eucalyptus decipiens,,Species ,D.Nicolle,3700,"Coorow, WA",30,4,41,115,36,42,231,24,Dead,,,,,,,,,,,,2001,R231/T24
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),eucalyptus x stoaptera,Eucalyptus x stoaptera,,,,Hybrid,D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R231/T03
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),eucalyptus x stoaptera,Eucalyptus x stoaptera,,,,Hybrid,D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,1,Alive,None evident,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,R231/T01
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),eucalyptus x stoaptera,Eucalyptus x stoaptera,,,,Hybrid,D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,4,Alive,Slight,None evident,?,None evident,,,,,None evident,Flowered,Flowered,2001,R231/T04
Eucalyptus x stoaptera (E. stoatei x E. tetraptera),eucalyptus x stoaptera,Eucalyptus x stoaptera,,,,Hybrid,D.Nicolle,3703,"Jerdacuttup, WA",33,43,57,120,22,36,231,2,Dead,,,,,,,,,,,,2001,R231/T02
Eucalyptus lehmannii subsp. parallela,eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,eucalyptus lehmannii subsp. parallela,,Subspecies,D.Nicolle,3704,"No Tree Hill, WA",33,46,57,120,3,6,220,6,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,R220/T06
Eucalyptus lehmannii subsp. parallela,eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,eucalyptus lehmannii subsp. parallela,,Subspecies,D.Nicolle,3704,"No Tree Hill, WA",33,46,57,120,3,6,220,7,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,R220/T07
Eucalyptus lehmannii subsp. parallela,eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,eucalyptus lehmannii subsp. parallela,,Subspecies,D.Nicolle,3704,"No Tree Hill, WA",33,46,57,120,3,6,220,8,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,R220/T08
Eucalyptus lehmannii subsp. parallela,eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,Eucalyptus lehmannii subsp. parallela,eucalyptus lehmannii subsp. parallela,,Subspecies,D.Nicolle,3704,"No Tree Hill, WA",33,46,57,120,3,6,220,5,Dead,,,,,,,,,,,,2001,R220/T05
Eucalyptus utilis,eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus utilis,,Species ,D.Nicolle,3705,"Hopetoun, WA",33,56,50,120,6,59,229,13,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R229/T13
Eucalyptus utilis,eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus utilis,,Species ,D.Nicolle,3705,"Hopetoun, WA",33,56,50,120,6,59,229,14,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R229/T14
Eucalyptus utilis,eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus utilis,,Species ,D.Nicolle,3705,"Hopetoun, WA",33,56,50,120,6,59,229,15,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R229/T15
Eucalyptus utilis,eucalyptus utilis,Eucalyptus utilis,Eucalyptus utilis,eucalyptus utilis,,Species ,D.Nicolle,3705,"Hopetoun, WA",33,56,50,120,6,59,229,16,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R229/T16
Eucalyptus angulosa,eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa,eucalyptus angulosa,,Species ,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,6,59,230,5,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R230/T05
Eucalyptus angulosa,eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa,eucalyptus angulosa,,Species ,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,6,59,230,6,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R230/T06
Eucalyptus angulosa,eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa,eucalyptus angulosa,,Species ,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,6,59,230,7,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R230/T07
Eucalyptus angulosa,eucalyptus angulosa,Eucalyptus angulosa,Eucalyptus angulosa,eucalyptus angulosa,,Species ,D.Nicolle,3706,"Hopetoun, WA",33,56,50,120,6,59,230,8,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R230/T08
Eucalyptus preissiana subsp. lobata,eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,3710,"Stokes Inlet, WA",33,51,0,121,8,39,238,9,Alive,Severe,Severe,?,Scattered,Secondary & tertiary branches,3 - 6 months,Moderate,,Moderate,Flowered,Flowered,2001,R238/T09
Eucalyptus preissiana subsp. lobata,eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,3710,"Stokes Inlet, WA",33,51,0,121,8,39,238,10,Alive,Slight,Slight,?,None evident,,,,,Moderate,Flowered,Flowered,2001,R238/T10
Eucalyptus preissiana subsp. lobata,eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,3710,"Stokes Inlet, WA",33,51,0,121,8,39,238,11,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,R238/T11
Eucalyptus preissiana subsp. lobata,eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,Eucalyptus preissiana subsp. lobata,eucalyptus preissiana subsp. lobata,,Subspecies,D.Nicolle,3710,"Stokes Inlet, WA",33,51,0,121,8,39,238,12,Alive,Slight,Slight,?,None evident,,,,,None evident,Flowered,Flowered,2001,R238/T12
Eucalyptus sp. 'Esperance' (aff. phenax),eucalyptus sp. esperance,Eucalyptus sp. Esperance,Eucalyptus phenax,eucalyptus phenax,,Species,D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R231/T29
Eucalyptus sp. 'Esperance' (aff. phenax),eucalyptus sp. esperance,Eucalyptus sp. Esperance,Eucalyptus phenax,eucalyptus phenax,,Species,D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R231/T30
Eucalyptus sp. 'Esperance' (aff. phenax),eucalyptus sp. esperance,Eucalyptus sp. Esperance,Eucalyptus phenax,eucalyptus phenax,,Species,D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,31,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R231/T31
Eucalyptus sp. 'Esperance' (aff. phenax),eucalyptus sp. esperance,Eucalyptus sp. Esperance,Eucalyptus phenax,eucalyptus phenax,,Species,D.Nicolle,3711,"Cascades, WA",33,18,55,120,50,56,231,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R231/T32
Eucalyptus perangusta,eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,eucalyptus perangusta,,Species ,D.Nicolle,3712,"Cascades, WA",33,16,21,120,47,54,228,1,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T01
Eucalyptus perangusta,eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,eucalyptus perangusta,,Species ,D.Nicolle,3712,"Cascades, WA",33,16,21,120,47,54,228,2,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T02
Eucalyptus perangusta,eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,eucalyptus perangusta,,Species ,D.Nicolle,3712,"Cascades, WA",33,16,21,120,47,54,228,3,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T03
Eucalyptus perangusta,eucalyptus perangusta,Eucalyptus perangusta,Eucalyptus perangusta,eucalyptus perangusta,,Species ,D.Nicolle,3712,"Cascades, WA",33,16,21,120,47,54,228,4,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T04
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),eucalyptus sp. southern wheatbelt,Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,eucalyptus leptocalyx,,Species,D.Nicolle,3713,"Cascade, WA",33,12,42,120,42,38,223,37,Dead,,,,,,,,,,,,2001,R223/T37
Eucalyptus sp. 'Southern wheatbelt' (aff. leptocalyx),eucalyptus sp. southern wheatbelt,Eucalyptus sp. Southern wheatbelt,Eucalyptus leptocalyx,eucalyptus leptocalyx,,Species,D.Nicolle,3713,"Cascade, WA",33,12,42,120,42,38,223,38,Dead,,,,,,,,,,,,2001,R223/T38
Eucalyptus subtilis ,eucalyptus subtilis,Eucalyptus subtilis,Eucalyptus subtilis,eucalyptus subtilis,,Species ,D.Nicolle,3715,"Cascades, WA",33,14,25,120,29,47,228,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T30
Eucalyptus subtilis ,eucalyptus subtilis,Eucalyptus subtilis,Eucalyptus subtilis,eucalyptus subtilis,,Species ,D.Nicolle,3715,"Cascades, WA",33,14,25,120,29,47,228,32,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R228/T32
Eucalyptus subtilis ,eucalyptus subtilis,Eucalyptus subtilis,Eucalyptus subtilis,eucalyptus subtilis,,Species ,D.Nicolle,3715,"Cascades, WA",33,14,25,120,29,47,228,31,Alive,None evident,Severe,???,Moderate,"Basal + primary, secondary & tertiary branches",3 - 6 months,Slight,,None evident,Flowered,Flowered,2001,R228/T31
Eucalyptus subtilis ,eucalyptus subtilis,Eucalyptus subtilis,Eucalyptus subtilis,eucalyptus subtilis,,Species ,D.Nicolle,3715,"Cascades, WA",33,14,25,120,29,47,228,29,Dead,,,,,,,,,,,,2001,R228/T29
Eucalyptus quaerenda,eucalyptus quaerenda,Eucalyptus quaerenda,Eucalyptus quaerenda,eucalyptus quaerenda,,Species ,D.Nicolle,3719,"Lake King, WA",33,5,40,119,32,41,224,38,Dead,,,,,,,,,,,,2001,R224/T38
Eucalyptus suggrandis subsp. promiscua,eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,eucalyptus suggrandis subsp. promiscua,,Subspecies,D.Nicolle,3721,"Lake Grace, WA",33,6,19,118,52,31,229,29,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R229/T29
Eucalyptus suggrandis subsp. promiscua,eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,Eucalyptus suggrandis subsp. promiscua,eucalyptus suggrandis subsp. promiscua,,Subspecies,D.Nicolle,3721,"Lake Grace, WA",33,6,19,118,52,31,229,30,Alive,None evident,None evident,?,,,,,,None evident,Flowered,Flowered,2001,R229/T30
