currentname,RowTree,FieldID,DNNumber
eucalyptus camaldulensis subsp. camaldulensis,R109/T31,CCA2096,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T32,CCA2097,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T33,CCA2098,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T34,CCA2099,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T35,CCA2100,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T36,CCA2101,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T37,CCA2102,823
eucalyptus camaldulensis subsp. camaldulensis,R109/T38,CCA2103,823
eucalyptus occidentalis,R110/T01,CCA2104,170
eucalyptus occidentalis,R110/T02,CCA2105,170
eucalyptus occidentalis,R110/T03,CCA2106,170
eucalyptus occidentalis,R110/T04,CCA2107,170
eucalyptus occidentalis,R110/T05,CCA2108,170
eucalyptus occidentalis,R110/T06,CCA2109,170
eucalyptus occidentalis,R110/T07,CCA2110,170
eucalyptus occidentalis,R110/T08,CCA2111,170
eucalyptus occidentalis,R110/T09,CCA2112,170
eucalyptus occidentalis,R110/T10,CCA2113,170
eucalyptus occidentalis,R110/T11,CCA2114,170
eucalyptus occidentalis,R110/T12,CCA2115,170
eucalyptus occidentalis,R110/T13,CCA2116,170
eucalyptus occidentalis,R110/T14,CCA2117,170
eucalyptus occidentalis,R110/T15,CCA2118,170
eucalyptus occidentalis,R110/T16,CCA2119,170
eucalyptus occidentalis,R110/T17,CCA2120,170
eucalyptus occidentalis,R110/T18,CCA2121,170
eucalyptus occidentalis,R110/T19,CCA2122,170
eucalyptus occidentalis,R110/T20,CCA2123,170
eucalyptus occidentalis,R110/T21,CCA2124,170
eucalyptus occidentalis,R110/T22,CCA2125,170
eucalyptus occidentalis,R110/T23,CCA2126,170
eucalyptus occidentalis,R110/T24,CCA2127,170
eucalyptus occidentalis,R110/T25,CCA2128,170
eucalyptus occidentalis,R110/T26,CCA2129,170
eucalyptus occidentalis,R110/T27,CCA2130,170
eucalyptus occidentalis,R110/T28,CCA2131,170
eucalyptus occidentalis,R110/T29,CCA2132,170
eucalyptus occidentalis,R110/T30,CCA2133,170
eucalyptus occidentalis,R110/T31,CCA2134,170
eucalyptus occidentalis,R110/T32,CCA2135,170
eucalyptus occidentalis,R110/T33,CCA2136,170
eucalyptus occidentalis,R110/T34,CCA2137,170
eucalyptus occidentalis,R110/T35,CCA2138,170
eucalyptus occidentalis,R110/T36,CCA2139,170
eucalyptus occidentalis,R110/T37,CCA2140,170
eucalyptus occidentalis,R110/T38,CCA2141,170
eucalyptus occidentalis,R111/T01,CCA2142,170
eucalyptus occidentalis,R111/T02,CCA2143,170
eucalyptus occidentalis,R111/T03,CCA2144,170
eucalyptus occidentalis,R111/T04,CCA2145,170
eucalyptus occidentalis,R111/T05,CCA2146,170
eucalyptus occidentalis,R111/T06,CCA2147,170
eucalyptus occidentalis,R111/T07,CCA2148,170
eucalyptus occidentalis,R111/T08,CCA2149,170
eucalyptus occidentalis,R111/T09,CCA2150,170
eucalyptus occidentalis,R111/T10,CCA2151,170
eucalyptus occidentalis,R111/T11,CCA2152,170
eucalyptus occidentalis,R111/T12,CCA2153,170
eucalyptus occidentalis,R111/T13,CCA2154,170
eucalyptus occidentalis,R111/T14,CCA2155,170
eucalyptus occidentalis,R111/T15,CCA2156,170
eucalyptus occidentalis,R111/T16,CCA2157,170
eucalyptus occidentalis,R111/T17,CCA2158,170
eucalyptus occidentalis,R111/T18,CCA2159,170
eucalyptus occidentalis,R111/T19,CCA2160,170
eucalyptus occidentalis,R111/T20,CCA2161,170
eucalyptus occidentalis,R111/T21,CCA2162,170
eucalyptus occidentalis,R111/T22,CCA2163,170
eucalyptus occidentalis,R111/T23,CCA2164,170
eucalyptus occidentalis,R111/T24,CCA2165,170
eucalyptus occidentalis,R111/T25,CCA2166,170
eucalyptus occidentalis,R111/T26,CCA2167,170
eucalyptus occidentalis,R111/T27,CCA2168,170
eucalyptus occidentalis,R111/T28,CCA2169,170
eucalyptus occidentalis,R111/T29,CCA2170,170
eucalyptus occidentalis,R111/T30,CCA2171,170
eucalyptus occidentalis,R111/T31,CCA2172,170
eucalyptus occidentalis,R111/T32,CCA2173,170
eucalyptus occidentalis,R111/T33,CCA2174,170
eucalyptus occidentalis,R111/T34,CCA2175,170
eucalyptus occidentalis,R111/T35,CCA2176,170
eucalyptus occidentalis,R111/T36,CCA2177,170
eucalyptus occidentalis,R111/T37,CCA2178,170
eucalyptus occidentalis,R111/T38,CCA2179,170
eucalyptus occidentalis,R112/T01,CCA2180,170
eucalyptus occidentalis,R112/T02,CCA2181,170
eucalyptus occidentalis,R112/T03,CCA2182,170
eucalyptus occidentalis,R112/T04,CCA2183,170
eucalyptus occidentalis,R112/T05,CCA2184,170
eucalyptus occidentalis,R112/T06,CCA2185,170
eucalyptus occidentalis,R112/T07,CCA2186,170
eucalyptus occidentalis,R112/T08,CCA2187,170
eucalyptus occidentalis,R112/T09,CCA2188,170
eucalyptus occidentalis,R112/T10,CCA2189,170
eucalyptus occidentalis,R112/T11,CCA2190,170
eucalyptus occidentalis,R112/T12,CCA2191,170
eucalyptus occidentalis,R112/T13,CCA2192,170
eucalyptus occidentalis,R112/T14,CCA2193,170
eucalyptus occidentalis,R112/T15,CCA2194,170
eucalyptus occidentalis,R112/T16,CCA2195,170
eucalyptus occidentalis,R112/T17,CCA2196,170
eucalyptus occidentalis,R112/T18,CCA2197,170
eucalyptus occidentalis,R112/T19,CCA2198,170
eucalyptus occidentalis,R112/T20,CCA2199,170
eucalyptus occidentalis,R112/T21,CCA2200,170
eucalyptus occidentalis,R112/T22,CCA2201,170
eucalyptus occidentalis,R112/T23,CCA2202,170
eucalyptus occidentalis,R112/T24,CCA2203,170
eucalyptus occidentalis,R112/T25,CCA2204,170
eucalyptus occidentalis,R112/T26,CCA2205,170
eucalyptus occidentalis,R112/T27,CCA2206,170
eucalyptus occidentalis,R112/T28,CCA2207,170
eucalyptus occidentalis,R112/T29,CCA2208,170
eucalyptus occidentalis,R112/T30,CCA2209,170
eucalyptus occidentalis,R112/T31,CCA2210,170
eucalyptus occidentalis,R112/T32,CCA2211,170
eucalyptus occidentalis,R112/T33,CCA2212,170
eucalyptus occidentalis,R112/T34,CCA2213,170
eucalyptus occidentalis,R112/T35,CCA2214,170
eucalyptus occidentalis,R112/T36,CCA2215,170
eucalyptus occidentalis,R112/T37,CCA2216,170
eucalyptus occidentalis,R112/T38,CCA2217,170
eucalyptus occidentalis,R112/T39,CCA2218,170
eucalyptus cornuta,R113/T01,CCA2219,173
eucalyptus cornuta,R113/T02,CCA2220,173
eucalyptus cornuta,R113/T03,CCA2221,173
eucalyptus cornuta,R113/T04,CCA2222,173
eucalyptus cornuta,R113/T05,CCA2223,173
eucalyptus cornuta,R113/T06,CCA2224,173
eucalyptus cornuta,R113/T07,CCA2225,173
eucalyptus cornuta,R113/T08,CCA2226,173
eucalyptus cornuta,R113/T09,CCA2227,173
eucalyptus cornuta,R113/T10,CCA2228,173
eucalyptus cornuta,R113/T11,CCA2229,173
eucalyptus cornuta,R113/T12,CCA2230,173
eucalyptus cornuta,R113/T13,CCA2231,173
eucalyptus cornuta,R113/T14,CCA2232,173
eucalyptus cornuta,R113/T15,CCA2233,173
eucalyptus cornuta,R113/T16,CCA2234,173
eucalyptus cornuta,R113/T17,CCA2235,173
eucalyptus cornuta,R113/T18,CCA2236,173
eucalyptus cornuta,R113/T19,CCA2237,173
eucalyptus cornuta,R113/T20,CCA2238,173
eucalyptus cornuta,R113/T21,CCA2239,173
eucalyptus cornuta,R113/T22,CCA2240,173
eucalyptus cornuta,R113/T23,CCA2241,173
eucalyptus cornuta,R113/T24,CCA2242,173
eucalyptus cornuta,R113/T25,CCA2243,173
eucalyptus cornuta,R113/T26,CCA2244,173
eucalyptus cornuta,R113/T27,CCA2245,173
eucalyptus cornuta,R113/T28,CCA2246,173
eucalyptus cornuta,R113/T29,CCA2247,173
eucalyptus cornuta,R113/T30,CCA2248,173
eucalyptus cornuta,R113/T31,CCA2249,173
eucalyptus cornuta,R113/T32,CCA2250,173
eucalyptus cornuta,R113/T33,CCA2251,173
eucalyptus cornuta,R113/T34,CCA2252,173
eucalyptus cornuta,R113/T35,CCA2253,173
eucalyptus cornuta,R113/T36,CCA2254,173
eucalyptus cornuta,R114/T01,CCA2255,173
eucalyptus cornuta,R114/T02,CCA2256,173
eucalyptus cornuta,R114/T03,CCA2257,173
eucalyptus cornuta,R114/T04,CCA2258,173
eucalyptus cornuta,R114/T05,CCA2259,173
eucalyptus cornuta,R114/T06,CCA2260,173
eucalyptus cornuta,R114/T07,CCA2261,173
eucalyptus cornuta,R114/T08,CCA2262,173
eucalyptus cornuta,R114/T09,CCA2263,173
eucalyptus cornuta,R114/T10,CCA2264,173
eucalyptus cornuta,R114/T11,CCA2265,173
eucalyptus cornuta,R114/T12,CCA2266,173
eucalyptus cornuta,R114/T13,CCA2267,173
eucalyptus cornuta,R114/T14,CCA2268,173
eucalyptus cornuta,R114/T15,CCA2269,173
eucalyptus cornuta,R114/T16,CCA2270,173
eucalyptus cornuta,R114/T17,CCA2271,173
eucalyptus cornuta,R114/T18,CCA2272,173
eucalyptus cornuta,R114/T19,CCA2273,173
eucalyptus cornuta,R114/T20,CCA2274,173
eucalyptus cornuta,R114/T21,CCA2275,173
eucalyptus cornuta,R114/T22,CCA2276,173
eucalyptus cornuta,R114/T23,CCA2277,173
eucalyptus cornuta,R114/T24,CCA2278,173
eucalyptus cornuta,R114/T25,CCA2279,173
eucalyptus cornuta,R114/T26,CCA2280,173
eucalyptus cornuta,R114/T27,CCA2281,173
eucalyptus cornuta,R114/T28,CCA2282,173
eucalyptus cornuta,R114/T29,CCA2283,173
eucalyptus cornuta,R114/T30,CCA2284,173
eucalyptus cornuta,R114/T31,CCA2285,173
eucalyptus cornuta,R114/T32,CCA2286,173
eucalyptus cornuta,R114/T33,CCA2287,173
eucalyptus cornuta,R114/T34,CCA2288,173
eucalyptus cornuta,R114/T35,CCA2289,173
eucalyptus cornuta,R114/T36,CCA2290,173
eucalyptus cornuta,R115/T01,CCA2291,173
eucalyptus cornuta,R115/T02,CCA2292,173
eucalyptus cornuta,R115/T03,CCA2293,173
eucalyptus cornuta,R115/T04,CCA2294,173
eucalyptus cornuta,R115/T05,CCA2295,173
eucalyptus cornuta,R115/T06,CCA2296,173
eucalyptus cornuta,R115/T07,CCA2297,173
eucalyptus cornuta,R115/T08,CCA2298,173
eucalyptus cornuta,R115/T09,CCA2299,173
eucalyptus cornuta,R115/T10,CCA2300,173
eucalyptus cornuta,R115/T11,CCA2301,173
eucalyptus cornuta,R115/T12,CCA2302,173
eucalyptus cornuta,R115/T13,CCA2303,173
eucalyptus cornuta,R115/T14,CCA2304,173
eucalyptus cornuta,R115/T15,CCA2305,173
eucalyptus cornuta,R115/T16,CCA2306,173
eucalyptus camaldulensis subsp. arida,R115/T17,CCA2307,NA
eucalyptus camaldulensis subsp. arida,R115/T18,CCA2308,NA
eucalyptus camaldulensis subsp. arida,R115/T19,CCA2309,NA
eucalyptus camaldulensis subsp. arida,R115/T20,CCA2310,NA
eucalyptus camaldulensis subsp. arida,R115/T21,CCA2311,NA
eucalyptus camaldulensis subsp. arida,R115/T22,CCA2312,NA
eucalyptus camaldulensis subsp. arida,R115/T23,CCA2313,NA
eucalyptus camaldulensis subsp. arida,R115/T24,CCA2314,NA
eucalyptus camaldulensis subsp. arida,R115/T25,CCA2315,NA
eucalyptus camaldulensis subsp. arida,R115/T26,CCA2316,NA
eucalyptus camaldulensis subsp. arida,R115/T27,CCA2317,NA
eucalyptus camaldulensis subsp. arida,R115/T28,CCA2318,NA
eucalyptus camaldulensis subsp. arida,R115/T29,CCA2319,NA
eucalyptus camaldulensis subsp. arida,R115/T30,CCA2320,NA
eucalyptus camaldulensis subsp. arida,R115/T31,CCA2321,NA
eucalyptus camaldulensis subsp. arida,R115/T32,CCA2322,NA
eucalyptus camaldulensis subsp. arida,R115/T33,CCA2323,NA
eucalyptus camaldulensis subsp. arida,R115/T34,CCA2324,NA
eucalyptus camaldulensis subsp. arida,R115/T35,CCA2325,NA
eucalyptus petiolaris,R116/T01,CCA2326,NA
eucalyptus petiolaris,R116/T02,CCA2327,NA
eucalyptus petiolaris,R116/T03,CCA2328,NA
eucalyptus petiolaris,R116/T04,CCA2329,NA
eucalyptus petiolaris,R116/T05,CCA2330,NA
eucalyptus petiolaris,R116/T06,CCA2331,NA
eucalyptus petiolaris,R116/T07,CCA2332,NA
eucalyptus petiolaris,R116/T08,CCA2333,NA
eucalyptus petiolaris,R116/T09,CCA2334,NA
eucalyptus petiolaris,R116/T10,CCA2335,NA
eucalyptus petiolaris,R116/T11,CCA2336,NA
eucalyptus petiolaris,R116/T12,CCA2337,NA
eucalyptus petiolaris,R116/T13,CCA2338,NA
eucalyptus petiolaris,R116/T14,CCA2339,NA
eucalyptus petiolaris,R116/T15,CCA2340,NA
eucalyptus petiolaris,R116/T16,CCA2341,NA
eucalyptus petiolaris,R116/T17,CCA2342,NA
eucalyptus petiolaris,R116/T18,CCA2343,NA
eucalyptus petiolaris,R116/T19,CCA2344,NA
eucalyptus petiolaris,R116/T20,CCA2345,NA
eucalyptus petiolaris,R116/T21,CCA2346,NA
eucalyptus petiolaris,R116/T22,CCA2347,NA
eucalyptus petiolaris,R116/T23,CCA2348,NA
eucalyptus petiolaris,R116/T24,CCA2349,NA
eucalyptus petiolaris,R116/T25,CCA2350,NA
eucalyptus petiolaris,R116/T26,CCA2351,NA
eucalyptus petiolaris,R116/T27,CCA2352,NA
eucalyptus petiolaris,R116/T28,CCA2353,NA
eucalyptus petiolaris,R116/T29,CCA2354,NA
eucalyptus petiolaris,R116/T30,CCA2355,NA
eucalyptus petiolaris,R116/T31,CCA2356,NA
eucalyptus petiolaris,R116/T32,CCA2357,NA
eucalyptus petiolaris,R116/T33,CCA2358,NA
eucalyptus petiolaris,R116/T34,CCA2359,NA
eucalyptus petiolaris,R116/T35,CCA2360,NA
eucalyptus petiolaris,R116/T36,CCA2361,NA
eucalyptus petiolaris,R116/T37,CCA2362,NA
eucalyptus petiolaris,R116/T38,CCA2363,NA
eucalyptus petiolaris,R117/T01,CCA2364,NA
eucalyptus petiolaris,R117/T02,CCA2365,NA
eucalyptus petiolaris,R117/T03,CCA2366,NA
eucalyptus petiolaris,R117/T04,CCA2367,NA
eucalyptus petiolaris,R117/T05,CCA2368,NA
eucalyptus petiolaris,R117/T06,CCA2369,NA
eucalyptus petiolaris,R117/T07,CCA2370,NA
eucalyptus petiolaris,R117/T08,CCA2371,NA
eucalyptus petiolaris,R117/T09,CCA2372,NA
eucalyptus petiolaris,R117/T10,CCA2373,NA
eucalyptus petiolaris,R117/T11,CCA2374,NA
eucalyptus petiolaris,R117/T12,CCA2375,NA
eucalyptus petiolaris,R117/T13,CCA2376,NA
eucalyptus petiolaris,R117/T14,CCA2377,NA
eucalyptus petiolaris,R117/T15,CCA2378,NA
eucalyptus petiolaris,R117/T16,CCA2379,NA
eucalyptus petiolaris,R117/T17,CCA2380,NA
eucalyptus petiolaris,R117/T18,CCA2381,NA
eucalyptus petiolaris,R117/T19,CCA2382,NA
eucalyptus petiolaris,R117/T20,CCA2383,NA
eucalyptus petiolaris,R117/T21,CCA2384,NA
eucalyptus petiolaris,R117/T22,CCA2385,NA
eucalyptus petiolaris,R117/T23,CCA2386,NA
eucalyptus petiolaris,R117/T24,CCA2387,NA
eucalyptus petiolaris,R117/T25,CCA2388,NA
eucalyptus petiolaris,R117/T26,CCA2389,NA
eucalyptus petiolaris,R117/T27,CCA2390,NA
eucalyptus petiolaris,R117/T28,CCA2391,NA
eucalyptus petiolaris,R117/T29,CCA2392,NA
eucalyptus petiolaris,R117/T30,CCA2393,NA
eucalyptus petiolaris,R117/T31,CCA2394,NA
eucalyptus petiolaris,R117/T32,CCA2395,NA
eucalyptus petiolaris,R117/T33,CCA2396,NA
eucalyptus petiolaris,R117/T34,CCA2397,NA
eucalyptus petiolaris,R117/T35,CCA2398,NA
eucalyptus petiolaris,R117/T36,CCA2399,NA
eucalyptus petiolaris,R117/T37,CCA2400,NA
eucalyptus petiolaris,R118/T01,CCA2401,NA
eucalyptus petiolaris,R118/T02,CCA2402,NA
eucalyptus petiolaris,R118/T03,CCA2403,NA
eucalyptus petiolaris,R118/T04,CCA2404,NA
eucalyptus petiolaris,R118/T05,CCA2405,NA
eucalyptus petiolaris,R118/T06,CCA2406,NA
eucalyptus petiolaris,R118/T07,CCA2407,NA
eucalyptus petiolaris,R118/T08,CCA2408,NA
eucalyptus petiolaris,R118/T09,CCA2409,NA
eucalyptus petiolaris,R118/T10,CCA2410,NA
eucalyptus petiolaris,R118/T11,CCA2411,NA
eucalyptus petiolaris,R118/T12,CCA2412,NA
eucalyptus petiolaris,R118/T13,CCA2413,NA
eucalyptus petiolaris,R118/T14,CCA2414,NA
eucalyptus petiolaris,R118/T15,CCA2415,NA
eucalyptus petiolaris,R118/T16,CCA2416,NA
eucalyptus petiolaris,R118/T17,CCA2417,NA
eucalyptus petiolaris,R118/T18,CCA2418,NA
eucalyptus petiolaris,R118/T19,CCA2419,NA
eucalyptus petiolaris,R118/T20,CCA2420,NA
eucalyptus petiolaris,R118/T21,CCA2421,NA
eucalyptus petiolaris,R118/T22,CCA2422,NA
eucalyptus petiolaris,R118/T23,CCA2423,NA
eucalyptus petiolaris,R118/T24,CCA2424,NA
eucalyptus petiolaris,R118/T25,CCA2425,NA
eucalyptus petiolaris,R118/T26,CCA2426,NA
eucalyptus petiolaris,R118/T27,CCA2427,NA
eucalyptus petiolaris,R118/T28,CCA2428,NA
eucalyptus petiolaris,R118/T29,CCA2429,NA
eucalyptus petiolaris,R118/T30,CCA2430,NA
eucalyptus petiolaris,R118/T31,CCA2431,NA
eucalyptus petiolaris,R118/T32,CCA2432,NA
eucalyptus petiolaris,R118/T33,CCA2433,NA
eucalyptus petiolaris,R118/T34,CCA2434,NA
eucalyptus petiolaris,R118/T35,CCA2435,NA
eucalyptus petiolaris,R118/T36,CCA2436,NA
eucalyptus petiolaris,R118/T37,CCA2437,NA
eucalyptus petiolaris,R118/T38,CCA2438,NA
eucalyptus cladocalyx subsp. petila,R119/T01,CCA2439,NA
eucalyptus cladocalyx subsp. petila,R119/T02,CCA2440,NA
eucalyptus cladocalyx subsp. petila,R119/T03,CCA2441,NA
eucalyptus cladocalyx subsp. petila,R119/T04,CCA2442,NA
eucalyptus cladocalyx subsp. petila,R119/T05,CCA2443,NA
eucalyptus cladocalyx subsp. petila,R119/T06,CCA2444,NA
eucalyptus cladocalyx subsp. petila,R119/T07,CCA2445,NA
eucalyptus cladocalyx subsp. petila,R119/T08,CCA2446,NA
eucalyptus cladocalyx subsp. petila,R119/T09,CCA2447,NA
eucalyptus cladocalyx subsp. petila,R119/T10,CCA2448,NA
eucalyptus cladocalyx subsp. petila,R119/T11,CCA2449,NA
eucalyptus cladocalyx subsp. petila,R119/T12,CCA2450,NA
eucalyptus cladocalyx subsp. petila,R119/T13,CCA2451,NA
eucalyptus cladocalyx subsp. petila,R119/T14,CCA2452,NA
eucalyptus cladocalyx subsp. petila,R119/T15,CCA2453,NA
eucalyptus cladocalyx subsp. petila,R119/T16,CCA2454,NA
eucalyptus cladocalyx subsp. petila,R119/T17,CCA2455,NA
eucalyptus cladocalyx subsp. petila,R119/T18,CCA2456,NA
eucalyptus cladocalyx subsp. petila,R119/T19,CCA2457,NA
eucalyptus cladocalyx subsp. petila,R119/T20,CCA2458,NA
eucalyptus cladocalyx subsp. petila,R119/T21,CCA2459,NA
eucalyptus cladocalyx subsp. petila,R119/T22,CCA2460,NA
eucalyptus cladocalyx subsp. petila,R119/T23,CCA2461,NA
eucalyptus cladocalyx subsp. petila,R119/T24,CCA2462,NA
eucalyptus cladocalyx subsp. petila,R119/T25,CCA2463,NA
eucalyptus cladocalyx subsp. petila,R119/T26,CCA2464,NA
eucalyptus cladocalyx subsp. petila,R119/T27,CCA2465,NA
eucalyptus cladocalyx subsp. petila,R119/T28,CCA2466,NA
eucalyptus cladocalyx subsp. petila,R119/T29,CCA2467,NA
eucalyptus cladocalyx subsp. petila,R119/T30,CCA2468,NA
eucalyptus cladocalyx subsp. petila,R119/T31,CCA2469,NA
eucalyptus cladocalyx subsp. petila,R119/T32,CCA2470,NA
eucalyptus cladocalyx subsp. petila,R119/T33,CCA2471,NA
eucalyptus cladocalyx subsp. petila,R119/T34,CCA2472,NA
eucalyptus cladocalyx subsp. petila,R119/T35,CCA2473,NA
eucalyptus cladocalyx subsp. petila,R119/T36,CCA2474,NA
eucalyptus cladocalyx subsp. petila,R119/T37,CCA2475,NA
eucalyptus camaldulensis subsp. arida,R120/T01,CCA2476,NA
eucalyptus camaldulensis subsp. arida,R120/T02,CCA2477,NA
eucalyptus camaldulensis subsp. arida,R120/T03,CCA2478,NA
eucalyptus camaldulensis subsp. arida,R120/T04,CCA2479,NA
eucalyptus camaldulensis subsp. arida,R120/T05,CCA2480,NA
eucalyptus camaldulensis subsp. arida,R120/T06,CCA2481,NA
eucalyptus camaldulensis subsp. arida,R120/T07,CCA2482,NA
eucalyptus camaldulensis subsp. arida,R120/T08,CCA2483,NA
eucalyptus camaldulensis subsp. arida,R120/T09,CCA2484,NA
eucalyptus camaldulensis subsp. arida,R120/T10,CCA2485,NA
eucalyptus camaldulensis subsp. arida,R120/T11,CCA2486,NA
eucalyptus camaldulensis subsp. arida,R120/T12,CCA2487,NA
eucalyptus camaldulensis subsp. arida,R120/T13,CCA2488,NA
eucalyptus camaldulensis subsp. arida,R120/T14,CCA2489,NA
eucalyptus camaldulensis subsp. arida,R120/T15,CCA2490,NA
eucalyptus camaldulensis subsp. arida,R120/T16,CCA2491,NA
eucalyptus camaldulensis subsp. arida,R120/T17,CCA2492,NA
eucalyptus camaldulensis subsp. arida,R120/T18,CCA2493,NA
eucalyptus camaldulensis subsp. arida,R120/T19,CCA2494,NA
eucalyptus camaldulensis subsp. arida,R120/T20,CCA2495,NA
eucalyptus camaldulensis subsp. arida,R120/T21,CCA2496,NA
eucalyptus camaldulensis subsp. arida,R120/T22,CCA2497,NA
eucalyptus camaldulensis subsp. arida,R120/T23,CCA2498,NA
eucalyptus camaldulensis subsp. arida,R120/T24,CCA2499,NA
eucalyptus camaldulensis subsp. arida,R120/T25,CCA2500,NA
eucalyptus rudis subsp. rudis,R120/T26,CCA2501,1131
eucalyptus rudis subsp. rudis,R120/T27,CCA2502,1131
eucalyptus rudis subsp. rudis,R120/T28,CCA2503,1131
eucalyptus rudis subsp. rudis,R120/T29,CCA2504,1131
eucalyptus rudis subsp. rudis,R120/T30,CCA2505,1131
eucalyptus rudis subsp. rudis,R120/T31,CCA2506,1131
eucalyptus rudis subsp. rudis,R120/T32,CCA2507,1131
eucalyptus rudis subsp. rudis,R120/T33,CCA2508,1131
eucalyptus rudis subsp. rudis,R120/T34,CCA2509,1131
eucalyptus rudis subsp. rudis,R120/T35,CCA2510,1131
eucalyptus rudis subsp. rudis,R120/T36,CCA2511,1131
eucalyptus rudis subsp. rudis,R120/T37,CCA2512,1131
eucalyptus rudis subsp. rudis,R120/T38,CCA2513,1131
eucalyptus rudis subsp. rudis,R120/T39,CCA2514,1131
eucalyptus rudis subsp. rudis,R121/T01,CCA2515,1131
eucalyptus rudis subsp. rudis,R121/T02,CCA2516,1131
eucalyptus rudis subsp. rudis,R121/T03,CCA2517,1131
eucalyptus rudis subsp. rudis,R121/T04,CCA2518,1131
eucalyptus rudis subsp. rudis,R121/T05,CCA2519,1131
eucalyptus rudis subsp. rudis,R121/T06,CCA2520,1131
eucalyptus rudis subsp. rudis,R121/T07,CCA2521,1131
eucalyptus rudis subsp. rudis,R121/T08,CCA2522,1131
eucalyptus rudis subsp. rudis,R121/T09,CCA2523,1131
eucalyptus rudis subsp. rudis,R121/T10,CCA2524,1131
eucalyptus rudis subsp. rudis,R121/T11,CCA2525,1131
eucalyptus rudis subsp. rudis,R121/T12,CCA2526,1131
eucalyptus rudis subsp. rudis,R121/T13,CCA2527,1131
eucalyptus rudis subsp. rudis,R121/T14,CCA2528,1131
eucalyptus rudis subsp. rudis,R121/T15,CCA2529,1131
eucalyptus rudis subsp. rudis,R121/T16,CCA2530,1131
eucalyptus rudis subsp. rudis,R121/T17,CCA2531,1131
eucalyptus rudis subsp. rudis,R121/T18,CCA2532,1131
eucalyptus rudis subsp. rudis,R121/T19,CCA2533,1131
eucalyptus rudis subsp. rudis,R121/T20,CCA2534,1131
eucalyptus rudis subsp. rudis,R121/T21,CCA2535,1131
eucalyptus rudis subsp. rudis,R121/T22,CCA2536,1131
eucalyptus rudis subsp. rudis,R121/T23,CCA2537,1131
eucalyptus rudis subsp. rudis,R121/T24,CCA2538,1131
eucalyptus rudis subsp. rudis,R121/T25,CCA2539,1131
eucalyptus rudis subsp. rudis,R121/T26,CCA2540,1131
eucalyptus rudis subsp. rudis,R121/T27,CCA2541,1131
eucalyptus rudis subsp. rudis,R121/T28,CCA2542,1131
eucalyptus rudis subsp. rudis,R121/T29,CCA2543,1131
eucalyptus rudis subsp. rudis,R121/T30,CCA2544,1131
eucalyptus rudis subsp. rudis,R121/T31,CCA2545,1131
eucalyptus rudis subsp. rudis,R121/T32,CCA2546,1131
eucalyptus rudis subsp. rudis,R121/T33,CCA2547,1131
eucalyptus rudis subsp. rudis,R121/T34,CCA2548,1131
eucalyptus rudis subsp. rudis,R121/T35,CCA2549,1131
eucalyptus rudis subsp. rudis,R121/T36,CCA2550,1131
eucalyptus rudis subsp. rudis,R121/T37,CCA2551,1131
eucalyptus rudis subsp. rudis,R121/T38,CCA2552,1131
eucalyptus bicostata,R122/T01,CCA2553,468
eucalyptus bicostata,R122/T02,CCA2554,468
eucalyptus bicostata,R122/T03,CCA2555,468
