TaxonoriginalDN,Collector,Collector's #,Row #,Tree #,RowTree,Year planted
Eucalyptus redunca subsp. redunca,D.Nicolle,221,172,23,R172/T23,1999
Eucalyptus redunca subsp. redunca,D.Nicolle,221,172,24,R172/T24,1999
Eucalyptus redunca subsp. redunca,D.Nicolle,221,172,25,R172/T25,1999
Eucalyptus regnans,D.Nicolle,467,058,28,R058/T28,1994
Eucalyptus regnans,D.Nicolle,467,058,29,R058/T29,1994
Eucalyptus regnans,D.Nicolle,467,058,30,R058/T30,1994
Eucalyptus regnans,D.Nicolle,1973,157,13,R157/T13,1998
Eucalyptus regnans,D.Nicolle,1973,157,14,R157/T14,1998
Eucalyptus regnans,D.Nicolle,1973,157,15,R157/T15,1998
Eucalyptus regnans,D.Nicolle,1973,157,16,R157/T16,1998
Eucalyptus regnans,D.Nicolle,4316,307,19,R307/T19,2010
Eucalyptus regnans,D.Nicolle,4316,307,20,R307/T20,2010
Eucalyptus relicta,D.Nicolle,3550,239,17,R239/T17,2001
Eucalyptus relicta,D.Nicolle,3550,239,18,R239/T18,2001
Eucalyptus relicta,D.Nicolle,3550,239,19,R239/T19,2001
Eucalyptus relicta,D.Nicolle,3550,239,20,R239/T20,2001
Eucalyptus relicta,D.Nicolle,3551,240,04,R240/T04,2001
Eucalyptus relicta,D.Nicolle,3551,240,05,R240/T05,2001
Eucalyptus relicta,D.Nicolle,3551,240,06,R240/T06,2001
Eucalyptus relicta,D.Nicolle,5535,313,29,R313/T29,2011
Eucalyptus relicta,D.Nicolle,5535,313,30,R313/T30,2011
Eucalyptus relicta,D.Nicolle,5535,313,31,R313/T31,2011
Eucalyptus remota,D.Nicolle,812,069,35,R069/T35,1995
Eucalyptus remota,D.Nicolle,812,069,36,R069/T36,1995
Eucalyptus remota,D.Nicolle,812,069,37,R069/T37,1995
Eucalyptus remota,D.Nicolle,812,069,38,R069/T38,1995
Eucalyptus repullulans,D.Nicolle,1188,064,24,R064/T24,1995
Eucalyptus repullulans,D.Nicolle,1188,064,25,R064/T25,1995
Eucalyptus repullulans,D.Nicolle,1188,064,26,R064/T26,1995
Eucalyptus repullulans,D.Nicolle,1188,064,27,R064/T27,1995
Eucalyptus repullulans,D.Nicolle,1550,086,37,R086/T37,1996
Eucalyptus repullulans,D.Nicolle,1550,086,38,R086/T38,1996
Eucalyptus repullulans,D.Nicolle,5180,301,08,R301/T08,2010
Eucalyptus repullulans,D.Nicolle,5180,301,09,R301/T09,2010
Eucalyptus repullulans,D.Nicolle,5180,301,10,R301/T10,2010
Eucalyptus repullulans,D.Nicolle,5180,301,11,R301/T11,2010
Eucalyptus repullulans,D.Nicolle,5180,347,09,R347/T09,2018
Eucalyptus repullulans,D.Nicolle,5180,347,10,R347/T10,2018
Eucalyptus repullulans,D.Nicolle,5180,347,11,R347/T11,2018
Eucalyptus repullulans,D.Nicolle,5180,347,12,R347/T12,2018
Eucalyptus resinifera subsp. hemilampra,D.Nicolle,2921,197,05,R197/T05,2000
Eucalyptus resinifera subsp. hemilampra,D.Nicolle,2921,197,06,R197/T06,2000
Eucalyptus resinifera subsp. hemilampra,D.Nicolle,2921,197,07,R197/T07,2000
Eucalyptus resinifera subsp. hemilampra,D.Nicolle,2921,197,08,R197/T08,2000
Eucalyptus resinifera subsp. hemilampra,D.Nicolle,6206,248,14,R248/T14,2013
Eucalyptus resinifera subsp. hemilampra,D.Nicolle,6206,248,15,R248/T15,2013
Eucalyptus resinifera subsp. hemilampra,D.Nicolle,6206,248,16,R248/T16,2013
Eucalyptus resinifera subsp. hemilampra,D.Nicolle,6206,248,17,R248/T17,2013
Eucalyptus resinifera subsp. resinifera,D.Nicolle,642,061,25,R061/T25,1994
Eucalyptus resinifera subsp. resinifera,D.Nicolle,642,061,26,R061/T26,1994
Eucalyptus resinifera subsp. resinifera,D.Nicolle,642,061,27,R061/T27,1994
Eucalyptus resinifera subsp. resinifera,D.Nicolle,642,061,28,R061/T28,1994
Eucalyptus resinifera subsp. resinifera,D.Nicolle,1762,143,17,R143/T17,1997
Eucalyptus resinifera subsp. resinifera,D.Nicolle,1762,143,18,R143/T18,1997
Eucalyptus resinifera subsp. resinifera,D.Nicolle,1762,143,19,R143/T19,1997
Eucalyptus resinifera subsp. resinifera,D.Nicolle,1762,143,20,R143/T20,1997
Eucalyptus retusa,D.Nicolle,4801,210,14,R210/T14,2006
Eucalyptus retusa,D.Nicolle,4801,210,15,R210/T15,2006
Eucalyptus retusa,D.Nicolle,4801,210,16,R210/T16,2006
Eucalyptus retusa,D.Nicolle,4801,210,17,R210/T17,2006
Eucalyptus revelata,D.Nicolle,1910,139,08,R139/T08,1997
Eucalyptus revelata,D.Nicolle,1910,139,09,R139/T09,1997
Eucalyptus revelata,D.Nicolle,1910,139,10,R139/T10,1997
Eucalyptus revelata,D.Nicolle,1910,139,11,R139/T11,1997
Eucalyptus revelata,D.Nicolle,1910,346,27,R346/T27,2017
Eucalyptus revelata,D.Nicolle,1910,346,28,R346/T28,2017
Eucalyptus revelata,D.Nicolle,1910,346,29,R346/T29,2017
Eucalyptus rhodantha,D.Nicolle,282,010,21,R010/T21,1993
Eucalyptus rhodantha,D.Nicolle,282,010,22,R010/T22,1993
Eucalyptus rhodantha,D.Nicolle,282,072,16,R072/T16,1995
Eucalyptus rhodantha,D.Nicolle,282,072,17,R072/T17,1995
Eucalyptus rhombica,D.Nicolle,2104,150,01,R150/T01,1998
Eucalyptus rhombica,D.Nicolle,2104,150,02,R150/T02,1998
Eucalyptus rhombica,D.Nicolle,2104,150,03,R150/T03,1998
Eucalyptus rhombica,D.Nicolle,2104,150,04,R150/T04,1998
Eucalyptus rhomboidea,D.Nicolle,2272,177,20,R177/T20,1999
Eucalyptus rhomboidea,D.Nicolle,2272,177,21,R177/T21,1999
Eucalyptus rhomboidea,D.Nicolle,2272,177,22,R177/T22,1999
Eucalyptus rhomboidea,D.Nicolle,2272,177,23,R177/T23,1999
Eucalyptus rhomboidea,D.Nicolle,2272,187,12,R187/T12,2000
Eucalyptus rhomboidea,D.Nicolle,2272,187,13,R187/T13,2000
Eucalyptus rhomboidea,D.Nicolle,2272,187,14,R187/T14,2000
Eucalyptus rhomboidea,D.Nicolle,2272,187,15,R187/T15,2000
Eucalyptus rigens,D.Nicolle,157,024,01,R024/T01,1993
Eucalyptus rigens,D.Nicolle,157,024,02,R024/T02,1993
Eucalyptus rigens,D.Nicolle,157,024,03,R024/T03,1993
Eucalyptus rigens,D.Nicolle,157,024,04,R024/T04,1993
"Eucalyptus rigens
",D.Nicolle,3595,232,25,R232/T25,2001
"Eucalyptus rigens
",D.Nicolle,3595,232,26,R232/T26,2001
"Eucalyptus rigens
",D.Nicolle,3595,232,27,R232/T27,2001
"Eucalyptus rigens
",D.Nicolle,3595,232,28,R232/T28,2001
Eucalyptus rigidula,D.Nicolle,244,045,01,R045/T01,1994
Eucalyptus rigidula,D.Nicolle,244,045,02,R045/T02,1994
Eucalyptus rigidula,D.Nicolle,244,045,03,R045/T03,1994
Eucalyptus rigidula,D.Nicolle,244,045,04,R045/T04,1994
Eucalyptus rigidula,D.Nicolle,292,015,32,R015/T32,1993
Eucalyptus rigidula,D.Nicolle,292,015,33,R015/T33,1993
Eucalyptus rigidula,D.Nicolle,292,015,34,R015/T34,1993
Eucalyptus rigidula,D.Nicolle,292,015,35,R015/T35,1993
Eucalyptus rigidula,D.Nicolle,2713,182,30,R182/T30,2000
Eucalyptus rigidula,D.Nicolle,2713,182,31,R182/T31,2000
Eucalyptus rigidula,D.Nicolle,2713,182,32,R182/T32,2000
Eucalyptus rigidula,D.Nicolle,2713,182,33,R182/T33,2000
Eucalyptus rigidula,D.Nicolle,3630,234,21,R234/T21,2001
Eucalyptus rigidula,D.Nicolle,3630,234,22,R234/T22,2001
Eucalyptus rigidula,D.Nicolle,3630,234,23,R234/T23,2001
Eucalyptus rigidula,D.Nicolle,3630,234,24,R234/T24,2001
Eucalyptus rigidula,D.Nicolle,5071,302,22,R302/T22,2010
Eucalyptus rigidula,D.Nicolle,5071,302,23,R302/T23,2010
Eucalyptus rigidula,D.Nicolle,5071,302,24,R302/T24,2010
Eucalyptus rigidula,D.Nicolle,5071,315,29,R315/T29,2011
Eucalyptus rigidula,D.Nicolle,5071,315,30,R315/T30,2011
Eucalyptus rigidula,D.Nicolle,5071,315,31,R315/T31,2011
Eucalyptus rigidula,D.Nicolle,5071,315,32,R315/T32,2011
Eucalyptus rigidula,D.Nicolle,6697,296,09,R296/T09,2015
Eucalyptus rigidula,D.Nicolle,6697,296,10,R296/T10,2015
Eucalyptus rigidula,D.Nicolle,6697,296,11,R296/T11,2015
Eucalyptus rigidula,D.Nicolle,6697,296,12,R296/T12,2015
Eucalyptus rigidula,D.Nicolle,6955,343,21,R343/T21,2017
Eucalyptus rigidula,D.Nicolle,6955,343,22,R343/T22,2017
Eucalyptus rigidula,D.Nicolle,6955,343,23,R343/T23,2017
Eucalyptus rigidula,D.Nicolle,6955,343,24,R343/T24,2017
Eucalyptus rigidula ,D.Nicolle,5460,317,21,R317/T21,2011
Eucalyptus rigidula ,D.Nicolle,5460,317,22,R317/T22,2011
Eucalyptus rigidula ,D.Nicolle,5460,317,23,R317/T23,2011
Eucalyptus rigidula ,D.Nicolle,5460,317,24,R317/T24,2011
Eucalyptus rigidula ,D.Nicolle,5554,316,13,R316/T13,2011
Eucalyptus rigidula ,D.Nicolle,5554,316,14,R316/T14,2011
Eucalyptus rigidula ,D.Nicolle,5554,316,15,R316/T15,2011
Eucalyptus rigidula ,D.Nicolle,5554,316,16,R316/T16,2011
Eucalyptus rigidula ,D.Nicolle,5671,315,09,R315/T09,2011
Eucalyptus rigidula ,D.Nicolle,5671,315,10,R315/T10,2011
Eucalyptus rigidula ,D.Nicolle,5671,315,11,R315/T11,2011
Eucalyptus rigidula ,D.Nicolle,5671,315,12,R315/T12,2011
Eucalyptus risdonii,D.Nicolle,1982,154,17,R154/T17,1998
Eucalyptus risdonii,D.Nicolle,1982,154,18,R154/T18,1998
Eucalyptus risdonii,D.Nicolle,1982,154,19,R154/T19,1998
Eucalyptus risdonii,D.Nicolle,1982,154,20,R154/T20,1998
Eucalyptus robertsonii,D.Nicolle,1771,145,33,R145/T33,1997
Eucalyptus robertsonii,D.Nicolle,1771,145,34,R145/T34,1997
Eucalyptus robertsonii,D.Nicolle,1771,145,35,R145/T35,1997
Eucalyptus robertsonii,D.Nicolle,1771,145,36,R145/T36,1997
Eucalyptus robertsonii (subsp. hemispherica),D.Nicolle,2953,190,09,R190/T09,2000
Eucalyptus robertsonii (subsp. hemispherica),D.Nicolle,2953,190,10,R190/T10,2000
Eucalyptus robertsonii (subsp. hemispherica),D.Nicolle,2953,190,11,R190/T11,2000
Eucalyptus robertsonii (subsp. hemispherica),D.Nicolle,2953,190,12,R190/T12,2000
Eucalyptus robusta,D.Nicolle,638,016,36,R016/T36,1994
Eucalyptus robusta,D.Nicolle,638,016,37,R016/T37,1994
Eucalyptus robusta,D.Nicolle,638,016,38,R016/T38,1994
Eucalyptus robusta,D.Nicolle,638,016,39,R016/T39,1994
Eucalyptus robusta,D.Nicolle,6205,242,17,R242/T17,2013
Eucalyptus robusta,D.Nicolle,6205,242,18,R242/T18,2013
Eucalyptus robusta,D.Nicolle,6205,242,19,R242/T19,2013
Eucalyptus robusta,D.Nicolle,6205,242,20,R242/T20,2013
Eucalyptus robusta x E. tereticornis,-,-,092,35,R092/T35,1996
Eucalyptus robusta x E. tereticornis,-,-,092,36,R092/T36,1996
Eucalyptus robusta x E. tereticornis,-,-,092,37,R092/T37,1996
Eucalyptus robusta x E. tereticornis,-,-,092,38,R092/T38,1996
Eucalyptus rodwayi,D.Nicolle,1972,157,21,R157/T21,1998
Eucalyptus rodwayi,D.Nicolle,1972,157,22,R157/T22,1998
Eucalyptus rodwayi,D.Nicolle,1972,157,23,R157/T23,1998
Eucalyptus rodwayi,D.Nicolle,1972,157,24,R157/T24,1998
Eucalyptus rodwayi,D.Nicolle,7402,404,05,R404/T05,2018
Eucalyptus rodwayi,D.Nicolle,7402,404,06,R404/T06,2018
Eucalyptus rodwayi,D.Nicolle,7402,404,07,R404/T07,2018
Eucalyptus rodwayi,D.Nicolle,7402,404,08,R404/T08,2018
Eucalyptus rosacea,D.Nicolle,518,082,07,R082/T07,1998
Eucalyptus rosacea,D.Nicolle,518,082,08,R082/T08,1998
Eucalyptus rosacea,D.Nicolle,518,082,09,R082/T09,1998
Eucalyptus rosacea,D.Nicolle,518,082,10,R082/T10,1998
Eucalyptus rosacea,D.Nicolle,6939,346,10,R346/T10,2017
Eucalyptus rosacea,D.Nicolle,6939,346,11,R346/T11,2017
Eucalyptus rosacea,D.Nicolle,6939,346,12,R346/T12,2017
Eucalyptus rosacea,D.Nicolle,6939,346,13,R346/T13,2017
Eucalyptus rossii,D.Nicolle,725,060,09,R060/T09,1994
Eucalyptus rossii,D.Nicolle,725,060,10,R060/T10,1994
Eucalyptus rossii,D.Nicolle,725,060,11,R060/T11,1994
Eucalyptus rossii,D.Nicolle,725,060,12,R060/T12,1994
Eucalyptus rossii,D.Nicolle,781,057,09,R057/T09,1994
Eucalyptus rossii,D.Nicolle,781,057,10,R057/T10,1994
Eucalyptus rossii,D.Nicolle,781,057,11,R057/T11,1994
Eucalyptus rossii,D.Nicolle,781,057,12,R057/T12,1994
"Eucalyptus rowleyi
",D.Nicolle,4277,201,01,R201/T01,2002
"Eucalyptus rowleyi
",D.Nicolle,4277,201,02,R201/T02,2002
"Eucalyptus rowleyi
",D.Nicolle,4277,201,03,R201/T03,2002
"Eucalyptus rowleyi
",D.Nicolle,4277,201,04,R201/T04,2002
"Eucalyptus rowleyi
",D.Nicolle,4279,201,13,R201/T13,2002
"Eucalyptus rowleyi
",D.Nicolle,4279,201,14,R201/T14,2002
"Eucalyptus rowleyi
",D.Nicolle,4279,201,15,R201/T15,2002
"Eucalyptus rowleyi
",D.Nicolle,4279,201,16,R201/T16,2002
"Eucalyptus rowleyi
",D.Nicolle,4281,200,09,R200/T09,2002
"Eucalyptus rowleyi
",D.Nicolle,4281,200,10,R200/T10,2002
"Eucalyptus rowleyi
",D.Nicolle,4281,200,11,R200/T11,2002
"Eucalyptus rowleyi
",D.Nicolle,4281,200,12,R200/T12,2002
Eucalyptus roycei,D.Nicolle,1175,063,21,R063/T21,1995
Eucalyptus roycei,D.Nicolle,1175,063,22,R063/T22,1995
Eucalyptus roycei,D.Nicolle,1175,063,23,R063/T23,1995
Eucalyptus roycei,D.Nicolle,1175,063,24,R063/T24,1995
Eucalyptus roycei,D.Nicolle,5086,301,24,R301/T24,2010
Eucalyptus roycei,D.Nicolle,5086,301,25,R301/T25,2010
Eucalyptus roycei,D.Nicolle,5086,301,26,R301/T26,2010
Eucalyptus rubida subsp. barbigarorum,D.Nicolle,2939,193,09,R193/T09,2000
Eucalyptus rubida subsp. barbigarorum,D.Nicolle,2939,193,10,R193/T10,2000
Eucalyptus rubida subsp. barbigarorum,D.Nicolle,2939,193,11,R193/T11,2000
Eucalyptus rubida subsp. barbigarorum,D.Nicolle,2939,193,12,R193/T12,2000
Eucalyptus rubida subsp. rubida,D.Nicolle,1223,091,23,R091/T23,1996
Eucalyptus rubida subsp. rubida,D.Nicolle,1223,091,24,R091/T24,1996
Eucalyptus rubida subsp. rubida,D.Nicolle,1223,091,25,R091/T25,1996
Eucalyptus rubida subsp. rubida,D.Nicolle,1223,091,26,R091/T26,1996
Eucalyptus rubida subsp. rubida,D.Nicolle,6297,245,21,R245/T21,2013
Eucalyptus rubida subsp. rubida,D.Nicolle,6297,245,22,R245/T22,2013
Eucalyptus rubida subsp. rubida,D.Nicolle,6297,245,23,R245/T23,2013
Eucalyptus rubida subsp. rubida,D.Nicolle,6297,245,24,R245/T24,2013
Eucalyptus rubida subsp. rubida,D.Nicolle,6319,283,01,R283/T01,2013
Eucalyptus rubida subsp. rubida,D.Nicolle,6319,283,02,R283/T02,2013
Eucalyptus rubida subsp. rubida,D.Nicolle,6319,283,03,R283/T03,2013
Eucalyptus rubida subsp. rubida,D.Nicolle,6319,283,04,R283/T04,2013
Eucalyptus rubiginosa,D.Nicolle,2114,084,09,R084/T09,1998
Eucalyptus rubiginosa,D.Nicolle,2114,084,10,R084/T10,1998
Eucalyptus rubiginosa,D.Nicolle,2114,084,11,R084/T11,1998
Eucalyptus rubiginosa,D.Nicolle,2114,084,12,R084/T12,1998
Eucalyptus rudderi,D.Nicolle,2920,196,09,R196/T09,2000
Eucalyptus rudderi,D.Nicolle,2920,196,10,R196/T10,2000
Eucalyptus rudderi,D.Nicolle,2920,196,11,R196/T11,2000
Eucalyptus rudderi,D.Nicolle,2920,196,12,R196/T12,2000
Eucalyptus rudderi (E. hypostomatica),D.Nicolle,2080,153,01,R153/T01,1998
Eucalyptus rudderi (E. hypostomatica),D.Nicolle,2080,153,02,R153/T02,1998
Eucalyptus rudderi (E. hypostomatica),D.Nicolle,2080,153,03,R153/T03,1998
Eucalyptus rudderi (E. hypostomatica),D.Nicolle,2080,153,04,R153/T04,1998
Eucalyptus rudis subsp. cratyantha,D.Nicolle,1146,067,21,R067/T21,1995
Eucalyptus rudis subsp. cratyantha,D.Nicolle,1146,067,22,R067/T22,1995
Eucalyptus rudis subsp. cratyantha,D.Nicolle,1146,067,23,R067/T23,1995
Eucalyptus rudis subsp. cratyantha,D.Nicolle,1146,067,24,R067/T24,1995
Eucalyptus rudis subsp. cratyantha,D.Nicolle,5538,310,13,R310/T13,2011
Eucalyptus rudis subsp. cratyantha,D.Nicolle,5538,310,14,R310/T14,2011
Eucalyptus rudis subsp. cratyantha,D.Nicolle,5538,310,15,R310/T15,2011
Eucalyptus rudis subsp. cratyantha,D.Nicolle,5538,310,16,R310/T16,2011
Eucalyptus rudis subsp. rudis,D.Nicolle,1131,069,31,R069/T31,1995
Eucalyptus rudis subsp. rudis,D.Nicolle,1131,069,32,R069/T32,1995
Eucalyptus rudis subsp. rudis,D.Nicolle,1131,069,33,R069/T33,1995
Eucalyptus rudis subsp. rudis,D.Nicolle,1131,069,34,R069/T34,1995
Eucalyptus rugosa,D.Nicolle,806,071,08,R071/T08,1995
Eucalyptus rugosa,D.Nicolle,806,071,09,R071/T09,1995
Eucalyptus rugosa,D.Nicolle,806,071,10,R071/T10,1995
Eucalyptus rugosa,D.Nicolle,806,071,11,R071/T11,1995
Eucalyptus rugosa,D.Nicolle,3179,229,09,R229/T09,2001
Eucalyptus rugosa,D.Nicolle,3179,229,10,R229/T10,2001
Eucalyptus rugosa,D.Nicolle,3179,229,11,R229/T11,2001
Eucalyptus rugosa,D.Nicolle,3179,229,12,R229/T12,2001
Eucalyptus rugosa,D.Nicolle,5908,290,15,R290/T15,2013
Eucalyptus rugosa,D.Nicolle,5908,290,16,R290/T16,2013
Eucalyptus rugosa,D.Nicolle,5908,290,17,R290/T17,2013
Eucalyptus rugosa,D.Nicolle,5908,290,18,R290/T18,2013
Eucalyptus rugulata,D.Nicolle,3671,226,13,R226/T13,2001
Eucalyptus rugulata,D.Nicolle,3671,226,14,R226/T14,2001
Eucalyptus rugulata,D.Nicolle,3671,226,15,R226/T15,2001
Eucalyptus rugulata,D.Nicolle,3671,226,16,R226/T16,2001
Eucalyptus rugulata,D.Nicolle,3673,226,29,R226/T29,2001
Eucalyptus rugulata,D.Nicolle,3673,226,30,R226/T30,2001
Eucalyptus rugulata,D.Nicolle,3673,226,31,R226/T31,2001
Eucalyptus rugulata,D.Nicolle,3673,226,32,R226/T32,2001
Eucalyptus rummeryi,D.Nicolle,1245,094,24,R094/T24,1996
Eucalyptus rummeryi,D.Nicolle,1245,194,13,R194/T13,2000
Eucalyptus rummeryi,D.Nicolle,1245,194,14,R194/T14,2000
Eucalyptus rupestris,D.Nicolle,1920,084,13,R084/T13,1998
Eucalyptus rupestris,D.Nicolle,1920,084,14,R084/T14,1998
Eucalyptus rupestris,D.Nicolle,1920,084,15,R084/T15,1998
Eucalyptus rupestris,D.Nicolle,5812,313,25,R313/T25,2011
Eucalyptus rupestris,D.Nicolle,5812,313,26,R313/T26,2011
Eucalyptus rupestris,D.Nicolle,5812,313,27,R313/T27,2011
Eucalyptus rupestris,D.Nicolle,5812,313,28,R313/T28,2011
Eucalyptus sabulosa,D.Nicolle,359,092,26,R092/T26,1996
Eucalyptus sabulosa,D.Nicolle,359,092,28,R092/T28,1996
Eucalyptus sabulosa,D.Nicolle,7427,349,09,R349/T09,2018
Eucalyptus sabulosa,D.Nicolle,7427,349,10,R349/T10,2018
Eucalyptus sabulosa,D.Nicolle,7427,349,11,R349/T11,2018
Eucalyptus sabulosa,D.Nicolle,7427,349,12,R349/T12,2018
Eucalyptus sabulosa,D.Nicolle,7427,349,13,R349/T13,2018
Eucalyptus sabulosa,D.Nicolle,7427,349,14,R349/T14,2018
Eucalyptus sabulosa x E. ovata subsp. ovata,D.Nicolle,359,092,27,R092/T27,1996
Eucalyptus salicola,D.Nicolle,3457,227,17,R227/T17,2001
Eucalyptus salicola,D.Nicolle,3457,227,18,R227/T18,2001
Eucalyptus salicola,D.Nicolle,3457,227,19,R227/T19,2001
Eucalyptus salicola,D.Nicolle,3457,227,20,R227/T20,2001
Eucalyptus salicola,D.Nicolle,3493,224,29,R224/T29,2001
Eucalyptus salicola,D.Nicolle,3493,224,30,R224/T30,2001
Eucalyptus salicola,D.Nicolle,3493,224,31,R224/T31,2001
Eucalyptus salicola,D.Nicolle,3493,224,32,R224/T32,2001
Eucalyptus salicola ,D.Nicolle,3882,204,21,R204/T21,2002
Eucalyptus salicola ,D.Nicolle,3882,204,22,R204/T22,2002
Eucalyptus salicola ,D.Nicolle,3882,204,23,R204/T23,2002
Eucalyptus salicola ,D.Nicolle,3882,204,24,R204/T24,2002
Eucalyptus saligna,D.Nicolle,705,054,27,R054/T27,1994
Eucalyptus saligna,D.Nicolle,705,054,28,R054/T28,1994
Eucalyptus saligna,D.Nicolle,705,054,29,R054/T29,1994
Eucalyptus saligna,D.Nicolle,705,054,30,R054/T30,1994
"Eucalyptus saligna 
",D.Nicolle,2924,195,01,R195/T01,2000
"Eucalyptus saligna 
",D.Nicolle,2924,195,02,R195/T02,2000
"Eucalyptus saligna 
",D.Nicolle,2924,195,03,R195/T03,2000
"Eucalyptus saligna 
",D.Nicolle,2924,195,04,R195/T04,2000
Eucalyptus salmonophloia,D.Nicolle,341,042,12,R042/T12,1994
Eucalyptus salmonophloia,D.Nicolle,341,042,13,R042/T13,1994
Eucalyptus salmonophloia,D.Nicolle,341,042,14,R042/T14,1994
Eucalyptus salmonophloia,D.Nicolle,341,042,15,R042/T15,1994
Eucalyptus salmonophloia,D.Nicolle,2306,177,16,R177/T16,1999
Eucalyptus salmonophloia,D.Nicolle,2306,177,17,R177/T17,1999
Eucalyptus salmonophloia,D.Nicolle,2306,177,18,R177/T18,1999
Eucalyptus salmonophloia,D.Nicolle,2306,177,19,R177/T19,1999
Eucalyptus salubris,D.Nicolle,342,016,05,R016/T05,1993
Eucalyptus salubris,D.Nicolle,342,016,06,R016/T06,1993
Eucalyptus salubris,D.Nicolle,342,016,07,R016/T07,1993
Eucalyptus salubris,D.Nicolle,342,016,08,R016/T08,1993
Eucalyptus salubris,D.Nicolle,2717,185,22,R185/T22,2000
Eucalyptus salubris,D.Nicolle,2717,185,23,R185/T23,2000
Eucalyptus salubris,D.Nicolle,2717,185,24,R185/T24,2000
Eucalyptus salubris,D.Nicolle,2717,185,25,R185/T25,2000
Eucalyptus salubris,D.Nicolle,3496,223,33,R223/T33,2001
Eucalyptus salubris,D.Nicolle,3496,223,34,R223/T34,2001
Eucalyptus salubris,D.Nicolle,3496,223,35,R223/T35,2001
Eucalyptus salubris,D.Nicolle,3496,223,36,R223/T36,2001
Eucalyptus salubris (fine-leaved form),D.Nicolle,3831,202,12,R202/T12,2002
Eucalyptus salubris (fine-leaved form),D.Nicolle,3831,202,13,R202/T13,2002
Eucalyptus salubris (fine-leaved form),D.Nicolle,3831,202,14,R202/T14,2002
Eucalyptus salubris (fine-leaved form),D.Nicolle,3831,202,15,R202/T15,2002
Eucalyptus sargentii subsp. onesis,D.Nicolle,2236,171,19,R171/T19,1999
Eucalyptus sargentii subsp. onesis,D.Nicolle,2236,171,20,R171/T20,1999
Eucalyptus sargentii subsp. onesis,D.Nicolle,2236,171,21,R171/T21,1999
Eucalyptus sargentii subsp. onesis,D.Nicolle,2236,171,22,R171/T22,1999
Eucalyptus sargentii subsp. onesis,D.Nicolle,3695,232,21,R232/T21,2001
Eucalyptus sargentii subsp. onesis,D.Nicolle,3695,232,22,R232/T22,2001
Eucalyptus sargentii subsp. onesis,D.Nicolle,3695,232,23,R232/T23,2001
Eucalyptus sargentii subsp. onesis,D.Nicolle,3695,232,24,R232/T24,2001
Eucalyptus sargentii subsp. onesis,D.Nicolle,6022,274,01,R274/T01,2013
Eucalyptus sargentii subsp. onesis,D.Nicolle,6022,274,02,R274/T02,2013
Eucalyptus sargentii subsp. onesis,D.Nicolle,6022,274,03,R274/T03,2013
Eucalyptus sargentii subsp. onesis,D.Nicolle,6022,274,04,R274/T04,2013
Eucalyptus sargentii subsp. sargentii,D.Nicolle,2229,176,13,R176/T13,1999
Eucalyptus sargentii subsp. sargentii,D.Nicolle,2229,176,14,R176/T14,1999
Eucalyptus sargentii subsp. sargentii,D.Nicolle,2229,176,15,R176/T15,1999
Eucalyptus sargentii subsp. sargentii,D.Nicolle,2229,176,16,R176/T16,1999
Eucalyptus sargentii subsp. sargentii,D.Nicolle,5551,314,13,R314/T13,2011
Eucalyptus sargentii subsp. sargentii,D.Nicolle,5551,314,14,R314/T14,2011
Eucalyptus sargentii subsp. sargentii,D.Nicolle,5551,314,15,R314/T15,2011
Eucalyptus sargentii subsp. sargentii,D.Nicolle,5551,314,16,R314/T16,2011
Eucalyptus sargentii subsp. sargentii (smooth-barked form),D.Nicolle,4412,266,10,R266/T10,2004
Eucalyptus sargentii subsp. sargentii (smooth-barked form),D.Nicolle,4412,266,11,R266/T11,2004
Eucalyptus sargentii subsp. sargentii (smooth-barked form),D.Nicolle,4412,266,12,R266/T12,2004
Eucalyptus saxatilis,D.Nicolle,2069,155,21,R155/T21,1998
Eucalyptus saxatilis,D.Nicolle,2069,155,22,R155/T22,1998
Eucalyptus saxatilis,D.Nicolle,2069,155,23,R155/T23,1998
Eucalyptus saxatilis,D.Nicolle,2069,155,24,R155/T24,1998
Eucalyptus saxatilis ,D.Nicolle,4883,209,04,R209/T04,2006
Eucalyptus saxatilis ,D.Nicolle,4883,209,05,R209/T05,2006
Eucalyptus saxatilis ,D.Nicolle,4883,209,06,R209/T06,2006
Eucalyptus saxatilis ,D.Nicolle,4883,209,07,R209/T07,2006
Eucalyptus scias subsp. apoda,D.Nicolle,2100,160,01,R160/T01,1998
Eucalyptus scias subsp. apoda,D.Nicolle,2100,160,02,R160/T02,1998
Eucalyptus scias subsp. apoda,D.Nicolle,2100,160,03,R160/T03,1998
Eucalyptus scias subsp. apoda,D.Nicolle,2100,160,04,R160/T04,1998
Eucalyptus scias subsp. apoda,D.Nicolle,6191,285,13,R285/T13,2013
Eucalyptus scias subsp. apoda,D.Nicolle,6191,285,14,R285/T14,2013
Eucalyptus scias subsp. apoda,D.Nicolle,6191,285,15,R285/T15,2013
Eucalyptus scias subsp. apoda,D.Nicolle,6191,285,16,R285/T16,2013
Eucalyptus scias subsp. callimastha,D.Nicolle,600,052,29,R052/T29,1994
Eucalyptus scias subsp. callimastha,D.Nicolle,600,052,30,R052/T30,1994
Eucalyptus scias subsp. callimastha,D.Nicolle,600,052,31,R052/T31,1994
Eucalyptus scias subsp. callimastha,D.Nicolle,600,052,32,R052/T32,1994
