UniqueID,Yearplanted,Row,Tree,TaxonoriginalDN,Regen.strategy,Aridityclass,AridityIndex,Diam.1.w.Bark..mm.,Diam.2.Bark,Diam.1.peeled,Diam.2.peeled,Diamthickness.mm.,Volume.wood..cm3.,Leaf.dry.weight..g.,Wood.dry.weight..g.,Wooddensity.g.cm3.,Leaf.Area,Slice,Countedleaves,Total.Area,Average.Size,X.Area,SLA
1239,1996,95,22,Eucalyptus propinqua,Combination,Humid,0.8993,7.73,8.26,6.33,7.13,1.265,1.57,1.9931,0.89,0.57,NA,UniqueID,6,105.837,17.639,18.65,53.10170087
1239,1996,95,24,Eucalyptus propinqua,Combination,Humid,0.8993,9.41,8.68,7.27,7.96,1.43,2,2.7798,1.21,0.61,NA,UniqueID,7,159.033,22.719,28.024,57.21023095
1241,1996,95,2,Eucalyptus bancroftii,Combination,Humid,0.7566,10.22,10.43,8.2,8.22,2.115,2.49,2.4691,1.32,0.53,NA,UniqueID,7,140.937,20.134,24.835,57.08031266
1241,1996,95,3,Eucalyptus bancroftii,Combination,Humid,0.7566,8.98,10.16,8.47,7.66,1.505,2.48,2.7624,1.47,0.59,NA,UniqueID,5,165.486,33.097,29.161,59.90660295
1242,2000,197,18,Eucalyptus tetrapleura,Combination,Humid,0.7566,7.91,8.14,6.63,6.31,1.555,1.58,4.0078,1.21,0.77,NA,UniqueID,8,181.041,22.63,31.038,45.17216428
1242,2000,197,19,Eucalyptus tetrapleura,Combination,Humid,0.7566,9.83,10.05,7.68,7.44,2.38,1.92,3.0398,1.32,0.69,NA,UniqueID,5,138.237,27.647,23.7,45.47568919
1242,2000,197,20,Eucalyptus tetrapleura,Combination,Humid,0.7566,11.47,12,9.39,9.78,2.15,3.96,3.3567,2.29,0.58,NA,UniqueID,5,136.561,27.312,23.412,40.68311139
1245,2000,194,13,Eucalyptus rummeryi,Combination,DrySubhumid,0.6139,8.96,9.33,7.34,6.31,2.32,1.87,1.9233,1.22,0.65,NA,UniqueID,6,109.711,18.285,18.809,57.043103
1245,2000,194,14,Eucalyptus rummeryi,Combination,DrySubhumid,0.6139,10.25,10.23,8.07,7.99,2.21,2.64,1.8508,1.7,0.64,NA,Uniques,8,123.113,15.389,21.107,66.51880268
1254,1996,90,26,Eucalyptus infera,Lignotuber,Semiarid,0.4278,8.98,8.88,7.21,7.26,1.695,1.93,2.8328,1.34,0.69,NA,UniqueID,9,143.408,15.934,25.271,50.62411748
1254,1996,90,27,Eucalyptus infera,Lignotuber,Semiarid,0.4278,7.78,7.13,6.67,5.75,1.245,1.36,2.2626,0.93,0.68,NA,UniqueID,9,123.647,13.739,21.789,54.64819235
1254,1996,90,28,Eucalyptus infera,Lignotuber,Semiarid,0.4278,7.93,7.55,6.06,6.23,1.595,1.53,2.3571,1.18,0.77,NA,UniqueID,10,135.506,13.551,23.878,57.48843918
1255,1996,92,19,Eucalyptus chloroclada,Combination,Semiarid,0.411,8.89,9.17,6.46,7.75,1.925,1.75,1.7305,1.03,0.59,NA,UniqueID,7,133.595,19.085,23.541,77.20023115
1255,1996,92,20,Eucalyptus chloroclada,Combination,Semiarid,0.411,8.14,8.4,6.76,6.42,1.68,1.55,2.6029,0.88,0.57,NA,UniqueID,6,151.822,25.304,26.753,58.32801875
1255,1996,92,21,Eucalyptus chloroclada,Combination,Semiarid,0.411,8.3,8.77,7,6.62,1.725,1.56,1.6031,0.97,0.62,NA,UniqueID,6,149.323,24.887,26.313,93.14640384
1260,1996,90,30,Eucalyptus decorticans,Combination,Semiarid,0.3433,8.7,8.68,6.73,6.63,2.01,1.67,1.3127,1.11,0.66,NA,UniqueID,7,85.132,12.162,15.002,64.85259389
1260,1996,90,31,Eucalyptus decorticans,Combination,Semiarid,0.3433,7.75,7.94,5.59,5.53,2.285,1.37,2.4303,0.91,0.66,NA,UniqueID,10,130.958,13.096,23.077,53.88552854
1260,1996,90,33,Eucalyptus decorticans,Combination,Semiarid,0.3433,7.78,7.64,5.5,5.6,2.16,1.2,1.375,0.81,0.68,NA,UniqueID,9,98.555,10.951,17.367,71.67636364
1264,1996,90,21,Eucalyptus corynodes,Combination,Semiarid,0.3321,8.28,8.47,6.6,6.46,1.845,1.61,4.0397,1.18,0.73,NA,UniqueID,7,187.464,26.781,33.034,46.40542615
1264,1996,90,22,Eucalyptus corynodes,Combination,Semiarid,0.3321,9.01,8.89,7.32,6.9,1.84,1.95,2.2566,1.43,0.73,NA,UniqueID,7,109.576,15.654,19.309,48.55800762
1267,1996,89,26,Eucalyptus suffulgens,Combination,Semiarid,0.3344,8.91,9.27,6.69,6.9,2.295,1.69,1.9523,1.16,0.69,NA,UniqueID,6,111.068,18.511,19.572,56.89084669
1267,1996,89,27,Eucalyptus suffulgens,Combination,Semiarid,0.3344,8.87,8.38,7.12,6.1,2.015,1.76,1.6402,1.22,0.69,NA,UniqueID,5,103.773,20.755,18.286,63.26850384
1267,1996,89,29,Eucalyptus suffulgens,Combination,Semiarid,0.3344,8.88,8.54,6.09,6.84,2.245,1.75,2.4519,1.12,0.64,NA,UniqueID,8,106.471,13.309,18.762,43.42387536
1272,1996,90,9,Eucalyptus tereticornis subsp. rotunda,Combination,Semiarid,0.3692,11.93,11.28,9.29,9.58,2.17,3.3,2.3195,1.81,0.55,NA,UniqueID,5,152.917,30.583,26.946,65.92670834
1272,1996,90,10,Eucalyptus tereticornis subsp. rotunda,Combination,Semiarid,0.3692,10.47,10.01,8.63,8.05,1.9,2.87,2.5074,1.54,0.54,NA,UniqueID,5,171.607,34.321,30.24,68.44021696
1272,1996,90,11,Eucalyptus tereticornis subsp. rotunda,Combination,Semiarid,0.3692,11.92,10.7,8.36,10.1,2.08,3.43,2.4473,1.82,0.53,NA,UniqueID,5,183.599,36.72,32.353,75.0210436
1276,1996,89,15,Eucalyptus sicilifolia,Combination,Semiarid,0.3023,8.56,8.4,6.47,6.33,2.08,1.74,3.1235,1.25,0.72,NA,UniqueID,8,133.994,16.749,23.612,42.89867136
1276,1996,89,16,Eucalyptus sicilifolia,Combination,Semiarid,0.3023,10.99,9.8,8.41,8.19,2.095,2.77,2.672,1.97,0.71,NA,UniqueID,6,102.773,17.129,18.11,38.4629491
1276,1996,89,17,Eucalyptus sicilifolia,Combination,Semiarid,0.3023,11.94,9.41,7.17,9.52,2.33,2.83,2.0536,2.08,0.73,NA,UniqueID,7,89.382,12.769,15.75,43.52454227
1279,1996,89,19,Eucalyptus tholiformis,Combination,Semiarid,0.2771,10.49,10.11,8.53,7.8,2.135,2.56,4.0245,1.68,0.66,NA,UniqueID,6,147.701,24.617,26.027,36.70045968
1279,1996,89,20,Eucalyptus tholiformis,Combination,Semiarid,0.2771,10.54,9.9,7.34,7.83,2.635,2.09,3.0782,1.32,0.63,NA,UniqueID,8,157.881,19.735,27.821,51.29003963
1279,1996,89,22,Eucalyptus tholiformis,Combination,Semiarid,0.2771,11.81,11.68,8.82,8.95,2.86,2.84,3.8979,1.88,0.66,NA,UniqueID,8,162.692,20.337,28.669,41.73837194
1281,1996,90,1,Eucalyptus thozetiana,Combination,Semiarid,0.2221,11.15,10.29,9.13,7.7,2.305,2.15,4.351,1.59,0.74,NA,UniqueID,10,166.431,16.643,29.328,38.25120662
1284,1996,87,28,Eucalyptus ammophila,Combination,Semiarid,0.2063,11.03,11.51,9,9.29,2.125,2.68,1.6942,1.58,0.59,NA,UniqueID,8,102.196,12.774,18.008,60.3210955
1284,1996,87,30,Eucalyptus ammophila,Combination,Semiarid,0.2063,11.2,9.67,8.52,7.95,2.2,2.72,1.8632,1.76,0.65,NA,UniqueID,8,156.372,19.547,27.555,83.92657793
1284,1996,87,31,Eucalyptus ammophila,Combination,Semiarid,0.2063,10.99,10.63,8.8,8.66,2.08,2.94,1.6234,1.79,0.61,NA,UniqueID,6,96.861,16.144,17.068,59.66551682
1289,1996,90,24,Eucalyptus exilipes,Combination,Semiarid,0.2524,10.91,10.62,8.49,7.97,2.535,2.23,0.6294,1.54,0.69,NA,UniqueID,10,48.983,4.898,8.631,77.82491262
1291,1996,91,2,Eucalyptus persistens,Combination,Semiarid,0.2603,10.68,11.31,8.14,8.91,2.47,2.46,2.581,1.76,0.72,NA,UniqueID,9,131.557,14.617,23.182,50.97132894
1291,1996,91,3,Eucalyptus persistens,Combination,Semiarid,0.2603,9.42,9.05,7.15,6.83,2.245,1.92,1.717,1.13,0.59,NA,UniqueID,6,79.481,13.247,14.006,46.29062318
1291,1996,91,4,Eucalyptus persistens,Combination,Semiarid,0.2603,12.04,11.16,9.32,8.63,2.625,3.35,2.5832,2.48,0.74,NA,UniqueID,7,122.968,17.567,21.669,47.60297306
1293,1996,90,17,Eucalyptus brownii,Combination,Semiarid,0.2708,10.06,9.68,7.39,7.94,2.205,2.33,2.3197,1.51,0.65,NA,UniqueID,8,131.275,16.409,23.133,56.59136957
1293,1996,90,19,Eucalyptus brownii,Combination,Semiarid,0.2708,8.91,9.12,7.01,6.61,2.205,1.89,2.1898,1.25,0.66,NA,UniqueID,9,118.228,13.136,20.834,53.99031875
1298,1998,156,14,Eucalyptus paedoglauca,Combination,DrySubhumid,0.5834,9.74,10.36,7.47,7.3,2.665,2.52,2.8546,1.74,0.69,NA,UniqueID,7,166.061,23.723,30.109,58.17312408
1298,1998,156,15,Eucalyptus paedoglauca,Combination,DrySubhumid,0.5834,7.72,7.78,6.18,6.16,1.58,1.41,2.6447,0.86,0.61,NA,UniqueID,6,144.256,24.043,26.155,54.54531705
1298,1998,156,16,Eucalyptus paedoglauca,Combination,DrySubhumid,0.5834,8.39,8.18,6.26,6.64,1.835,1.8,2.487,1.23,0.68,NA,UniqueID,6,151.716,25.286,27.508,61.00361882
1305,1996,94,1,Eucalyptus granitica,Combination,Humid,0.8318,9.41,8.99,6.73,7.36,2.155,1.76,3.3017,1.18,0.67,NA,UniqueID,8,148.749,18.594,26.212,45.05224581
1305,1996,94,2,Eucalyptus granitica,Combination,Humid,0.8318,9.76,9.24,7.48,6.86,2.33,1.93,2.9839,1.28,0.66,NA,UniqueID,6,119.249,19.875,21.013,39.96414089
1305,1996,94,3,Eucalyptus granitica,Combination,Humid,0.8318,8.46,8.05,5.87,6.2,2.22,1.58,1.9116,0.96,0.61,NA,UniqueID,6,83.55,13.925,14.723,43.70684244
1308,1996,91,32,Eucalyptus atrata,Combination,Humid,0.8186,8.16,8.52,6.24,6.42,2.01,1.52,3.1016,0.99,0.65,NA,UniqueID,10,159.505,15.951,28.107,51.426683
1308,1996,91,33,Eucalyptus atrata,Combination,Humid,0.8186,8.15,7.85,5.96,5.86,2.09,1.15,2.6811,0.84,0.73,NA,UniqueID,8,139.559,17.445,24.592,52.05288874
1308,1996,91,34,Eucalyptus atrata,Combination,Humid,0.8186,9.91,10.18,7.3,7.68,2.555,2.02,3.1536,1.31,0.65,NA,UniqueID,9,170.59,18.954,30.061,54.09373415
1309,1996,94,18,Eucalyptus insulana,Combination,Humid,0.8819,8.48,7.77,5.88,6.89,1.74,1.52,0.6987,1.08,0.71,NA,UniqueID,6,41.479,6.913,7.309,59.36596536
1309,1996,94,20,Eucalyptus insulana,Combination,Humid,0.8819,8.91,8.4,6.93,7.17,1.605,1.98,0.8015,1.26,0.64,NA,UniqueID,7,46.359,6.623,8.169,57.84029944
1309,1996,94,21,Eucalyptus insulana,Combination,Humid,0.8819,8.78,8.98,7.13,7.32,1.655,2.25,0.8389,1.39,0.62,NA,UniqueID,8,61.891,7.736,10.906,73.77637382
1314,1996,93,8,Eucalyptus camaldulensis subsp. simulata,Combination,Semiarid,0.4977,8.8,8.39,6.99,7.29,1.455,2.41,3.76,1.21,0.5,NA,UniqueID,3,172.605,71.633,30.4155,45.90558511
1314,1996,93,9,Eucalyptus camaldulensis subsp. simulata,Combination,Semiarid,0.4977,9.6,9.2,7.53,8.12,1.575,2.17,2.1154,1.11,0.51,NA,UniqueID,6,173.937,28.99,30.65,82.22416564
1314,1996,93,12,Eucalyptus camaldulensis subsp. simulata,Combination,Semiarid,0.4977,8.04,9.37,6.95,7.8,1.33,2.13,2.5095,1.11,0.52,NA,UniqueID,6,197.122,32.854,34.736,78.55030883
1322,1996,94,26,Eucalyptus cullenii,Combination,DrySubhumid,0.5211,7.99,7.91,6.08,5.82,2,1.54,0.4621,1.03,0.67,NA,UniqueID,7,31.883,4.555,5.618,68.99588834
1322,1996,94,27,Eucalyptus cullenii,Combination,DrySubhumid,0.5211,8.5,8.07,6.3,6.68,1.795,1.7,0.589,0.98,0.58,NA,UniqueID,8,35.822,4.478,6.312,60.81833616
1323,1996,93,3,Eucalyptus lockyeri,Combination,Humid,0.8499,9.64,8.74,8.11,6.86,1.705,2.23,2.208,1.33,0.6,NA,UniqueID,8,158.289,19.786,27.893,71.6888587
1323,1996,93,4,Eucalyptus lockyeri,Combination,Humid,0.8499,8.5,7.6,6.85,6.29,1.48,1.63,2.1855,0.88,0.54,NA,UniqueID,10,189.415,18.941,33.378,86.66895447
1330,1996,87,7,Eucalyptus melanophloia subsp. nana,Combination,Arid,0.1494,6.96,6.22,4.79,5.45,1.47,1.08,2.3697,0.76,0.7,NA,UniqueID,10,124.837,12.484,21.998,52.68050808
1330,1996,87,8,Eucalyptus melanophloia subsp. nana,Combination,Arid,0.1494,6.84,6.27,4.85,5.46,1.4,1.15,2.3276,0.77,0.67,NA,UniqueID,10,135.716,13.572,23.915,58.30726929
1330,1996,87,9,Eucalyptus melanophloia subsp. nana,Combination,Arid,0.1494,4.99,4.95,3.83,3.64,1.235,0.59,1.7617,0.49,0.83,NA,UniqueID,10,90.109,9.011,15.879,51.14889028
1353,1999,177,1,Eucalyptus lucens,Lignotuber,Arid,0.1216,5.35,5.04,3.83,3.65,1.455,0.62,1.3686,0.48,0.77,NA,UniqueID,7,63.585,9.084,12.28,46.45988601
1353,1999,177,2,Eucalyptus lucens,Lignotuber,Arid,0.1216,9.93,9.25,8.17,7.56,1.725,2.83,1.5903,2.24,0.79,NA,UniqueID,7,79.59,11.37,15.371,50.04716091
1353,1999,177,3,Eucalyptus lucens,Lignotuber,Arid,0.1216,8.01,7.76,5.7,5.98,2.045,1.52,1.7432,1.2,0.79,NA,UniqueID,7,81.275,11.611,15.696,46.62402478
1355,1996,86,16,Eucalyptus coolabah,Combination,Arid,0.0964,11.17,11.72,8.58,8.15,3.08,2.7,2.5914,1.66,0.61,NA,UniqueID,9,173.932,19.326,30.649,67.11893185
1355,1996,86,17,Eucalyptus coolabah,Combination,Arid,0.0964,9.33,9.19,6.65,6.99,2.44,1.54,2.9147,1,0.65,NA,UniqueID,6,155.41,25.902,27.386,53.31938107
1364,1996,87,22,Eucalyptus microcarpa (Adelaide variant),Combination,Semiarid,0.3411,10.91,11.23,8.75,8.6,2.395,2.84,1.9862,1.95,0.69,NA,UniqueID,6,143.429,23.905,25.274,72.2127681
1364,1996,87,25,Eucalyptus microcarpa (Adelaide variant),Combination,Semiarid,0.3411,9.34,9.27,7.43,7.11,2.035,1.99,2.9411,1.33,0.67,NA,UniqueID,9,138.429,15.381,24.393,47.06708374
1364,1996,87,26,Eucalyptus microcarpa (Adelaide variant),Combination,Semiarid,0.3411,7.97,9.12,6.21,7.06,1.91,1.88,3.1682,1.35,0.72,NA,UniqueID,5,125.267,25.053,22.074,39.53885487
1590,1996,88,5,Eucalyptus wimmerensis,Lignotuber,Semiarid,0.264,12.18,12.02,10.53,9.32,2.175,3.82,1.1685,2.66,0.7,NA,UniqueID,9,65.326,7.258,11.511,55.90586222
1590,1996,88,6,Eucalyptus wimmerensis,Lignotuber,Semiarid,0.264,10.89,11.64,9.1,8.87,2.28,2.88,3.3946,2.08,0.72,NA,UniqueID,9,109.698,12.189,19.33,32.31544217
1590,1996,88,8,Eucalyptus wimmerensis,Lignotuber,Semiarid,0.264,9.75,9.45,7.63,7.54,2.015,1.98,0.7597,1.46,0.74,NA,UniqueID,8,56.539,7.067,9.963,74.42279847
1676,1997,133,5,Eucalyptus albens,Combination,Semiarid,0.2313,11.83,12.76,10.62,9.4,2.285,3.02,3.2443,2.13,0.71,NA,UniqueID,6,157.948,26.325,29.008,48.68477021
1676,1997,133,6,Eucalyptus albens,Combination,Semiarid,0.2313,10.14,10.24,7.38,7.63,2.685,2.3,3.9214,1.75,0.76,NA,UniqueID,5,156.423,31.285,28.728,39.88958025
1676,1997,133,7,Eucalyptus albens,Combination,Semiarid,0.2313,11.02,11.23,8.1,8.37,2.89,3.12,3.4366,2.42,0.78,NA,UniqueID,6,135.787,22.631,24.938,39.51201769
1716,1997,137,19,Eucalyptus fasciculosa,Combination,Semiarid,0.3233,12.05,12.39,10.2,9.45,2.395,4.13,2.9357,2.72,0.66,NA,UniqueID,6,168.502,28.084,30.947,57.39755425
1716,1997,137,20,Eucalyptus fasciculosa,Combination,Semiarid,0.3233,10.24,10.63,8.83,7.97,2.035,2.77,2.6165,1.78,0.64,NA,UniqueID,6,146.306,24.384,26.87,55.91668259
1716,1997,137,21,Eucalyptus fasciculosa,Combination,Semiarid,0.3233,12.24,10.82,8.66,10.1,2.15,3.51,3.3334,2.35,0.67,NA,UniqueID,7,141.903,20.272,26.061,42.5700486
1727,1997,138,16,Eucalyptus tricarpa,Combination,Semiarid,0.4994,11.52,10.01,8.77,7.8,2.48,2.84,3.6352,2.06,0.73,NA,UniqueID,6,179.135,29.856,32.899,49.27789393
1727,1997,138,17,Eucalyptus tricarpa,Combination,Semiarid,0.4994,13.39,12.69,9.14,10.13,3.405,4.14,3.5795,2.84,0.69,NA,UniqueID,6,178.833,29.806,32.844,49.96032965
1727,1997,138,18,Eucalyptus tricarpa,Combination,Semiarid,0.4994,9.64,9.84,7.92,7.38,2.09,2.52,4.5047,1.81,0.72,NA,UniqueID,6,177.909,29.651,32.674,39.49408396
1733,1997,141,29,Eucalyptus bosistoana,Combination,Semiarid,0.4895,10.97,10.51,8.11,8.6,2.385,2.3,3.0465,1.56,0.68,NA,UniqueID,6,117.691,19.615,21.615,38.6315444
1733,1997,141,30,Eucalyptus bosistoana,Combination,Semiarid,0.4895,12.43,10.37,10.34,8.26,2.1,3.57,3.5964,2.49,0.7,NA,UniqueID,7,148.729,21.247,27.315,41.35496608
1734,1997,142,31,Eucalyptus baueriana,Combination,Semiarid,0.4895,8.14,9.01,7.52,6.65,1.49,2.06,2.0426,1.49,0.72,NA,UniqueID,6,118.465,19.744,20.312,57.99716048
1734,1997,142,32,Eucalyptus baueriana,Combination,Semiarid,0.4895,7.89,8.34,6.3,5.83,2.05,1.47,2.5198,0.94,0.64,NA,UniqueID,5,168.017,33.603,28.809,66.67870466
1734,1997,142,33,Eucalyptus baueriana,Combination,Semiarid,0.4895,7.39,7.87,5.5,6.05,1.855,1.4,1.3771,0.98,0.7,NA,UniqueID,6,89.044,14.841,15.268,64.66051848
1736,1997,144,28,Eucalyptus tereticornis subsp. mediana,Combination,Semiarid,0.4827,10.41,10.77,8.44,7.91,2.415,3.27,3.6641,1.97,0.6,NA,UniqueID,4,192.093,48.023,32.937,52.42569799
1736,1997,144,29,Eucalyptus tereticornis subsp. mediana,Combination,Semiarid,0.4827,9.96,10.19,7.93,8.12,2.05,2.26,3.7186,1.31,0.58,NA,UniqueID,7,165.005,23.572,28.292,44.37288227
1736,1997,144,30,Eucalyptus tereticornis subsp. mediana,Combination,Semiarid,0.4827,10.47,9.36,8.34,7.29,2.1,2.52,2.514,1.64,0.65,NA,UniqueID,6,131.568,21.928,22.559,52.33412888
1738,1997,142,10,Eucalyptus polyanthemos subsp. vestita (subsp. longior),Combination,DrySubhumid,0.6081,11.77,11.33,9.87,9.11,2.06,3.18,2.5922,2.31,0.73,NA,UniqueID,6,141.777,23.63,24.309,54.69369647
1738,1997,142,11,Eucalyptus polyanthemos subsp. vestita (subsp. longior),Combination,DrySubhumid,0.6081,10.8,10.96,9.07,8.71,1.99,2.69,2.4256,1.93,0.72,NA,UniqueID,5,145.636,29.127,24.971,60.04122691
1738,1997,142,12,Eucalyptus polyanthemos subsp. vestita (subsp. longior),Combination,DrySubhumid,0.6081,10.07,9.77,7.54,7.88,2.21,2.26,2.7275,1.68,0.74,NA,UniqueID,6,117.999,19.666,20.232,43.26269478
1751,1997,141,17,Eucalyptus spectatrix,Lignotuber,DrySubhumid,0.6982,9.88,10.62,7.93,8.43,2.07,3.04,3.3005,2.26,0.74,NA,UniqueID,6,84.719,14.12,15.559,25.66853507
1751,1997,141,18,Eucalyptus spectatrix,Lignotuber,DrySubhumid,0.6982,12.34,12.18,10.33,10.79,1.7,4.06,3.3379,2.71,0.67,NA,UniqueID,7,88.502,12.643,16.254,26.51427544
1751,1997,141,20,Eucalyptus spectatrix,Lignotuber,DrySubhumid,0.6982,10.55,10.66,8.17,8.3,2.37,2.75,4.4947,1.91,0.69,NA,UniqueID,8,120.47,15.059,22.125,26.80267871
1761,1997,143,26,Eucalyptus beyeriana,Combination,DrySubhumid,0.6855,11.83,11.3,8.96,7.74,3.215,2.76,1.784,2.21,0.8,NA,UniqueID,6,98.53,16.422,16.894,55.22982063
1761,1997,143,27,Eucalyptus beyeriana,Combination,DrySubhumid,0.6855,11.34,10.98,8.34,8.87,2.555,2.8,1.4255,1.82,0.65,NA,UniqueID,5,82.18,16.436,14.091,57.64994739
1761,1997,143,28,Eucalyptus beyeriana,Combination,DrySubhumid,0.6855,8.92,8.87,5.86,5.89,3.02,1.42,2.8957,0.93,0.65,NA,UniqueID,6,127.861,21.31,21.923,44.15547191
1763,1997,143,13,Eucalyptus parramattensis subsp. parramattensis,Combination,DrySubhumid,0.6255,10.28,9.87,8.71,7.68,1.88,2.32,1.7142,1.51,0.65,NA,UniqueID,5,76.76,15.352,13.161,44.77890561
1763,1997,143,15,Eucalyptus parramattensis subsp. parramattensis,Combination,DrySubhumid,0.6255,12.9,12.12,10.72,9.59,2.355,3.82,2.0676,2.04,0.53,NA,UniqueID,6,136.064,22.677,23.33,65.80769975
1763,1997,143,16,Eucalyptus parramattensis subsp. parramattensis,Combination,DrySubhumid,0.6255,10.84,10.63,8.05,8.27,2.575,2.89,1.6872,1.67,0.58,NA,UniqueID,6,115.203,19.2,19.753,68.28058321
1764,1997,144,1,Eucalyptus maidenii,Combination,DrySubhumid,0.5805,10.8,11.23,8.96,7.78,2.645,2.7,5.7555,1.81,0.67,NA,UniqueID,5,277.745,55.549,47.623,48.25731909
1764,1997,144,4,Eucalyptus maidenii,Combination,DrySubhumid,0.5805,11.51,11.84,9.74,8.98,2.315,3.58,7.8649,2.34,0.65,NA,UniqueID,5,241.501,48.3,41.408,30.70617554
1765,1997,141,33,Eucalyptus kartzoffiana,Combination,DrySubhumid,0.5416,11.44,10.83,9.07,8.41,2.395,3.15,5.2011,2.04,0.65,NA,UniqueID,7,187.022,26.717,34.348,35.9581627
1765,1997,141,34,Eucalyptus kartzoffiana,Combination,DrySubhumid,0.5416,11.95,12.34,10.1,9.92,2.135,4.02,3.0235,2.67,0.66,NA,UniqueID,6,179.395,29.899,32.947,59.33355383
1765,1997,141,35,Eucalyptus kartzoffiana,Combination,DrySubhumid,0.5416,10.3,9.33,8.66,7.72,1.625,3.38,2.9608,2.06,0.61,NA,UniqueID,8,120.005,15.001,22.04,40.53127533
1798,1997,145,1,Eucalyptus leucoxylon subsp. pruinosa,Combination,Semiarid,0.3901,12.15,10.44,7.84,9.51,2.62,3.64,2.3031,2.48,0.68,NA,UniqueID,7,113.608,16.23,19.479,49.32829664
1798,1997,145,3,Eucalyptus leucoxylon subsp. pruinosa,Combination,Semiarid,0.3901,11.86,12.01,9.54,9,2.665,3.4,2.48,2.05,0.6,NA,UniqueID,7,128.357,18.337,22.009,51.75685484
1798,1997,145,4,Eucalyptus leucoxylon subsp. pruinosa,Combination,Semiarid,0.3901,14.29,14.29,11.4,9.99,3.595,4.74,2.5685,3.04,0.64,NA,UniqueID,6,108.822,18.137,18.659,42.36791902
1991,1998,152,17,Eucalyptus diversifolia subsp. diversifolia,Lignotuber,Humid,0.6592,10.36,10.59,8.85,8.92,1.59,3.16,1.8972,2.19,0.69,NA,UniqueID,6,70.548,11.758,12.791,37.18532574
1991,1998,152,19,Eucalyptus diversifolia subsp. diversifolia,Lignotuber,Humid,0.6592,9.85,9.38,8.31,7.63,1.645,2.71,1.9354,1.8,0.66,NA,UniqueID,6,59.045,9.841,10.706,30.50790534
1991,1998,152,20,Eucalyptus diversifolia subsp. diversifolia,Lignotuber,Humid,0.6592,11.34,12.17,9.41,10.1,2,4.2,2.0187,2.68,0.64,NA,UniqueID,6,65.526,10.921,11.881,32.45950364
2072,1998,158,17,Eucalyptus squamosa,Combination,Humid,0.6674,8.11,7.86,6.46,6.23,1.64,1.74,1.6037,1.16,0.67,NA,UniqueID,6,94.561,15.76,21.015,58.96427013
2072,1998,158,19,Eucalyptus squamosa,Combination,Humid,0.6674,11.2,11.4,8.56,8.6,2.72,2.52,2.7479,1.45,0.58,NA,UniqueID,7,116.031,16.576,25.787,42.22533571
2072,1998,158,20,Eucalyptus squamosa,Combination,Humid,0.6674,10.77,10.06,8.6,8.26,1.985,2.56,1.4961,1.56,0.61,NA,UniqueID,7,83.8,11.971,18.624,56.01229864
2080,1998,153,1,Eucalyptus rudderi (E. hypostomatica),Combination,DrySubhumid,0.7237,13.25,14.13,11.51,11.12,2.375,4.22,2.4353,2.66,0.63,NA,UniqueID,6,187.968,31.328,34.081,77.1847411
2080,1998,153,2,Eucalyptus rudderi (E. hypostomatica),Combination,DrySubhumid,0.7237,9.03,10.51,7.82,6.45,2.635,1.78,1.7727,1.27,0.71,NA,UniqueID,5,111.275,22.255,20.175,62.77147854
2080,1998,153,4,Eucalyptus rudderi (E. hypostomatica),Combination,DrySubhumid,0.7237,8.8,8.52,7.04,6.76,1.76,1.76,2.0758,1.16,0.66,NA,UniqueID,8,120.775,15.097,21.898,58.18238751
2081,1998,152,9,Eucalyptus fracta,Combination,DrySubhumid,0.6548,10.89,11.36,9.09,8.08,2.54,3,2.0292,2.13,0.71,NA,UniqueID,7,99.497,14.214,18.04,49.03262369
2081,1998,152,10,Eucalyptus fracta,Combination,DrySubhumid,0.6548,10.44,9.35,8.24,7.02,2.265,2.14,2.5626,1.53,0.71,NA,UniqueID,6,118.697,19.783,21.521,46.31897292
2081,1998,152,11,Eucalyptus fracta,Combination,DrySubhumid,0.6548,10.66,10.57,8.22,8.38,2.315,2.79,2.1597,1.92,0.69,NA,UniqueID,7,111.948,15.993,20.297,51.83497708
2083,1998,84,17,Eucalyptus aenea,Lignotuber,Semiarid,0.4056,9.14,9.41,6.99,6.92,2.32,1.95,2.1159,1.38,0.71,NA,UniqueID,8,77.348,9.668,14.024,36.55560282
2083,1998,84,18,Eucalyptus aenea,Lignotuber,Semiarid,0.4056,10.9,10.63,8.27,7.99,2.635,2.55,1.695,2.04,0.8,NA,UniqueID,7,60.789,8.684,11.022,35.86371681
2083,1998,84,19,Eucalyptus aenea,Lignotuber,Semiarid,0.4056,9.45,9.04,7.4,7.06,2.015,2.24,1.875,1.66,0.74,NA,UniqueID,6,58.615,9.769,10.628,31.26133333
2085,1998,156,21,Eucalyptus glaucina,Combination,DrySubhumid,0.5698,9.03,8.53,6.68,6.56,2.16,1.63,3.3436,0.9,0.55,NA,UniqueID,6,245.931,40.989,44.59,73.55275751
2085,1998,156,23,Eucalyptus glaucina,Combination,DrySubhumid,0.5698,9.56,9.76,6.97,7.1,2.625,2.14,2.5306,1.2,0.56,NA,UniqueID,7,199.772,28.539,36.221,78.94254327
2085,1998,156,24,Eucalyptus glaucina,Combination,DrySubhumid,0.5698,11.47,10.65,8.85,7.78,2.745,2.65,3.1356,1.56,0.59,NA,UniqueID,8,148.3,18.538,26.888,47.29557341
